id,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
1,19232-05-4
2,19232-05-4
3,865-48-5,1295-35-8,181422-72-0
4,1295-35-8,940934-47-4
5,12150-46-8,14647-23-5
6,12150-46-8,15629-92-2
7,12150-46-8,14647-23-5
8,12150-46-8,14647-23-5
9,12150-46-8,15629-92-2
10,12150-46-8,14647-23-5
11,12150-46-8,15629-92-2
12,12150-46-8,14647-23-5
13,603-35-0,15629-92-2
14,12150-46-8,15629-92-2
15,1663-45-2,14647-23-5
16,12150-46-8,14647-23-5
17,12150-46-8,14647-23-5
18,12150-46-8,15629-92-2
19,1632496-53-7
20,19232-05-4
21,19232-05-4
22,29046-78-4,2732967-20-1
23,29046-78-4,2732967-20-1
24,29046-78-4,2732967-20-1
25,29046-78-4
26,29046-78-4,72914-19-3,60804-74-2
27,29046-78-4
28,28923-39-9,2365168-22-3
29,17217-57-1,29046-78-4,1627576-09-3
30,29046-78-4,2732967-20-1
31,29046-78-4
32,29046-78-4
33,72914-19-3,312696-09-6
34,72914-19-3,312696-09-6
35,3264-82-2,6372-42-5
36,46389-47-3,1092775-62-6
37,1295-35-8,221462-97-1
38,1295-35-8,221462-97-1
39,1295-35-8,2622-14-2
40,1295-35-8,2622-14-2
41,1295-35-8,2622-14-2
42,1295-35-8,2622-14-2
43,1295-35-8,2622-14-2
44,1295-35-8,2070868-78-7
45,1295-35-8,2622-14-2,7681-65-4
46,1295-35-8,2622-14-2,7681-65-4
47,603-35-0,1295-35-8
48,603-35-0,1295-35-8
49,1295-35-8,181422-72-0
50,15629-92-2
51,14647-23-5
52,12150-46-8,15629-92-2
53,2230171-54-5
54,2307606-21-7
55,2307606-22-8
56,2307606-23-9
57,2413353-29-2
58,2073878-15-4
59,2073878-16-5
60,2307606-21-7
61,19232-05-4
62,603-35-0,1295-35-8
63,19232-05-4
64,2307606-21-7
65,865-47-4,2020384-21-6
66,7440-09-7,2260749-13-9
67,67292-34-6
68,29046-78-4
69,29046-78-4
70,29046-78-4,72914-19-3,2064225-11-0
71,29046-78-4
72,29046-78-4
73,29046-78-4,72914-19-3,2064225-11-0
74,29046-78-4,72914-19-3,60804-74-2
75,29046-78-4
76,29046-78-4
77,29046-78-4
78,29046-78-4,1126519-07-0
79,594-09-2,141643-71-2
80,46389-47-3,1092775-62-6
81,46389-47-3,1092775-62-6
82,1295-35-8,2622-14-2,7789-19-7
83,603-35-0,1295-35-8
84,603-35-0,1295-35-8
85,603-35-0,1295-35-8
86,12150-46-8,15629-92-2
87,6737-42-4,15629-92-2
88,6737-42-4,15629-92-2
89,12150-46-8,15629-92-2
90,14647-23-5
91,12150-46-8,15629-92-2
92,12150-46-8,15629-92-2
93,12150-46-8,15629-92-2
94,29046-78-4,72914-19-3,60804-74-2
95,484-11-7,29046-78-4
96,29046-78-4,72914-19-3,60804-74-2
97,29046-78-4
98,1295-35-8,13716-12-6
99,1295-35-8,2622-14-2
100,1295-35-8,2622-14-2
101,12150-46-8,15629-92-2
102,12150-46-8,14647-23-5
103,14647-23-5
104,2230171-54-5
105,1962167-57-2
106,2131791-30-3
107,2307606-21-7
108,2073878-16-5
109,484-11-7,29046-78-4
110,484-11-7,29046-78-4
111,29046-78-4,72914-19-3,2064225-11-0
112,4411-80-7,7789-24-4,29046-78-4
113,29046-78-4,904691-00-5
114,29046-78-4,72914-19-3,60804-74-2
115,29046-78-4,72914-19-3,60804-74-2
116,1134-35-6,29046-78-4
117,484-11-7,29046-78-4
118,29046-78-4,72914-19-3,60804-74-2
119,29046-78-4,72914-19-3,60804-74-2
120,29046-78-4,72914-19-3,60804-74-2
121,29046-78-4,72914-19-3,60804-74-2
122,29046-78-4,72914-19-3,60804-74-2
123,29046-78-4,72914-19-3,60804-74-2
124,29046-78-4,72914-19-3,60804-74-2
125,29046-78-4
126,594-09-2,141643-71-2
127,312696-09-6,2055363-46-5
128,7681-11-0,312696-09-6,665004-47-7
129,2640505-89-9
130,1295-35-8,158589-14-1
131,111-78-4,1295-35-8,14221-01-3
132,1295-35-8,2622-14-2
133,1295-35-8,2622-14-2
134,1295-35-8
135,19999-87-2
136,12150-46-8,15629-92-2
137,12150-46-8,15629-92-2
138,12150-46-8,14647-23-5
139,12150-46-8,15629-92-2
140,2248551-72-4
141,2378151-65-4
142,1894189-67-3
143,32823-77-1
144,2230171-54-5
145,7440-09-7,2260749-13-9
146,7440-09-7,2260749-13-9
147,29046-78-4,72914-19-3,60804-74-2
148,29046-78-4,72914-19-3,2064225-11-0
149,484-11-7,29046-78-4
150,484-11-7,29046-78-4
151,29046-78-4,72914-19-3,60804-74-2
152,484-11-7,29046-78-4
153,2640505-89-9
154,7647-10-1,14126-37-5
155,7647-10-1,14126-37-5
156,7647-10-1,14126-37-5
157,7647-10-1,14126-37-5
158,7647-10-1,14126-37-5
159,1295-35-8,7650-91-1
160,1295-35-8,2622-14-2
161,1295-35-8,181422-72-0
162,1295-35-8
163,1295-35-8,2622-14-2
164,1295-35-8,23743-26-2
165,1295-35-8,2622-14-2
166,1295-35-8,141556-45-8
167,12150-46-8,15629-92-2
168,12150-46-8,15629-92-2
169,12150-46-8,15629-92-2
170,14647-23-5
171,6737-42-4,15629-92-2
172,6737-42-4,15629-92-2
173,12150-46-8,15629-92-2
174,12150-46-8,14647-23-5
175,12150-46-8,15629-92-2
176,1962167-57-2
177,680624-03-7
178,1295-35-8,2622-14-2
179,7440-09-7,2260749-13-9
180,865-47-4,2020384-21-6
181,7440-09-7,2260749-13-9
182,28923-39-9,2347423-31-6
183,28923-39-9,1155506-42-5
184,484-11-7,29046-78-4
185,29046-78-4
186,29046-78-4
187,29046-78-4,72914-19-3,60804-74-2
188,29046-78-4,72914-19-3,60804-74-2
189,29046-78-4,143443-23-6
190,29046-78-4
191,312696-09-6,2055363-47-6
192,2640505-89-9
193,2640505-89-9
194,7647-10-1,14126-37-5
195,7647-10-1,14126-37-5
196,1295-35-8,7650-91-1
197,594-09-2,1295-35-8
198,1295-35-8,2622-14-2
199,1295-35-8,2622-14-2
200,1295-35-8,2622-14-2
201,1295-35-8,181422-72-0
202,1295-35-8,13716-12-6
203,1295-35-8,2622-14-2
204,1295-35-8,13716-12-6
205,15629-92-2
206,7440-09-7,2260749-13-9
207,2627238-46-2
208,2627238-46-2
209,19232-05-4
210,19232-05-4
211,19232-05-4
212,19232-05-4
213,29046-78-4,72914-19-3,60804-74-2
214,29046-78-4,72914-19-3,2064225-11-0
215,29046-78-4,72914-19-3,60804-74-2
216,484-11-7,29046-78-4
217,29046-78-4
218,1762-34-1,3264-82-2,6185-76-8
