,MeanDecreaseGini,Features
CAT_MinEStateIndex,1.84079570275306,CAT_MinEStateIndex
PRO_MaxPartialCharge,1.42703116519943,PRO_MaxPartialCharge
PRO_MaxAbsPartialCharge,1.31487857058041,PRO_MaxAbsPartialCharge
RCTB_Chi0v,1.23434039257084,RCTB_Chi0v
CAT_qed,1.22109570239239,CAT_qed
PRO_Chi1n,1.21061945955514,PRO_Chi1n
CAT_SMR_VSA5,1.14391739253964,CAT_SMR_VSA5
PRO_Kappa3,1.13627972453324,PRO_Kappa3
RCTB_ExactMolWt,1.1267976751089,RCTB_ExactMolWt
PRO_VSA_EState1,1.10991140853326,PRO_VSA_EState1
PRO_MolMR,1.10597770197523,PRO_MolMR
PRO_LabuteASA,1.1043789790662,PRO_LabuteASA
PRO_PEOE_VSA8,1.10360127568187,PRO_PEOE_VSA8
CAT_Chi3n,1.07853781556792,CAT_Chi3n
RCTB_PEOE_VSA7,1.06540307634649,RCTB_PEOE_VSA7
PRO_VSA_EState4,1.05584393952337,PRO_VSA_EState4
PRO_MinAbsPartialCharge,1.02605504206428,PRO_MinAbsPartialCharge
CAT_Chi3v,1.01367519199329,CAT_Chi3v
RCTB_BertzCT,1.00783599698942,RCTB_BertzCT
CAT_VSA_EState8,1.0058063306138,CAT_VSA_EState8
PRO_BCUT2D_CHGLO,0.998885286000848,PRO_BCUT2D_CHGLO
RCTB_MolWt,0.995590545060982,RCTB_MolWt
CAT_SMR_VSA7,0.992777960895321,CAT_SMR_VSA7
PRO_VSA_EState8,0.987157576589469,PRO_VSA_EState8
PRO_EState_VSA9,0.986102132875904,PRO_EState_VSA9
CAT_Chi2v,0.98604220411186,CAT_Chi2v
CAT_HeavyAtomMolWt,0.982158449663733,CAT_HeavyAtomMolWt
PRO_VSA_EState9,0.978540332226294,PRO_VSA_EState9
RCTB_EState_VSA1,0.977436959672495,RCTB_EState_VSA1
PRO_Chi0n,0.969237265148054,PRO_Chi0n
CAT_HallKierAlpha,0.966815638687108,CAT_HallKierAlpha
PRO_ExactMolWt,0.965331059708812,PRO_ExactMolWt
PRO_Chi0,0.960640835098437,PRO_Chi0
PRO_qed,0.959188823689611,PRO_qed
PRO_MaxEStateIndex,0.955221688186935,PRO_MaxEStateIndex
CAT_PEOE_VSA8,0.943879482290536,CAT_PEOE_VSA8
PRO_SMR_VSA1,0.943530039900294,PRO_SMR_VSA1
CAT_EState_VSA9,0.939142555902998,CAT_EState_VSA9
CAT_SMR_VSA10,0.937276303115767,CAT_SMR_VSA10
