,MeanDecreaseGini,Features
PRO_MaxPartialCharge,5.9023862654245,PRO_MaxPartialCharge
PRO_MaxAbsPartialCharge,3.95830525299264,PRO_MaxAbsPartialCharge
CAT_FractionCSP3,3.21169122321337,CAT_FractionCSP3
CAT_MinEStateIndex,3.12288433307757,CAT_MinEStateIndex
PRO_TPSA,3.0750974103644,PRO_TPSA
CAT_Chi3v,3.05894231536144,CAT_Chi3v
CAT_Chi4v,2.87477556026315,CAT_Chi4v
CAT_MaxEStateIndex,2.76280300627619,CAT_MaxEStateIndex
PRO_VSA_EState8,2.61006370209504,PRO_VSA_EState8
CAT_MaxAbsEStateIndex,2.55232831018035,CAT_MaxAbsEStateIndex
RCTB_MinPartialCharge,2.52724355301448,RCTB_MinPartialCharge
PRO_BCUT2D_CHGLO,2.36722199920836,PRO_BCUT2D_CHGLO
PRO_MinPartialCharge,2.35561598489615,PRO_MinPartialCharge
CAT_HallKierAlpha,2.2570148917856,CAT_HallKierAlpha
CAT_SMR_VSA5,2.15536028350372,CAT_SMR_VSA5
CAT_SlogP_VSA6,1.99973335266105,CAT_SlogP_VSA6
RCTB_MaxAbsPartialCharge,1.97237502017269,RCTB_MaxAbsPartialCharge
PRO_MinAbsPartialCharge,1.92827511611206,PRO_MinAbsPartialCharge
CAT_233,1.90821271083123,CAT_233
PRO_EState_VSA9,1.83524535092309,PRO_EState_VSA9
PRO_237,1.82448809770053,PRO_237
CAT_131,1.80497402471536,CAT_131
PRO_EState_VSA8,1.77731595732327,PRO_EState_VSA8
CAT_SMR_VSA1,1.7649028752623,CAT_SMR_VSA1
PRO_Kappa3,1.75362988421843,PRO_Kappa3
CAT_Chi0v,1.72497441840817,CAT_Chi0v
CAT_SMR_VSA10,1.71835292827919,CAT_SMR_VSA10
PRO_PEOE_VSA7,1.7162049437537,PRO_PEOE_VSA7
RCTB_HallKierAlpha,1.58842758133055,RCTB_HallKierAlpha
CAT_Chi2v,1.50889506744648,CAT_Chi2v
CAT_Chi1v,1.47318031638455,CAT_Chi1v
CAT_qed,1.42398712482611,CAT_qed
PRO_MinAbsEStateIndex,1.37748891067148,PRO_MinAbsEStateIndex
RCTB_MinAbsEStateIndex,1.37671143437608,RCTB_MinAbsEStateIndex
RCTB_PEOE_VSA7,1.33340088291465,RCTB_PEOE_VSA7
PRO_PEOE_VSA8,1.31542128551589,PRO_PEOE_VSA8
PRO_qed,1.29803918209626,PRO_qed
PRO_VSA_EState4,1.29088091545873,PRO_VSA_EState4
CAT_BertzCT,1.26481659132574,CAT_BertzCT
CAT_VSA_EState3,1.25749557851981,CAT_VSA_EState3
PRO_BCUT2D_CHGHI,1.25636328126851,PRO_BCUT2D_CHGHI
PRO_SlogP_VSA3,1.23169820698673,PRO_SlogP_VSA3
PRO_SlogP_VSA2,1.22255725547638,PRO_SlogP_VSA2
PRO_BalabanJ,1.2218215514241,PRO_BalabanJ
CAT_PEOE_VSA8,1.20472096987301,CAT_PEOE_VSA8
PRO_NOCount,1.20356507732562,PRO_NOCount
PRO_PEOE_VSA9,1.17619437979941,PRO_PEOE_VSA9
CAT_TPSA,1.17498481922809,CAT_TPSA
PRO_NumHAcceptors,1.13417877521861,PRO_NumHAcceptors
PRO_BCUT2D_LOGPHI,1.08219556765364,PRO_BCUT2D_LOGPHI
PRO_VSA_EState9,1.07003889089482,PRO_VSA_EState9
PRO_VSA_EState1,1.04734681624591,PRO_VSA_EState1
RCTB_PEOE_VSA8,1.04199339357653,RCTB_PEOE_VSA8
RCTB_212,1.03601237182297,RCTB_212
PRO_VSA_EState5,1.02532588599887,PRO_VSA_EState5
RCTB_VSA_EState4,0.98100625653208,RCTB_VSA_EState4
CAT_Kappa3,0.980064791940056,CAT_Kappa3
PRO_FpDensityMorgan3,0.979944395458816,PRO_FpDensityMorgan3
RCTB_Kappa2,0.975419012859283,RCTB_Kappa2
RCTB_SlogP_VSA5,0.973401605184799,RCTB_SlogP_VSA5
CAT_MolWt,0.970889848784441,CAT_MolWt
PRO_SMR_VSA5,0.960542916887401,PRO_SMR_VSA5
CAT_FpDensityMorgan3,0.941877861565867,CAT_FpDensityMorgan3
CAT_EState_VSA10,0.938520357646178,CAT_EState_VSA10
PRO_MolLogP,0.933642900121099,PRO_MolLogP
CAT_HeavyAtomMolWt,0.913852844484452,CAT_HeavyAtomMolWt
CAT_VSA_EState1,0.905805932372229,CAT_VSA_EState1
PRO_FpDensityMorgan1,0.904598958057537,PRO_FpDensityMorgan1
RCTB_BCUT2D_LOGPLOW,0.899725626337552,RCTB_BCUT2D_LOGPLOW
PRO_BCUT2D_MWHI,0.894076751416924,PRO_BCUT2D_MWHI
PRO_Kappa2,0.89361945106737,PRO_Kappa2
RCTB_BCUT2D_CHGHI,0.871823544446466,RCTB_BCUT2D_CHGHI
RCTB_TPSA,0.869651658014488,RCTB_TPSA
RCTB_Kappa3,0.845253426973543,RCTB_Kappa3
CAT_EState_VSA1,0.839079845433393,CAT_EState_VSA1
PRO_NumRotatableBonds,0.836521314817215,PRO_NumRotatableBonds
RCTB_FpDensityMorgan2,0.835787884761581,RCTB_FpDensityMorgan2
RCTB_EState_VSA8,0.832915973552861,RCTB_EState_VSA8
RCTB_PEOE_VSA9,0.83170645711365,RCTB_PEOE_VSA9
PRO_PEOE_VSA6,0.822494874130509,PRO_PEOE_VSA6
RCTB_MolLogP,0.820096981873275,RCTB_MolLogP
CAT_Kappa1,0.815642556104177,CAT_Kappa1
PRO_HallKierAlpha,0.815332686994678,PRO_HallKierAlpha
PRO_VSA_EState6,0.807719789448272,PRO_VSA_EState6
PRO_BCUT2D_MRHI,0.805078202400668,PRO_BCUT2D_MRHI
CAT_ExactMolWt,0.79334972384666,CAT_ExactMolWt
PRO_FpDensityMorgan2,0.781855726879343,PRO_FpDensityMorgan2
PRO_SMR_VSA10,0.781411403012316,PRO_SMR_VSA10
CAT_NumAromaticHeterocycles,0.778617438172162,CAT_NumAromaticHeterocycles
RCTB_BalabanJ,0.77252140535667,RCTB_BalabanJ
CAT_PEOE_VSA9,0.77161936824234,CAT_PEOE_VSA9
CAT_VSA_EState7,0.767356141597,CAT_VSA_EState7
RCTB_VSA_EState8,0.76464476672909,RCTB_VSA_EState8
RCTB_PEOE_VSA6,0.755862243983217,RCTB_PEOE_VSA6
PRO_MaxAbsEStateIndex,0.752981653678662,PRO_MaxAbsEStateIndex
RCTB_EState_VSA1,0.747824909216138,RCTB_EState_VSA1
RCTB_BCUT2D_LOGPHI,0.744671774727538,RCTB_BCUT2D_LOGPHI
PRO_FractionCSP3,0.739953011157205,PRO_FractionCSP3
PRO_SlogP_VSA8,0.7385752916479,PRO_SlogP_VSA8
CAT_MolMR,0.736864255727909,CAT_MolMR
RCTB_FpDensityMorgan3,0.732727911813303,RCTB_FpDensityMorgan3
CAT_BalabanJ,0.724287239026296,CAT_BalabanJ
PRO_SlogP_VSA5,0.722672524270037,PRO_SlogP_VSA5
PRO_Chi0n,0.713912807732625,PRO_Chi0n
CAT_201,0.712251109993037,CAT_201
RCTB_BCUT2D_MWLOW,0.711879089952701,RCTB_BCUT2D_MWLOW
RCTB_116,0.709850191719918,RCTB_116
CAT_VSA_EState8,0.709587222845825,CAT_VSA_EState8
ADD..B...CC..CC.CC..Na...O.O,0.707611461236658,ADD..B...CC..CC.CC..Na...O.O
RCTB_183,0.701101627417718,RCTB_183
CAT_SMR_VSA7,0.694677314752628,CAT_SMR_VSA7
PRO_MinEStateIndex,0.693529955082426,PRO_MinEStateIndex
RCTB_MinAbsPartialCharge,0.6882301603787,RCTB_MinAbsPartialCharge
PRO_172,0.681989341877109,PRO_172
RCTB_SlogP_VSA3,0.675213686715459,RCTB_SlogP_VSA3
RCTB_Kappa1,0.673615043194958,RCTB_Kappa1
CAT_fr_pyridine,0.669681299486773,CAT_fr_pyridine
RCTB_SlogP_VSA4,0.669513083823271,RCTB_SlogP_VSA4
PRO_25,0.666025071538333,PRO_25
RCTB_141,0.663746891531719,RCTB_141
RCTB_FpDensityMorgan1,0.65013054337491,RCTB_FpDensityMorgan1
RCTB_MaxPartialCharge,0.649072228273285,RCTB_MaxPartialCharge
RCTB_EState_VSA9,0.647702273850149,RCTB_EState_VSA9
RCTB_VSA_EState6,0.642859236398183,RCTB_VSA_EState6
PRO_HeavyAtomMolWt,0.641364050600305,PRO_HeavyAtomMolWt
PRO_MaxEStateIndex,0.638295757189025,PRO_MaxEStateIndex
PRO_200,0.635300929415179,PRO_200
RCTB_qed,0.620212773958169,RCTB_qed
CAT_NumAromaticRings,0.619655051111145,CAT_NumAromaticRings
CAT_FpDensityMorgan2,0.618374854470855,CAT_FpDensityMorgan2
CAT_NumHeteroatoms,0.617425457821744,CAT_NumHeteroatoms
RCTB_BCUT2D_CHGLO,0.600454236663273,RCTB_BCUT2D_CHGLO
CAT_VSA_EState6,0.597482190193513,CAT_VSA_EState6
CAT_PEOE_VSA7,0.591012337881077,CAT_PEOE_VSA7
RCTB_BCUT2D_MWHI,0.587142261385827,RCTB_BCUT2D_MWHI
RCTB_MaxEStateIndex,0.583610125616598,RCTB_MaxEStateIndex
PRO_ExactMolWt,0.58215920127813,PRO_ExactMolWt
RCTB_PEOE_VSA1,0.574570675371868,RCTB_PEOE_VSA1
RCTB_BCUT2D_MRLOW,0.564978503105194,RCTB_BCUT2D_MRLOW
PRO_PEOE_VSA1,0.561571137411652,PRO_PEOE_VSA1
CAT_EState_VSA9,0.560269582190989,CAT_EState_VSA9
PRO_VSA_EState7,0.546118180239878,PRO_VSA_EState7
CAT_Chi0,0.544910302144896,CAT_Chi0
RCTB_PEOE_VSA13,0.541960951112778,RCTB_PEOE_VSA13
PRO_Kappa1,0.541751947188275,PRO_Kappa1
RCTB_SMR_VSA6,0.541472914680639,RCTB_SMR_VSA6
RCTB_MolMR,0.53141089880254,RCTB_MolMR
CAT_VSA_EState4,0.530681440802313,CAT_VSA_EState4
RCTB_SMR_VSA7,0.529055759519599,RCTB_SMR_VSA7
CAT_NumValenceElectrons,0.527530403184188,CAT_NumValenceElectrons
PRO_SlogP_VSA4,0.526384706671678,PRO_SlogP_VSA4
CAT_96,0.521871317828134,CAT_96
RCTB_Chi3n,0.520774613157104,RCTB_Chi3n
PRO_75,0.517326417192175,PRO_75
PRO_VSA_EState2,0.509141828275513,PRO_VSA_EState2
CAT_SlogP_VSA2,0.508417759835217,CAT_SlogP_VSA2
PRO_SMR_VSA7,0.508240436603822,PRO_SMR_VSA7
CAT_LabuteASA,0.507024307180951,CAT_LabuteASA
CAT_Chi3n,0.506449524192985,CAT_Chi3n
PRO_Chi0,0.502436411898898,PRO_Chi0
RCTB_MaxAbsEStateIndex,0.502386832272096,RCTB_MaxAbsEStateIndex
RCTB_BCUT2D_MRHI,0.497757677794426,RCTB_BCUT2D_MRHI
RCTB_Chi0,0.497327347400867,RCTB_Chi0
RCTB_SMR_VSA10,0.495888826634937,RCTB_SMR_VSA10
CAT_VSA_EState5,0.492198125159795,CAT_VSA_EState5
RCTB_VSA_EState5,0.489464321076937,RCTB_VSA_EState5
PRO_MolWt,0.485964842863858,PRO_MolWt
RCTB_174,0.482220885483616,RCTB_174
CAT_182,0.479616235925455,CAT_182
RCTB_VSA_EState7,0.476621382980275,RCTB_VSA_EState7
RCTB_Chi4n,0.475754239042793,RCTB_Chi4n
PRO_SMR_VSA1,0.470097567985827,PRO_SMR_VSA1
RCTB_VSA_EState1,0.467089872495687,RCTB_VSA_EState1
CAT_VSA_EState2,0.465523262018481,CAT_VSA_EState2
CAT_SlogP_VSA3,0.460683967309179,CAT_SlogP_VSA3
PRO_Chi4v,0.456659406688763,PRO_Chi4v
PRO_Chi2v,0.449361082360636,PRO_Chi2v
RCTB_ExactMolWt,0.449343333302134,RCTB_ExactMolWt
RCTB_Chi1n,0.448858648442589,RCTB_Chi1n
CAT_59,0.448042483439602,CAT_59
RCTB_MinEStateIndex,0.443980017953162,RCTB_MinEStateIndex
PRO_14,0.443772568689373,PRO_14
PRO_Chi1n,0.443603815063013,PRO_Chi1n
RCTB_102,0.442565716718478,RCTB_102
PRO_MolMR,0.439131886655934,PRO_MolMR
RCTB_SMR_VSA1,0.438587083592271,RCTB_SMR_VSA1
PRO_Chi1,0.436497341412063,PRO_Chi1
RCTB_Chi4v,0.434473769916206,RCTB_Chi4v
CAT_VSA_EState9,0.4303186030632,CAT_VSA_EState9
RCTB_Chi1v,0.430310206947377,RCTB_Chi1v
RCTB_BertzCT,0.429291244383395,RCTB_BertzCT
CAT_Chi4n,0.426578315582934,CAT_Chi4n
PRO_VSA_EState3,0.425618011886372,PRO_VSA_EState3
RCTB_VSA_EState3,0.421353552454637,RCTB_VSA_EState3
PRO_Chi0v,0.420874945649635,PRO_Chi0v
CAT_212,0.419859057215452,CAT_212
PRO_SMR_VSA6,0.416323296923269,PRO_SMR_VSA6
RCTB_SMR_VSA9,0.415643270727657,RCTB_SMR_VSA9
CAT_114,0.414657588834301,CAT_114
RCTB_NumHAcceptors,0.410636263526039,RCTB_NumHAcceptors
PRO_BCUT2D_MRLOW,0.409299010697916,PRO_BCUT2D_MRLOW
PRO_BertzCT,0.408852910944737,PRO_BertzCT
RCTB_FractionCSP3,0.405585963051673,RCTB_FractionCSP3
PRO_101,0.401763916200498,PRO_101
CAT_PEOE_VSA6,0.401675666691172,CAT_PEOE_VSA6
RCTB_LabuteASA,0.399170112450235,RCTB_LabuteASA
RCTB_NOCount,0.398866207353168,RCTB_NOCount
RCTB_MolWt,0.398685608169404,RCTB_MolWt
CAT_NumRotatableBonds,0.398237111446553,CAT_NumRotatableBonds
RCTB_Chi0n,0.397562890947041,RCTB_Chi0n
PRO_Chi1v,0.396688063446813,PRO_Chi1v
CAT_PEOE_VSA2,0.393787129797699,CAT_PEOE_VSA2
PRO_SMR_VSA4,0.392902038872646,PRO_SMR_VSA4
RCTB_SlogP_VSA10,0.389264465204237,RCTB_SlogP_VSA10
PRO_Chi3n,0.382522241154661,PRO_Chi3n
RCTB_VSA_EState2,0.379423837544451,RCTB_VSA_EState2
RCTB_Chi2v,0.376351480253497,RCTB_Chi2v
RCTB_HeavyAtomCount,0.37460956948069,RCTB_HeavyAtomCount
RCTB_SMR_VSA5,0.368922988550765,RCTB_SMR_VSA5
CAT_Chi0n,0.368674814892497,CAT_Chi0n
PRO_EState_VSA1,0.365324835153736,PRO_EState_VSA1
PRO_fr_amide,0.36332413347838,PRO_fr_amide
CAT_Chi1,0.362800051769412,CAT_Chi1
CAT_138,0.361534652925195,CAT_138
PRO_202,0.359043278407701,PRO_202
PRO_LabuteASA,0.355866289430336,PRO_LabuteASA
RCTB_Chi2n,0.350200454601275,RCTB_Chi2n
PRO_BCUT2D_MWLOW,0.350129729464474,PRO_BCUT2D_MWLOW
RCTB_SlogP_VSA2,0.3479385250011,RCTB_SlogP_VSA2
RCTA_Kappa2,0.342577726494885,RCTA_Kappa2
RCTB_PEOE_VSA2,0.336957943460674,RCTB_PEOE_VSA2
CAT_fr_Ar_N,0.335016583208522,CAT_fr_Ar_N
RCTB_NumRotatableBonds,0.333529965893985,RCTB_NumRotatableBonds
PRO_Chi2n,0.327833960353236,PRO_Chi2n
RCTB_200,0.327067788360422,RCTB_200
PRO_Chi3v,0.32366849370325,PRO_Chi3v
RCTB_70,0.321093814303441,RCTB_70
CAT_Chi1n,0.320162716315922,CAT_Chi1n
RCTB_PEOE_VSA10,0.318279365854552,RCTB_PEOE_VSA10
PRO_157,0.310921256558299,PRO_157
RCTB_Chi3v,0.308811388425902,RCTB_Chi3v
PRO_93,0.308525692836816,PRO_93
CAT_PEOE_VSA3,0.308212020237193,CAT_PEOE_VSA3
RCTB_HeavyAtomMolWt,0.302382314160388,RCTB_HeavyAtomMolWt
PRO_NumValenceElectrons,0.300495115891168,PRO_NumValenceElectrons
RCTB_NumValenceElectrons,0.300439131627152,RCTB_NumValenceElectrons
PRO_Chi4n,0.298954195597024,PRO_Chi4n
PRO_NumHeteroatoms,0.297206738393579,PRO_NumHeteroatoms
CAT_SlogP_VSA4,0.29467566176183,CAT_SlogP_VSA4
CAT_MolLogP,0.292638397009538,CAT_MolLogP
RCTB_SlogP_VSA6,0.288789928795,RCTB_SlogP_VSA6
RCTB_EState_VSA6,0.286624026425821,RCTB_EState_VSA6
PRO_EState_VSA10,0.286479835774638,PRO_EState_VSA10
RCTB_16,0.286029204225708,RCTB_16
RCTB_Chi0v,0.279353427393118,RCTB_Chi0v
PRO_SlogP_VSA7,0.277107466693791,PRO_SlogP_VSA7
PRO_111,0.273870231056821,PRO_111
SOL.C1CCOC1,0.269722960018564,SOL.C1CCOC1
PRO_113,0.268850677178132,PRO_113
PRO_199,0.267873654246808,PRO_199
PRO_168,0.26773522105159,PRO_168
RCTB_fr_allylic_oxid,0.266301924659269,RCTB_fr_allylic_oxid
PRO_SlogP_VSA6,0.261543855739151,PRO_SlogP_VSA6
RCTB_fr_amide,0.259427528351455,RCTB_fr_amide
CAT_203,0.253858818320888,CAT_203
RCTB_fr_ether,0.25274741094612,RCTB_fr_ether
PRO_180,0.252455827114828,PRO_180
CAT_HeavyAtomCount,0.250037521196781,CAT_HeavyAtomCount
PRO_HeavyAtomCount,0.248232035335672,PRO_HeavyAtomCount
PRO_183,0.245935437528824,PRO_183
RCTB_Chi1,0.245904487911983,RCTB_Chi1
CAT_Chi2n,0.242454068465319,CAT_Chi2n
PRO_fr_allylic_oxid,0.239851141020941,PRO_fr_allylic_oxid
CAT_SMR_VSA9,0.237175923995025,CAT_SMR_VSA9
CAT_RingCount,0.236852083759655,CAT_RingCount
RCTB_199,0.236406085532857,RCTB_199
RCTB_216,0.235804953809259,RCTB_216
PRO_115,0.23430226942358,PRO_115
RCTB_EState_VSA7,0.233722776756403,RCTB_EState_VSA7
RCTB_SlogP_VSA8,0.232823662796625,RCTB_SlogP_VSA8
CAT_63,0.231639605988221,CAT_63
CAT_193,0.224898455601198,CAT_193
RCTA_Kappa3,0.224164660705547,RCTA_Kappa3
RCTB_fr_aniline,0.217914538234257,RCTB_fr_aniline
PRO_SlogP_VSA1,0.215449923672751,PRO_SlogP_VSA1
RCTB_244,0.214771394951069,RCTB_244
CAT_PEOE_VSA1,0.214241562011832,CAT_PEOE_VSA1
CAT_SlogP_VSA8,0.210520262314506,CAT_SlogP_VSA8
CAT_EState_VSA8,0.207563378040711,CAT_EState_VSA8
RCTB_28,0.206638781350592,RCTB_28
RCTA_BCUT2D_LOGPHI,0.205863209607282,RCTA_BCUT2D_LOGPHI
RCTB_SMR_VSA3,0.205636709492599,RCTB_SMR_VSA3
RCTB_227,0.205351165121609,RCTB_227
CAT_Kappa2,0.205236797574844,CAT_Kappa2
CAT_FpDensityMorgan1,0.204056246850611,CAT_FpDensityMorgan1
RCTB_PEOE_VSA5,0.201193405613027,RCTB_PEOE_VSA5
RCTB_245,0.195590924919057,RCTB_245
PRO_BCUT2D_LOGPLOW,0.194785240448422,PRO_BCUT2D_LOGPLOW
CAT_228,0.194235438690056,CAT_228
RCTB_113,0.190774732893838,RCTB_113
PRO_29,0.189274796833161,PRO_29
RCTA_BCUT2D_MWHI,0.187407581213306,RCTA_BCUT2D_MWHI
PRO_PEOE_VSA2,0.186068688659268,PRO_PEOE_VSA2
CAT_SlogP_VSA5,0.184440777509731,CAT_SlogP_VSA5
PRO_fr_ether,0.182221146768552,PRO_fr_ether
CAT_SMR_VSA3,0.18211706179328,CAT_SMR_VSA3
RCTB_198,0.181233429043086,RCTB_198
RCTA_MolLogP,0.179090190448618,RCTA_MolLogP
SOL.CC1.CC.CC.C1,0.178538791359051,SOL.CC1.CC.CC.C1
CAT_SlogP_VSA1,0.178361746820523,CAT_SlogP_VSA1
CAT_186,0.17742317226105,CAT_186
RCTA_MaxEStateIndex,0.176471740923626,RCTA_MaxEStateIndex
CAT_fr_NH0,0.175788495768512,CAT_fr_NH0
RCTB_NumHeteroatoms,0.174600640397213,RCTB_NumHeteroatoms
CAT_PEOE_VSA12,0.174522221689258,CAT_PEOE_VSA12
RCTA_FpDensityMorgan1,0.172648835959283,RCTA_FpDensityMorgan1
PRO_43,0.172174822972513,PRO_43
RCTB_176,0.170006262290061,RCTB_176
RCTB_97,0.16904386229778,RCTB_97
PRO_fr_C_O_noCOO,0.166733379676942,PRO_fr_C_O_noCOO
CAT_188,0.16417315794932,CAT_188
CAT_64,0.162045953230463,CAT_64
RCTB_54,0.159171866979352,RCTB_54
PRO_241,0.156789922910301,PRO_241
RCTB_241,0.154370660259963,RCTB_241
RCTA_FpDensityMorgan2,0.153707643139313,RCTA_FpDensityMorgan2
PRO_NumAromaticRings,0.153302841604338,PRO_NumAromaticRings
RCTB_fr_C_O_noCOO,0.151352211578281,RCTB_fr_C_O_noCOO
PRO_76,0.151255558880971,PRO_76
CAT_PEOE_VSA5,0.151148023748747,CAT_PEOE_VSA5
RCTB_139,0.150699221454617,RCTB_139
CAT_MinPartialCharge,0.149865704306307,CAT_MinPartialCharge
RCTA_MaxAbsEStateIndex,0.148734005518254,RCTA_MaxAbsEStateIndex
PRO_165,0.148446311490975,PRO_165
RCTA_BCUT2D_CHGHI,0.146400062572995,RCTA_BCUT2D_CHGHI
RCTB_25,0.145624921362535,RCTB_25
PRO_121,0.141759905377745,PRO_121
PRO_SMR_VSA9,0.140451138788744,PRO_SMR_VSA9
RCTB_Ipc,0.138576634482491,RCTB_Ipc
PRO_fr_C_O,0.137768319297155,PRO_fr_C_O
RCTA_MinAbsEStateIndex,0.136096814681772,RCTA_MinAbsEStateIndex
PRO_167,0.134571677391728,PRO_167
CAT_PEOE_VSA11,0.134380767059412,CAT_PEOE_VSA11
RCTA_VSA_EState9,0.134015556689196,RCTA_VSA_EState9
PRO_12,0.133781714093423,PRO_12
PRO_0,0.130490913381977,PRO_0
PRO_fr_aniline,0.129886220152091,PRO_fr_aniline
RCTB_134,0.127828531091449,RCTB_134
CAT_fr_benzene,0.12741108006093,CAT_fr_benzene
RCTB_162,0.127037626746381,RCTB_162
PRO_124,0.126450153367755,PRO_124
PRO_187,0.126031573455537,PRO_187
CAT_fr_C_O_noCOO,0.125345098160147,CAT_fr_C_O_noCOO
PRO_79,0.12531537194863,PRO_79
PRO_68,0.124765890728186,PRO_68
RCTB_143,0.124152366970582,RCTB_143
CAT_SMR_VSA4,0.123855002455024,CAT_SMR_VSA4
PRO_63,0.123542234917312,PRO_63
CAT_NOCount,0.121847939151224,CAT_NOCount
CAT_SMR_VSA6,0.120817499651288,CAT_SMR_VSA6
PRO_SMR_VSA3,0.118547027904469,PRO_SMR_VSA3
PRO_4,0.11556956222697,PRO_4
PRO_7,0.115245673935625,PRO_7
PRO_SlogP_VSA10,0.114975034844187,PRO_SlogP_VSA10
PRO_204,0.112380274914061,PRO_204
CAT_NumHAcceptors,0.11091087120373,CAT_NumHAcceptors
RCTB_96,0.110830822011051,RCTB_96
