,MeanDecreaseGini,Features
CAT_MinEStateIndex,5.47117645073355,CAT_MinEStateIndex
CAT_EState_VSA9,5.01246794882383,CAT_EState_VSA9
CAT_FractionCSP3,4.62179625519897,CAT_FractionCSP3
PRO_MaxPartialCharge,4.23743566281837,PRO_MaxPartialCharge
CAT_SMR_VSA5,3.7196783899725,CAT_SMR_VSA5
PRO_MinPartialCharge,2.97555515689087,PRO_MinPartialCharge
PRO_BCUT2D_CHGLO,2.83839584902307,PRO_BCUT2D_CHGLO
CAT_HallKierAlpha,2.81287314053012,CAT_HallKierAlpha
CAT_VSA_EState8,2.73436394945035,CAT_VSA_EState8
PRO_MaxAbsPartialCharge,2.59115199846275,PRO_MaxAbsPartialCharge
CAT_Chi3v,2.51053970175785,CAT_Chi3v
PRO_MinAbsPartialCharge,2.41791150526465,PRO_MinAbsPartialCharge
CAT_SMR_VSA1,2.39540735788796,CAT_SMR_VSA1
CAT_ExactMolWt,2.25836247598651,CAT_ExactMolWt
CAT_Chi4v,2.06339118141998,CAT_Chi4v
PRO_Kappa3,1.86582442232562,PRO_Kappa3
CAT_HeavyAtomMolWt,1.86289136352466,CAT_HeavyAtomMolWt
CAT_SlogP_VSA6,1.8600883342526,CAT_SlogP_VSA6
PRO_EState_VSA9,1.83234094018026,PRO_EState_VSA9
CAT_Chi0v,1.75962405282505,CAT_Chi0v
CAT_MolWt,1.74786880630749,CAT_MolWt
CAT_PEOE_VSA8,1.66389606700102,CAT_PEOE_VSA8
CAT_Chi1v,1.65543648640339,CAT_Chi1v
RCTB_HallKierAlpha,1.62304034876751,RCTB_HallKierAlpha
PRO_PEOE_VSA7,1.61835072192303,PRO_PEOE_VSA7
PRO_237,1.57477485369391,PRO_237
PRO_VSA_EState8,1.51124889253188,PRO_VSA_EState8
PRO_EState_VSA8,1.49551265706409,PRO_EState_VSA8
PRO_VSA_EState4,1.49492728277055,PRO_VSA_EState4
RCTB_PEOE_VSA7,1.45450504727421,RCTB_PEOE_VSA7
PRO_VSA_EState1,1.41507379898481,PRO_VSA_EState1
RCTB_MaxAbsPartialCharge,1.39930515307652,RCTB_MaxAbsPartialCharge
RCTB_MinPartialCharge,1.39383470062521,RCTB_MinPartialCharge
CAT_Chi2v,1.34521652341431,CAT_Chi2v
RCTB_BCUT2D_CHGHI,1.343783707136,RCTB_BCUT2D_CHGHI
PRO_VSA_EState6,1.33206708342119,PRO_VSA_EState6
PRO_BCUT2D_CHGHI,1.30282332097155,PRO_BCUT2D_CHGHI
CAT_BertzCT,1.30019270692263,CAT_BertzCT
