id,smilesRXN,c1,c2,c3,c4,r1,r2,r3,r4,s1,s2,s3,s4,y1
380,CC(=O)OC1=CC=C(C=C1)C(C)=C.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(OC(C)=O)C=C1,1877348-67-8,,,,7782-44-7,,,,109-99-9,,,,89
382,CC1(C)OBOC1(C)C.O=C(CCCCC#C)N1CCCC1>>CC1(C)OB(OC1(C)C)C(CCCCCC(=O)N1CCCC1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1632280-01-3,,,7782-44-7,,,,109-99-9,,,,89
383,COC1=CC=C(C=C1)C(C)=C.CC1(C)OBOC1(C)C>>COC1=CC=C(C=C1)[C@@H](C)CB1OC(C)(C)C(C)(C)O1,1632280-07-9,,,,17979-81-6,,,,109-99-9,,,,89
386,CC1(C)OBOC1(C)C.CC(C)(C)[Si](OCCC#C)(C1=CC=CC=C1)C1=CC=CC=C1>>CC(C)(C)[Si](OCCCC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1)(C1=CC=CC=C1)C1=CC=CC=C1,17979-81-6,1632280-01-3,,,7782-44-7,,,,109-99-9,,,,89
387,CC1(C)OBOC1(C)C.COC(=O)C(CC=C)(CC#CC1=CC=C(C)C=C1)C(=O)OC>>COC(=O)C1(CC(CB2OC(C)(C)C(C)(C)O2)\C(C1)=C\C1=CC=C(C)C=C1)C(=O)OC,14024-48-7,166330-10-5,,,,,,,109-99-9,,,,88
388,C=CC=CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C(CCCC1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,14024-48-7,23743-26-2,,,,,,,142-82-5,,,,88
389,CC1(C)OBOC1(C)C.CN(C(=O)C(C)=C)C1=C(C=C(C=C1)C(F)(F)F)C#CC1=CC=CC=C1>>CN1C(=O)[C@@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=CC=C2)C2=CC(=CC=C12)C(F)(F)F,14024-48-7,824395-67-7,,,,,,,108-88-3,,,,88
390,CC1(C)OBOC1(C)C.CN(CC(C)=C)C(=O)C#CC1=CC=CC=C1>>CN1C[C@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=CC=C2)C1=O,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,88
394,FC1=CC=C(Br)C=C1.CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C#CBr>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C#CC1=CC=C(F)C=C1,48165-45-3,,,,76-05-1,107-05-1,7440-66-6,7647-01-0,75-05-8,60-29-7,7732-18-5,,88
395,C=CC=CSC1=CC=CC=C1.CC1(C)OB(OC1(C)C)C#CC1=CC=CC=C1>>CC1(C)OB(OC1(C)C)C1=C(C=CC=C1)C1=CC=CC=C1,7440-66-6,10139-47-6,34775-49-0,,,,,,75-09-2,,,,88
397,COC1=CC(C=C)=CC(OC)=C1OC.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC(\C=C\B2OC(C)(C)C(C)(C)O2)=CC(OC)=C1OC,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,88
398,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CSC1=CC=C(C=C)C=C1>>CSC1=CC=C(CCB2OC(C)(C)C(C)(C)O2)C=C1,17979-81-6,1600527-14-7,,,1333-74-0,7782-44-7,,,109-99-9,,,,88
399,O=C1N(CCCC#C)C(=O)C2=CC=CC=C12.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(=CCCCN1C(=O)C2=CC=CC=C2C1=O)B1OC(C)(C)C(C)(C)O1,1234351-63-3,,,,7782-44-7,,,,108-88-3,,,,88
400,C=CC1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)C1=CC=CC=C1,2095304-37-1,,,,865-48-5,,,,109-99-9,,,,88
401,CC\C=C/C.CC1(C)OBOC1(C)C>>CCCCCB1OC(C)(C)C(C)(C)O1,2222868-47-3,,,,,,,,1076-43-3,,,,88
402,O1C=CC2=CC=CC=C12.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC2=CC=CC=C2O1,2026610-73-9,,,,865-34-9,7782-44-7,,,,,,,88
403,C(=C/C1=CC=CC=C1)\[SiH](C1=CC=CC=C1)C1=CC=CC=C1.[2H]B1OC(C)(C)C(C)(C)O1>>[2H]C(C(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1)[Si]([2H])(C1=CC=CC=C1)C1=CC=CC=C1,17979-81-6,2720603-07-4,,,141-78-6,,,,108-88-3,109-99-9,,,88
404,FC(F)(F)[S](=O)(=O)OC1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC=C1,917-54-4,1890222-59-9,,,865-33-8,,,,462-95-3,1634-04-4,,,88
406,COC1=CC=C(C=C1)C#C.CC1(C)OBOC1(C)C>>COC1=CC=C(CC(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)C=C1,17979-81-6,1632280-01-3,,,7782-44-7,,,,109-99-9,,,,88
408,CC1(C)OBOC1(C)C.CCCCC\C=C\C(=C)C1CCCCC1>>CCCCC\C=C\[C@@H](CB1OC(C)(C)C(C)(C)O1)C1CCCCC1,2149005-03-6,,,,7440-66-6,79060-88-1,,,60-29-7,,,,88
410,CC1(C)OBOC1(C)C.C=CCOC1(CCCCCCC1)C#CC1=CC=CC=C1>>CC1(C)OB(C[C@H]2COC3(CCCCCCC3)\C2=C/C2=CC=CC=C2)OC1(C)C,14024-48-7,866081-62-1,,,,,,,109-99-9,,,,87
411,CC1(C)OBOC1(C)C.COC(=O)C(CC=C)(CC#CC1=CC=CC=C1)C(=O)OC>>COC(=O)C1(CC(CB2OC(C)(C)C(C)(C)O2)\C(C1)=C\C1=CC=CC=C1)C(=O)OC,14024-48-7,166330-10-5,,,,,,,109-99-9,,,,87
412,[SiH3]C1=CC=CC=C1.CC1(C)OB(OC1(C)C)C1=CC=C(\C=C\C=C)C=C1>>CC([SiH2]C1=CC=CC=C1)\C=C\C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,14024-48-7,161265-03-8,,,2189683-12-1,,,,109-99-9,,,,87
413,CC1(C)OBOC1(C)C.CN(CC(=C)C1=CC=C(C=C1)C(F)(F)F)C(=O)C#CC1=CC=CC=C1>>CN1C[C@](CB2OC(C)(C)C(C)(C)O2)(\C(=C\C2=CC=CC=C2)C1=O)C1=CC=C(C=C1)C(F)(F)F,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,87
414,CC1(C)OBOC1(C)C.CN(CC(C)=C)C(=O)C#CC1=CC=C(C=C1)C#N>>CN1C[C@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=C(C=C2)C#N)C1=O,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,87
418,CC1(C)OBOC1(C)C.CCOC1=C(C=CC=C1)C(C)=C>>CCOC1=C(C=CC=C1)C(C)C(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,14024-48-7,161265-03-8,,,498-66-8,,,,109-99-9,,,,87
419,CC1(C)OBOC1(C)C.O=C1N(CCCC#C)C(=O)C2=CC=CC=C12>>CC1(C)OB(OC1(C)C)\C=C\CCCN1C(=O)C2=CC=CC=C2C1=O,6737-42-4,14024-48-7,,,,,,,75-05-8,,,,87
421,CC1(C)OBOC1(C)C.CN(CC=C)C(=O)C#CC1=CC=CC=C1>>CN1C[C@H](CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=CC=C2)C1=O,14024-48-7,301847-89-2,,,,,,,109-99-9,,,,87
427,CCCCCCCCBr.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CCCCCCCCB1OC(C)(C)C(C)(C)O1,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,87
428,CCCCCCCCCl.CC1(C)COB(OC1)B1OCC(C)(C)CO1>>CCCCCCCCB1OCC(C)(C)CO1,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,87
429,CC1(C)OBOC1(C)C.CC(C)C1=CCC2=CC=CC=C12>>[H][C@@]1(C[C@H](C(C)C)C2=CC=CC=C12)B1OC(C)(C)C(C)(C)O1,1641581-58-9,,,,7782-44-7,,,,108-88-3,,,,87
430,CCN(CC)CCC=C.CC1(C)OBOC1(C)C>>CCN(CC)CCCB1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-17-0,,,,,,,109-99-9,,,,87
431,CCN(CC)CC=C.CC1(C)OBOC1(C)C>>CCN(CC)CCCB1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-17-0,,,7782-44-7,,,,108-88-3,109-99-9,,,87
432,CCN(CC)CC=C.CC1(C)OBOC1(C)C>>CCN(CC)CCCB1OC(C)(C)C(C)(C)O1,1600527-17-0,,,,17979-81-6,7782-44-7,,,109-99-9,,,,87
433,C[Si](C)(C)CCC=C.CC1(C)OBOC1(C)C>>CC1(C)OB(CCC[Si](C)(C)C)OC1(C)C,17979-81-6,1600527-17-0,,,,,,,109-99-9,,,,87
434,CC1(C)OBOC1(C)C.CN(C)C(=O)CCCC=C>>CN(C)C(=O)CCCCB1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-17-0,,,,,,,109-99-9,,,,87
435,CCOC(=O)C(=[N+]=[N-])C(=O)OCC.CC1=CC=C(B2OC(C)(C)C(C)(C)O2)C2=C1N=CC=C2>>CCOC(=O)C(CC1=CC=C(B2OC(C)(C)C(C)(C)O2)C2=C1N=CC=C2)C(=O)OCC,26042-64-8,35886-64-7,,,638-38-0,,,,75-09-2,,,,87
436,ClC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(CC1=CC=C(Cl)C=C1)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-14-7,,,7782-44-7,,,,109-66-0,109-99-9,,,87
437,CC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1=CC=C(C=C(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)C=C1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,87
438,OCC1=CC=CC=C1.CC1(C)OB(OC1(C)C)C1=CC=C(I)C=C1>>CC1(C)OB(OC1(C)C)C1=CC=C(CC2=CC=CC=C2)C=C1,72914-19-3,3317-67-7,13462-88-9,,7087-68-5,7440-66-6,7143-01-3,,127-19-5,,,,87
439,C[Si](C)(C)C1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)[Si](C)(C)C,2095304-37-1,,,,865-48-5,,,,109-99-9,,,,87
441,CC(C)(C)C1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)C(C)(C)C,2095304-37-1,,,,865-48-5,,,,109-99-9,,,,87
442,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(CC2=CC=C(C=C2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,25015-63-8,1847470-87-4,,,7782-44-7,121-44-8,7631-86-9,,5614-37-9,,,,87
443,BrCBr.CC(=C)\C=C\B1OC(C)(C)C(C)(C)O1>>CC1(CC1)\C=C\B1OC(C)(C)C(C)(C)O1,875712-84-8,,,,7440-66-6,,,,109-99-9,,,,87
444,CC1(C)OB(OC1(C)C)C=C.CCCCC#CN(C)[S](C)(=O)=O>>CCCCC1=C(CC1B1OC(C)(C)C(C)(C)O1)N(C)[S](C)(=O)=O,79060-88-1,2378121-38-9,,,7440-66-6,60-29-7,,,108-88-3,,,,87
445,CC1(C)OBOC1(C)C.ClC1=CC=C(C=C1)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>CC(B1OC(C)(C)C(C)(C)O1)([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,207129-97-3,17979-81-6,,,7782-44-7,,,,109-99-9,,,,87
448,CC1(C)OBOC1(C)C.CC(C)[Si](OC1=CC=C(C=C1)C(C)=C)(C(C)C)C(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(O[Si](C(C)C)(C(C)C)C(C)C)C=C1,1632280-07-9,,,,17979-81-6,,,,109-99-9,,,,87
449,CN(C)C1=CC=C(C=C1)C#C.CC1(C)OBOC1(C)C>>CN(C)C1=CC=C(CC(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)C=C1,17979-81-6,1632280-01-3,,,7782-44-7,,,,109-99-9,,,,87
450,CC1(C)OBOC1(C)C.C(OCC1=CC=CC=C1)C#CC1=CC=C2NC=CC2=C1>>CC1(C)OB(OC1(C)C)[C@H](CCOCC1=CC=CC=C1)C1=CC=C2NC=CC2=C1,2140175-28-4,,,,1333-74-0,17979-81-6,,,60-29-7,109-99-9,,,87
451,CC(=C)C1=CC=CC(=C1)C(F)(F)F.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC(=CC=C1)C(F)(F)F,1632280-07-9,,,,17979-81-6,,,,109-99-9,,,,87
452,C#CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C(CC1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1632280-01-3,,,7782-44-7,,,,109-99-9,,,,87
453,CC1=CC=CC(=C1)C#C.CC1(C)OBOC1(C)C>>CC1=CC=CC(CC(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)=C1,17979-81-6,1632280-01-3,,,7782-44-7,,,,109-99-9,,,,87
454,C#CC1CCCCC1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C(CC1CCCCC1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1632280-01-3,,,7782-44-7,,,,109-99-9,,,,87
455,CCCC=CC.CC1(C)OBOC1(C)C>>CCCCCCB1OC(C)(C)C(C)(C)O1,865-48-5,2564747-02-8,,,,,,,109-99-9,,,,87
457,CC1(C)OBOC1(C)C.CN(C(=O)C(C)=C)C1=C(C=CC=C1)C#CC1=CC=CC=C1>>CN1C(=O)[C@@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=CC=C2)C2=CC=CC=C12,14024-48-7,824395-67-7,,,,,,,108-88-3,,,,86
458,CC1(C)OBOC1(C)C.CC(=C)CN(C(=O)C#CC1=CC=CC=C1)C(C)(C)C>>CC(C)(C)N1C[C@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=CC=C2)C1=O,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,86
459,CC1(C)OBOC1(C)C.C=CCOC1(CCCCCC1)C#CC1=CC=CC=C1>>CC1(C)OB(CC2COC3(CCCCCC3)\C2=C/C2=CC=CC=C2)OC1(C)C,14024-48-7,27721-02-4,,,,,,,109-99-9,,,,86
460,CC1(C)OBOC1(C)C.CN(CC(C)=C)C(=O)C#CC1=CC(C)=CC=C1>>CN1C[C@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC(C)=CC=C2)C1=O,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,86
461,CC1(C)OBOC1(C)C.CC1=C(C=CC=C1)C#CCOCC=C>>CC1=C(\C=C2/COCC2CB2OC(C)(C)C(C)(C)O2)C=CC=C1,14024-48-7,27721-02-4,,,,,,,109-99-9,,,,86
465,CC1(C)OBOC1(C)C.C=CCN(CC#C)CC#C>>CC1(C)OB(OC1(C)C)\C=C1\CN(CC=C)CC1=C,48165-46-4,429-41-4,,,,,,,109-99-9,,,,86
466,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.Br[C@H]1C[C@@H]2CC[C@H]1C2>>CC1(C)OB(OC1(C)C)[C@H]1C[C@@H]2CC[C@H]1C2,26305-75-9,181422-81-1,,,141-52-6,7782-44-7,,,1634-04-4,,,,86
467,[2H]C#CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>[2H]\C(=C/C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,865-47-4,736928-75-9,,,75-09-2,,,,109-99-9,,,,86
468,C=CCCC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCCC2=CC=CC=C2)OC1(C)C,17979-81-6,1600527-17-0,,,,,,,109-99-9,,,,86
469,CC1=CC=CC(C=C)=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1=CC=CC(\C=C\B2OC(C)(C)C(C)(C)O2)=C1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,86
470,COC1=CC(C=C)=CC(OC)=C1OC.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC(C=C(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)=CC(OC)=C1OC,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,86
471,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC(C)(C)C1=CC=C(C=C)C=C1>>CC(C)(C)C1=CC=C(CCB2OC(C)(C)C(C)(C)O2)C=C1,17979-81-6,1600527-14-7,,,1333-74-0,7782-44-7,,,109-99-9,,,,86
472,FC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(=CC1=CC=C(F)C=C1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,86
473,CC1(C)OBOC1(C)C.ClC1=CC=CC(=C1)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>CC(B1OC(C)(C)C(C)(C)O1)([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=CC(Cl)=CC=C1,207129-97-3,17979-81-6,,,7782-44-7,,,,109-99-9,,,,86
474,CC1(C)OB(OC1(C)C)C=C.CC(=O)C1=CC=C(C=C1)C#CC(C)(C)C>>CC(=O)C1=CC=C(C=C1)C1=C(CC1B1OC(C)(C)C(C)(C)O1)C(C)(C)C,79060-88-1,2378121-38-9,,,7440-66-6,60-29-7,,,108-88-3,,,,86
475,CCCC#CCCC.CC1(C)OB(OC1(C)C)C=C>>[H][C@@]1(CC(CCC)=C1CCC)B1OC(C)(C)C(C)(C)O1,79060-88-1,2378121-39-0,,,7440-66-6,60-29-7,,,108-88-3,,,,86
476,CC1(C)OB(OC1(C)C)C=C.CC(=O)C1=CC=C(C=C1)C#CC(C)(C)C>>[H][C@@]1(CC(=C1C1=CC=C(C=C1)C(C)=O)C(C)(C)C)B1OC(C)(C)C(C)(C)O1,79060-88-1,2378121-39-0,,,7440-66-6,60-29-7,,,108-88-3,,,,86
477,CC1(C)OBOC1(C)C.C[Si](C)(C=C=C)C1=CC=CC=C1>>CC1(C)OB(C\C=C/[Si](C)(C)C2=CC=CC=C2)OC1(C)C,17979-81-6,1914931-89-7,,,,,,,108-88-3,109-99-9,,,86
478,C=CCCC1CO1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCCCC2CO2)OC1(C)C,1863906-70-0,,,,,,,,1076-43-3,,,,86
479,CC(=C)C1=C(C)C=CC(C)=C1.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=C(C)C=CC(C)=C1,67276-04-4,1973459-26-5,,,,,,,109-99-9,,,,86
480,CC1(C)OBOC1(C)C.CC1=C(C)C=C(C=C1)C#CCOCC1=CC=CC=C1>>CC1=C(C)C=C(C=C1)[C@@H](CCOCC1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,2140175-28-4,,,,1333-74-0,17979-81-6,,,60-29-7,109-99-9,,,86
481,CCC#CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CCC[C@@H](B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,2140175-28-4,,,,1333-74-0,1907-33-1,,,60-29-7,109-99-9,,,86
483,CC1(C)OBOC1(C)C.C[Si](C)(C)C#CC1=CC=C(C=C1)C(F)(F)F>>CC1(C)OB(OC1(C)C)C(=C\C1=CC=C(C=C1)C(F)(F)F)\[Si](C)(C)C,30233-16-0,,,,,,,,108-88-3,,,,85
484,CC1(C)OBOC1(C)C.CN(C(=O)C(C)=C)C1=C(C=CC=C1)C#CC1=CC(C)=CC=C1>>CN1C(=O)[C@@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC(C)=CC=C2)C2=CC=CC=C12,14024-48-7,824395-67-7,,,,,,,108-88-3,,,,85
485,CC1(C)OBOC1(C)C.C=CCOC1(CCC2(CC1)OCCO2)C#CC1=CC=CC=C1>>CC1(C)OB(CC2COC3(CCC4(CC3)OCCO4)\C2=C/C2=CC=CC=C2)OC1(C)C,14024-48-7,166330-10-5,,,,,,,109-99-9,,,,85
486,CC1(C)OBOC1(C)C.CC(C)N(CC(C)=C)C(=O)C#CC1=CC=CC=C1>>CC(C)N1C[C@](C)(CB2OC(C)(C)C(C)(C)O2)\C(=C\C2=CC=CC=C2)C1=O,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,85
487,CC1(C)OBOC1(C)C.COC1=C(C=CC=C1)C(=C)CN(C)C(=O)C#CC1=CC=CC=C1>>COC1=C(C=CC=C1)[C@]1(CB2OC(C)(C)C(C)(C)O2)CN(C)C(=O)\C1=C/C1=CC=CC=C1,14024-48-7,795290-34-5,,,,,,,75-05-8,,,,85
488,COC1=CC=C(C=CC=C)C=C1.CC1(C)OBOC1(C)C>>COC1=CC=C(CCCC(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)C=C1,14024-48-7,23743-26-2,,,,,,,142-82-5,,,,85
490,CC1(C)OBOC1(C)C.OCC(CO)(CC#C)CC#C>>CC1(C)OB(OC1(C)C)\C=C1\CC(CO)(CO)CC1=C,48165-46-4,429-41-4,,,,,,,109-99-9,,,,85
491,CC(=C)C=C.CC1(C)OB(OC1(C)C)C#CC1=CC=CC=C1>>CC1=CCC(=C(C1)B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,7440-66-6,10139-47-6,34775-49-0,,,,,,75-09-2,,,,85
492,CC(=C)C=C.CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C>>CC1=CCC(=C(C1)B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C,7440-66-6,10139-47-6,34775-49-0,,,,,,75-09-2,,,,85
493,CC1(C)OBOC1(C)C.ClC1=CC=C(C=C1)C1=CCC2=CC=CC=C12>>[H][C@@]1(C[C@@]([H])(C2=CC=CC=C12)C1=CC=C(Cl)C=C1)B1OC(C)(C)C(C)(C)O1,1641581-58-9,,,,7782-44-7,,,,108-88-3,,,,85
494,CC1(C)OBOC1(C)C.C=CCOCC#CC1=CC=CS1>>CC1COC\C1=C(\B1OC(C)(C)C(C)(C)O1)C1=CC=CS1,2051581-30-5,,,,17979-81-6,60-29-7,,,108-88-3,109-99-9,,,85
495,CC1=CC(C=C)=C(C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1=CC(C=C(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)=C(C)C=C1,17979-81-6,1600527-14-7,,,13400-13-0,7782-44-7,,,68-12-2,109-99-9,,,85
496,CC#C.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC=C(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,1234351-63-3,,,,,,,,109-99-9,,,,85
497,CC(C)CCC#C.CC1(C)OBOC1(C)C>>CC(C)CC\C=C\B1OC(C)(C)C(C)(C)O1,2097731-28-5,,,,,,,,,,,,85
498,CN(C)C1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)N(C)C,2095304-37-1,,,,865-48-5,,,,109-99-9,,,,85
501,CC1(C)OBOC1(C)C.FC1=CC=C(C=C1)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>CC(B1OC(C)(C)C(C)(C)O1)([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(F)C=C1,207129-97-3,17979-81-6,,,7782-44-7,,,,109-99-9,,,,85
502,O1C=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(O1)B1OC(C)(C)C(C)(C)O1,17979-81-6,2094503-97-4,,,,,,,109-99-9,,,,85
503,C[S](=O)(=O)OC1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC=C1,917-54-4,1890222-59-9,,,865-33-8,,,,462-95-3,1634-04-4,,,85
504,CC1(C)OBOC1(C)C.COC1=C(Br)C=C(C=C1)C(C)=C>>COC1=C(Br)C=C(C=C1)[C@@H](C)CB1OC(C)(C)C(C)(C)O1,1632280-07-9,,,,17979-81-6,,,,108-88-3,109-99-9,,,85
505,CC1(C)OBOC1(C)C.CC1=CC=CC(=C1)C#CCOCC1=CC=CC=C1>>CC1=CC=CC(=C1)[C@@H](CCOCC1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,2140175-28-4,,,,1333-74-0,17979-81-6,,,60-29-7,109-99-9,,,85
506,CC1(C)OBOC1(C)C.C(OCC1=CC=CC=C1)C#CC1=CC=C2C(NC3=CC=CC=C23)=C1>>CC1(C)OB(OC1(C)C)[C@H](CCOCC1=CC=CC=C1)C1=CC=C2C(NC3=CC=CC=C23)=C1,2140175-28-4,,,,1333-74-0,17979-81-6,,,60-29-7,109-99-9,,,85
510,CC1(C)OBOC1(C)C.C#CCCCCOCC1=CC=CC=C1>>CC1(C)OB(OC1(C)C)C(CCCCCOCC1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,17979-81-6,1632280-01-3,,,7782-44-7,,,,109-99-9,,,,85
511,CC1(C)OBOC1(C)C.C(C#CC1=CC=CC=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1>>CC1(C)OB(OC1(C)C)[C@H](CCN(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,2140175-28-4,,,,1333-74-0,17979-81-6,,,60-29-7,109-99-9,,,85
513,CC(=C)C1=CC=CC=C1.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,1632280-01-3,,,,17979-81-6,7782-44-7,,,109-99-9,,,,85
514,CC(=C)C1=CC=CC=C1.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,1632280-08-0,,,,17979-81-6,,,,109-99-9,,,,84
515,CC(=C)C1=CC=CC=C1.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,1632280-07-9,,,,17979-81-6,7782-44-7,,,109-99-9,,,,82
