"id","smilesRXN","c1","c2","c3","c4","c5","r1","r2","r3","r4","r5","r6","r7","s1","s2","s3","s4","s5","y1"
1,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.COC1=CC(OC)=C(CNC2=NN=C(C)C3=C2C=CC(=C3)C2=CC(Cl)=C(C=C2)C(F)(F)F)C=C1>>COC1=CC(OC)=C(CNC2=NN=C(C)C3=C2C=CC(=C3)C2=CC(B3OC(C)(C)C(C)(C)O3)=C(C=C2)C(F)(F)F)C=C1","CP(C)C.CP(C)C.Cl[Ni]Cl",NA,NA,NA,NA,"[F-].[Cs+]","C[Si](C)(C)OCC(F)(F)F",NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,100
2,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.COC1=CC(OC)=C(CNC2=NN=C(C)C3=C2C=CC(=C3)C2=CN=C(C(Cl)=C2)C(F)(F)F)C=C1>>COC1=CC(OC)=C(CNC2=NN=C(C)C3=C2C=CC(=C3)C2=CC(B3OC(C)(C)C(C)(C)O3)=C(N=C2)C(F)(F)F)C=C1","CP(C)C.CP(C)C.Cl[Ni]Cl",NA,NA,NA,NA,"[F-].[Cs+]","C[Si](C)(C)OCC(F)(F)F",NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,100
3,"C1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC=C1","CC(C)(C)[O-].[Na+]","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)N2C=C[N+](=C2)C3CCCCC3.[Cl-]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1=CC=CC=C1",NA,NA,NA,NA,100
4,"C=C.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(CCB2OC(C)(C)C(C)(C)O2)OC1(C)C","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CC1(C2C=CC=C(C2OC3=C1C=CC=C3P(C4CCCCC4)C5CCCCC5)P(C6CCCCC6)C7CCCCC7)C",NA,NA,NA,"CCN(CC)CC","C1C(C(OC1N2C=NC3=C2N=C(N=C3SCC4=CC=CC=C4)N)CO)O",NA,NA,NA,NA,NA,"CC1=CC=CC=C1","C1CCOC1",NA,NA,NA,100
5,"BrC1=CC=CS1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CS1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,100
6,"BrC1=CC=CS1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CS1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[Zn]","[NH4+].[Cl-]",NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,95
7,"BrC1=CC=C(Br)S1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=C(S1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,100
8,"FC1=C(I)C=CC=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=C(F)C=CC=C1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,100
9,"FC1=C(I)C=CC=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=C(F)C=CC=C1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[Zn]","[NH4+].[Cl-]",NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,91
10,"COC1=C(I)C=CC=C1.CC1(C)COBOC1>>COC1=C(C=CC=C1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,100
11,"COC1=C(I)C=CC=C1.CC1(C)COBOC1>>COC1=C(C=CC=C1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[Zn]","[NH4+].[Cl-]",NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,96
12,"COC(=O)C1=C(I)C=CC=C1.CC1(C)COBOC1>>COC(=O)C1=C(C=CC=C1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,100
13,"COC(=O)C1=C(I)C=CC=C1.CC1(C)COBOC1>>COC(=O)C1=C(C=CC=C1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[Zn]","[NH4+].[Cl-]",NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,90
14,"COC1=CC=C(I)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[Zn]","[NH4+].[Cl-]",NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,100
15,"COC1=CC=C(I)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[NH4+].[Cl-]",NA,NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,98
16,"CC1=C(Cl)C=CC=C1.CC1(C)COBOC1>>CC1=C(C=CC=C1)B1OCC(C)(C)CO1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,100
17,"ClC1=CC=CS1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CS1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,100
18,"ClC1=CC=CS1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CS1","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC","[Zn]","[NH4+].[Cl-]",NA,NA,NA,NA,"CC1=CC=CC=C1","O",NA,NA,NA,92
20,"COC(=O)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","CP(C)C.CP(C)C.Cl[Ni]Cl",NA,NA,NA,NA,"[F-].[Cs+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
21,"COC(=O)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","CP(C)C.CP(C)C.Cl[Ni]Cl",NA,NA,NA,NA,"[F-].[Cs+]","C[Si](C)(C)OCC(F)(F)F",NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,99
26,"CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1.[H+].CC(C)NC(C)C.C1CC[CH-](CC1)[Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1CCCCC1","COCCOC.Cl[Ni]Cl","CC(C)(C)C1=CC(=NC=C1)C2=NC=CC(=C2)C(C)(C)C","C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Ru+2]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1CCOC1","CN(C)C=O",NA,NA,NA,99
28,"CC(=C)C(C)=C.CC1(C)OB(OC1(C)C)C1=CC=C(C=C(Cl)Cl)C=C1>>CC1=C(C)CC(C1)=CC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","COCCOC.[Ni](Br)Br","N=1C=2N=C(C=CC2C=CC1C(=NC=3C(=CC=CC3C4CCCC4)C5CCCC5)C)C(=NC=6C(=CC=CC6C7CCCC7)C8CCCC8)C",NA,NA,NA,"[Zn]",NA,NA,NA,NA,NA,NA,"CN1CCCC1=O",NA,NA,NA,NA,99
29,"CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1.CCOC(=O)C1=C(C)NC(C)=C(C1C(=O)N[C@@H](C)C(=O)OC)C(=O)OCC>>COC(=O)[C@H](C)NC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","COC1=CC(=NC=C1)C2=NC=CC(=C2)OC","COCCOC.Cl[Ni]Cl","N#CC=1C(=C(C#N)C(=C(C#N)C1N2C=3C=CC=CC3C=4C=CC=CC42)N5C=6C=CC=CC6C=7C=CC=CC75)N8C=9C=CC=CC9C=%10C=CC=CC%108",NA,NA,"C(=O)([O-])[O-].[Na+].[Na+]",NA,NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,99
33,"CC1(C)OB(CBr)OC1(C)C.CC1=CC(Br)=CC(O[S](=O)(=O)C(F)(F)F)=C1[Si](C)(C)C>>CC1=CC(CB2OC(C)(C)C(C)(C)O2)=CC(O[S](=O)(=O)C(F)(F)F)=C1[Si](C)(C)C","CC(C)(C)C1=CC(=NC=C1)C2=NC=CC(=C2)C(C)(C)C","COCCOCCOC.[Ni](Br)Br",NA,NA,NA,"[Zn]",NA,NA,NA,NA,NA,NA,"C1CCOC1","CN1CCCN(C1=O)C",NA,NA,NA,99
34,"CC1(C)OB(CBr)OC1(C)C.CC1=CC(Br)=CC(O[S](=O)(=O)C(F)(F)F)=C1[Si](C)(C)C>>CC1=CC(CB2OC(C)(C)C(C)(C)O2)=CC(O[S](=O)(=O)C(F)(F)F)=C1[Si](C)(C)C","CC(C)(C)C1=CC(=NC=C1)C2=NC=CC(=C2)C(C)(C)C","COCCOCCOC.[Ni](Br)Br",NA,NA,NA,"[Zn]",NA,NA,NA,NA,NA,NA,"C1CCOC1","CN1CCCN(C1=O)C",NA,NA,NA,99
35,"C1CC=CC=C1.CC1(C)OB(OC1(C)C)[Si](C)(C)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)[C@H]1CC[C@H](C=C1)[Si](C)(C)C1=CC=CC=C1","CC(=CC(=O)C)O.CC(=CC(=O)C)O.[Ni]","C1CCC(CC1)P(C2=CC=CC=C2)C3=CC=CC=C3",NA,NA,NA,"CC(C)C[Al]CC(C)C",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
37,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.C[C@@H](OC(=O)C(C)(C)C)\C=C\C1=CC=CC=C1>>C[C@H](\C=C\C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CC1(C2=C(C(=CC(=C2)C(C)(C)C)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=C(C=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C(C)(C)C)C",NA,NA,NA,"[O-]P(=O)([O-])[O-].[K+].[K+].[K+]",NA,NA,NA,NA,NA,NA,"C1=CC=CC=C1",NA,NA,NA,NA,99
38,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.C[C@@H](OC(=O)C(C)(C)C)\C=C\C1=CC=CC=C1>>C[C@H](\C=C\C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","CC1(C2=C(C(=CC(=C2)C(C)(C)C)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=C(C=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C(C)(C)C)C",NA,NA,NA,"[O-]P(=O)([O-])[O-].[K+].[K+].[K+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
39,"CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.CCC#CCN(CC=C)[S](=O)(=O)C1=CC=C(C)C=C1>>[H][C@@]12CN(CC1=C(CC)[C@H](C(=C2)B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C)[S](=O)(=O)C1=CC=C(C)C=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
40,"CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.CCCCC#CC1=CC=C(OC)C=C1>>CCCC\C(B1OC(C)(C)C(C)(C)O1)=C(\C#C[Si](C)(C)C)C1=CC=C(OC)C=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
41,"CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.CC1=CC=C(C=C1)C#CCCCC=C>>[H][C@@]12CCCC1=C([C@H](C(=C2)B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C)C1=CC=C(C)C=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
42,"CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.FC1=CC=C(C=C1)C#CCCCC=C>>[H][C@@]12CCCC1=C([C@H](C(=C2)B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C)C1=CC=C(F)C=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
43,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.C=CC1=CC=C(C=C1)C1OCCO1>>CC1(C)OB(CCC2=CC=C(C=C2)C2OCCO2)OC1(C)C","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3",NA,NA,NA,"O",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
45,"FC1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1=CC=CC=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3","[Cu+].[I-]",NA,NA,"[F-].[Cs+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
46,"FC1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1=CC=CC=C1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)P(C2CCCCC2)C3CCCCC3","[Cu+].[I-]",NA,NA,"[F-].[Cs+]","[NH4+].[Cl-]",NA,NA,NA,NA,NA,"CC1=CC=CC=C1","CCOCC","O",NA,NA,99
47,"CCCC[Sn](CCCC)(CCCC)C#CC1=CC=CC=C1.CC(C)N(B(Cl)OCCC#CC1=CC=CC=C1)C(C)C>>CC(C)N(B1OCC\C1=C(/C#CC1=CC=CC=C1)C1=CC=CC=C1)C(C)C","C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
48,"CCCC[Sn](CCCC)(CCCC)C#CC1=CC=CC=C1.CC(C)N(B(Cl)OC(CC#CC1=CC=CC=C1)C1=CC=CC=C1)C(C)C>>CC(C)N(B1OCC\C1=C(/C#CC1=CC=CC=C1)C1=CC=CC=C1)C(C)C","C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]",NA,NA,NA,"C1=CC=C(C=C1)COCC2=CC=CC=C2",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
49,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.[O-][S](=O)(=O)C(F)(F)F.COC1=CC=C(C=C1)[N+](C)(C)C>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","C1CC=CCCC=C1.C1CC=CCCC=C1.[Ni]","C1CCC(CC1)N2C=C[N+](=C2)C3CCCCC3.[Cl-]",NA,NA,NA,"CC(C)(C)[O-].[K+]",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1","CCOCCO",NA,NA,NA,99
50,"CC1=CC=C([Mg]Br)C=C1.CC(C)(C)C1=CC(=C(B2C3=CC=C(Cl)C=C3C=CC3=CC(Cl)=CC=C23)C(=C1)C(C)(C)C)C(C)(C)C>>CC1=CC=C(C=C1)C1=CC=C2B(C3=CC=C(C=C3C=CC2=C1)C1=CC=C(C)C=C1)C1=C(C=C(C=C1C(C)(C)C)C(C)(C)C)C(C)(C)C","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,99
51,"B1OC2=CC=CC=C2O1.CCSC#CC>>CCS\C=C(/C)B1OC2=CC=CC=C2O1","C1=CC=C(C=C1)P(CCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1=CC=CC=C1",NA,NA,NA,NA,99
52,"CC1CC(C)(C)OBO1.IC1=CC=CC(=C1)C#N>>CC1CC(C)(C)OB(O1)C1=CC(=CC=C1)C#N","C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.C1=CC=C(C=C1)P(C2=CC=CC=C2)[C]3[CH][CH][CH][CH]3.[Fe]","C1=CC=C(C=C1)P(CCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4.Cl[Ni]Cl",NA,NA,NA,"CCN(CC)CC",NA,NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
53,"C=CC1=CC=C(OCC2=CC=CC=C2)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(OCC2=CC=CC=C2)C=C1","[Cl-][Ni+2]12O=C([CH-]C(=[N]2CC[P]1(C=3C=CC=CC3)C=4C=CC=CC4)C)C",NA,NA,NA,NA,"CO","CC(=O)[O-].[K+]",NA,NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,NA,99
54,"FC(F)(F)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C(F)(F)F","C1=CN([C-2](N1C2CCCCC2)=[Ni+4]3(=[C-2]4N(C=CN4C5CCCCC5)C6CCCCC6)[CH]=7CC[CH]8=[CH](CC[CH]73)[Ni+4]8(=[C-2]9N(C=CN9C%10CCCCC%10)C%11CCCCC%11)=[C-2]%12N(C=CN%12C%13CCCCC%13)C%14CCCCC%14)C%15CCCCC%15",NA,NA,NA,NA,"CC(=O)[O-].[Na+]",NA,NA,NA,NA,NA,NA,"CC1CCCCC1",NA,NA,NA,NA,99
55,"FC(F)(F)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C(F)(F)F","C1=CN([C-2](N1C2CCCCC2)=[Ni+4]3(=[C-2]4N(C=CN4C5CCCCC5)C6CCCCC6)[CH2]=[CH2]3)C7CCCCC7",NA,NA,NA,NA,"CC(=O)[O-].[Na+]",NA,NA,NA,NA,NA,NA,"CC1CCCCC1",NA,NA,NA,NA,99
56,"FC(F)(F)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C(F)(F)F","C1=CN([C-2](N1C2CCCCC2)=[Ni+4]3(=[C-2]4N(C=CN4C5CCCCC5)C6CCCCC6)[CH]=7CCCCCC[CH]73)C8CCCCC8",NA,NA,NA,NA,"CC(=O)[O-].[Na+]",NA,NA,NA,NA,NA,NA,"CC1CCCCC1",NA,NA,NA,NA,99
58,"CC1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1","O=C([O-][Ni+2]1([O-]C(=O)C(C)(C)C)[N](=C(C(=[N]1C2CCCCC2)C)C)C3CCCCC3)C(C)(C)C",NA,NA,NA,NA,"C[Al]=O",NA,NA,NA,NA,NA,NA,"COC1CCCC1",NA,NA,NA,NA,99
59,"CC1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1","O=C([O-][Ni+2]1([O-]C(=O)C(C)(C)C)[N](=C(C(=[N]1C2CC3CC(C2C)C3(C)C)C)C)C4CC5CC(C4C)C5(C)C)C(C)(C)C",NA,NA,NA,NA,"C[Al]=O",NA,NA,NA,NA,NA,NA,"COC1CCCC1",NA,NA,NA,NA,99
60,"COC1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","C1=CN([C-2](N1C2CCCCC2)=[Ni+4]3(=[C-2]4N(C=CN4C5CCCCC5)C6CCCCC6)[CH]=7CC[CH]8=[CH](CC[CH]73)[Ni+4]8(=[C-2]9N(C=CN9C%10CCCCC%10)C%11CCCCC%11)=[C-2]%12N(C=CN%12C%13CCCCC%13)C%14CCCCC%14)C%15CCCCC%15",NA,NA,NA,NA,"CC(=O)[O-].[Na+]",NA,NA,NA,NA,NA,NA,"CC1CCCCC1",NA,NA,NA,NA,99
61,"COC1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","CP(C)C.CP(C)C.Cl[Ni]Cl",NA,NA,NA,NA,"[F-].[Cs+]","C[Si](C)(C)OCC(F)(F)F",NA,NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,NA,98
