"id","smilesRXN","c1","c2","c3","c4","r1","r2","r3","r4","s1","s2","s3","s4","y1"
313,"CC1(C)OBOC1(C)C.CC1(C)OB(OC1(C)C)C1=CCC2=CC=CC=C12>>CC1(C)OB(OC1(C)C)[C@H]1C[C@H](B2OC(C)(C)C(C)(C)O2)C2=CC=CC=C12","C=1C=C[N]2=C(C1)C3=CC=CC=4C=5C=CC=C[N]5[Co+]2([N]34)[CH2-][Si](C)(C)C",NA,NA,"","O=O",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
314,"ClC1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCC2=CC=C(Cl)C=C2)OC1(C)C","[B-](CC)(CC)CC.[Na+]","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(=[N]41)C[P]2(C(C)C)C(C)C",NA,"","O=O",NA,NA,NA,"CC1=CC=CC=C1","C1CCOC1",NA,NA,90
315,"ClC1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCC2=CC=C(Cl)C=C2)OC1(C)C","[B-](CC)(CC)CC.[Na+]","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(=[N]41)C[P]2(C(C)C)C(C)C",NA,"",NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,90
316,"ClC1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(CCC2=CC=C(Cl)C=C2)OC1(C)C","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(=[N]41)C[P]2(C(C)C)C(C)C",NA,NA,"","[B-](CC)(CC)CC.[Na+]","O=O",NA,NA,"C1CCOC1",NA,NA,NA,90
317,"CC(=O)OC1=CC=C(C=C)C=C1.CC1(C)OBOC1(C)C>>CC(=O)OC1=CC=C(CCB2OC(C)(C)C(C)(C)O2)C=C1","CC(C)(C)[O-].[Na+]","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(=[N]41)C[P]2(C(C)C)C(C)C",NA,"",NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,90
318,"ClC1=CC=CC(C=C)=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(CC1=CC(Cl)=CC=C1)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1","[B-](CC)(CC)CC.[Na+]","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(=[N]41)C[P]2(C(C)(C)C)C(C)(C)C",NA,"","O=O",NA,NA,NA,"CCCCC","C1CCOC1",NA,NA,90
319,"CCOC(=O)CC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CCOC(=O)CC1=CC=C(\C=C\B2OC(C)(C)C(C)(C)O2)C=C1","[B-](CC)(CC)CC.[Na+]","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(=[N]41)C[P]2(C(C)(C)C)C(C)(C)C",NA,"","[F-].[Cs+]","O=O",NA,NA,"CN(C)C=O","C1CCOC1",NA,NA,90
320,"COC1=C(OC)C=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=C(OC)C=C(\C=C\B2OC(C)(C)C(C)(C)O2)C=C1","[B-](CC)(CC)CC.[Na+]","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(=[N]41)C[P]2(C(C)(C)C)C(C)(C)C",NA,"","[F-].[Cs+]","O=O",NA,NA,"CN(C)C=O","C1CCOC1",NA,NA,90
321,"CCCC#C.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CCCC=C(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1","C1=CC=2C(=[N](C3CCCCC3)[Co+]4([N]2C(=C1)C(=[N]4C5CCCCC5)C)[CH3-])C",NA,NA,"",NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,90
322,"C=CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(C=5OCC([N]51)C(C)(C)C)=[N]42",NA,NA,"","CC(C)(C)[O-].[Na+]",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
323,"FC1=CC=CC(C=C)=C1.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC(F)=CC=C1","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(C=5OCC([N]51)C(C)(C)C)=[N]42",NA,NA,"","CC(C)(C)[O-].[Na+]",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
324,"C\C=C\C1=CC=CC=C1.CC1(C)OBOC1(C)C>>CCC(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(C=5OCC([N]51)C(C)(C)C)=[N]42",NA,NA,"","CC(C)(C)[O-].[Na+]",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
325,"CCC=C(C)C.CC1(C)OBOC1(C)C>>CCCC(C)CB1OC(C)(C)C(C)(C)O1","[N-]1C(C=2C=CC=CC2)=[N](C=3C(=CC=CC3C(C)C)C(C)C)[Co+2]([N-]([Si](C)(C)C)[Si](C)(C)C)[P]1(C(C)(C)C)C(C)(C)C",NA,NA,"","O=O",NA,NA,NA,NA,NA,NA,NA,90
326,"CCCC(C)=C.CC1(C)OBOC1(C)C>>CCCC(C)CB1OC(C)(C)C(C)(C)O1","[N-]1C(C=2C=CC=CC2)=[N](C=3C(=CC=CC3C(C)C)C(C)C)[Co+2]([N-]([Si](C)(C)C)[Si](C)(C)C)[P]1(C(C)(C)C)C(C)(C)C",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,90
327,"CCCC(C)=C.B1NC2=CC=CC=C2N1>>CC(C)CCCB1NC2=CC=CC=C2N1","[N-]1C(C=2C=CC=CC2)=[N](C=3C(=CC=CC3C(C)C)C(C)C)[Co+2]([N-]([Si](C)(C)C)[Si](C)(C)C)[P]1(C(C)(C)C)C(C)(C)C",NA,NA,"",NA,NA,NA,NA,"C1=CC=CC=C1",NA,NA,NA,90
328,"CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C#N.CCOC(=O)C(CC#C)(CC#CC1=C(OC)C=CC2=C1C=CC=C2)C(=O)OCC>>CCOC(=O)C1(CC2=CC(=NC(=C2C1)C1=C(OC)C=CC2=C1C=CC=C2)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1)C(=O)OCC","CCOP(OCC)OCC.COC(=O)C=CC(=O)OC.C1CCCC1.[Co]",NA,NA,"",NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,90
330,"CC1(C)OBOC1(C)C.C=C([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1>>CC(B1OC(C)(C)C(C)(C)O1)([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C=4C(=CC=CC4C(C)C)C(C)C)C)C(=[N]2C5=C(C=CC=C5C(C)C)C(C)C)C","[B-](CC)(CC)CC.[Na+]",NA,"","O=O",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
331,"CC1(C)OBOC1(C)C.C=C([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1>>CC(B1OC(C)(C)C(C)(C)O1)([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C=4C(=CC=CC4C(C)C)C(C)C)C)C(=[N]2C5=C(C=CC=C5C(C)C)C(C)C)C","[B-](CC)(CC)CC.[Na+]",NA,"","O=O",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
332,"CC1(C)OBOC1(C)C.CCC1=CC=C(C=C1)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>CCC1=CC=C(C=C1)C(C)(B1OC(C)(C)C(C)(C)O1)[SiH](C1=CC=CC=C1)C1=CC=CC=C1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C=4C(=CC=CC4C(C)C)C(C)C)C)C(=[N]2C5=C(C=CC=C5C(C)C)C(C)C)C","[B-](CC)(CC)CC.[Na+]",NA,"","O=O",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
333,"CC1(C)OBOC1(C)C.FC1=C(C=CC=C1)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>CC(B1OC(C)(C)C(C)(C)O1)([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=C(F)C=CC=C1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C=4C(=CC=CC4C(C)C)C(C)C)C)C(=[N]2C5=C(C=CC=C5C(C)C)C(C)C)C","[B-](CC)(CC)CC.[Na+]",NA,"","O=O",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
334,"CC1(C)OBOC1(C)C.FC1=CC=CC(=C1)C(=C)[SiH](C1=CC=CC=C1)C1=CC=CC=C1>>CC(B1OC(C)(C)C(C)(C)O1)([SiH](C1=CC=CC=C1)C1=CC=CC=C1)C1=CC(F)=CC=C1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C=4C(=CC=CC4C(C)C)C(C)C)C)C(=[N]2C5=C(C=CC=C5C(C)C)C(C)C)C","[B-](CC)(CC)CC.[Na+]",NA,"","O=O",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
337,"CC1(C)OBOC1(C)C.CCCCCCCCC=C=C>>CCCCCCCC\C=C/CB1OC(C)(C)C(C)(C)O1","[B-](CC)(CC)CC.[Na+]","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C[P]1(C(C)(C)C)C(C)(C)C)C(=[N]2C=4C(=CC=CC4C(C)C)C(C)C)C",NA,"",NA,NA,NA,NA,"CC1=CC=CC=C1","C1CCOC1",NA,NA,90
338,"NCC=C.CC1(C)OBOC1(C)C>>CC1(C)OB(CCCNB2OC(C)(C)C(C)(C)O2)OC1(C)C","C=1C=CC(=CC1)[P]2(C=3C=CC=CC3)C=4C=CC=CC4[NH-][Co+2]56782C=9(C)C8(C)=C7(C)[C-]6(C)C95C",NA,NA,"",NA,NA,NA,NA,"C1=CC=CC=C1",NA,NA,NA,90
339,"CC1(C)OBOC1(C)C.[CH]12=[CH]3[CH]4=[CH]5[C-]1(C=NCC=C)[Fe++]23451234[CH]5=[CH]1[CH-]2[CH]3=[CH]45>>C(=NCCCB1OC(C)(C)C(C)(C)O1)[C-]12[Fe++]3456789%10[CH-]%11[CH]3=[CH]4[CH]5=[CH]6%11.[CH]7([CH]8=[CH]19)=[CH]2%10","C=1C=CC(=CC1)[P]2(C=3C=CC=CC3)C=4C=CC=CC4[NH-][Co+2]56782C=9(C)C8(C)=C7(C)[C-]6(C)C95C",NA,NA,"",NA,NA,NA,NA,"C1=CC=CC=C1",NA,NA,NA,90
340,"CC1(C)OBOC1(C)C.[CH]12=[CH]3[CH]4=[CH]5[C-]1(C=NCC=C)[Fe++]23451234[CH]5=[CH]1[CH-]2[CH]3=[CH]45>>[Fe++]123456789[CH]%10=[CH]1[CH]2=[CH]3[C-]4%10CN(B1OC(C(O1)(C)C)(C)C)CCCB1OC(C(C)(C)O1)(C)C.[CH-]51[CH]6=[CH]7[CH]8=[CH]91","C=1C=CC(=CC1)[P]2(C=3C=CC=CC3)C=4C=CC=CC4[NH-][Co+2]56782C=9(C)C8(C)=C7(C)[C-]6(C)C95C",NA,NA,"",NA,NA,NA,NA,"C1=CC=CC=C1",NA,NA,NA,90
341,"C1OC2=CC=CC=C2O1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=C2OCOC2=CC=C1","O=C([O-][Co+2]123(O=C([O-]1)C)[N]=4C=CC=CC4C5=CC(=CC(C=6C=CC=C[N]62)=[N]53)C7=CC=C(C=C7)N(C)C)C",NA,NA,"","C1C(C(OC1N2C=NC3=C2N=C(N=C3SCC4=CC=CC=C4)N)CO)O","O=O",NA,NA,NA,NA,NA,NA,90
342,"CC(=C)C1=CC=C(Cl)C=C1.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(Cl)C=C1","O1C=2C=3C=CC=C4C(=[N](C5=C(C=CC=C5C(C)C)C(C)C)[Co+]([N]34)([N]2C(C1)C(C)C)[CH3-])C",NA,NA,"","O=O",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
343,"CC(=C)C1=CC=C(Cl)C=C1.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(Cl)C=C1","O1C=2C=3C=CC=C4C(=[N](C5=C(C=CC=C5C(C)C)C(C)C)[Co+]([N]34)([N]2C(C1)C(C)C)[CH3-])C",NA,NA,"","O=O",NA,NA,NA,NA,NA,NA,NA,90
344,"CC1(C)OBOC1(C)C.CC(=C)C1=CC=C(C=C1)C(F)(F)F>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)C(F)(F)F","O1C=2C=3C=CC=C4C(=[N](C5=C(C=CC=C5C(C)C)C(C)C)[Co+]([N]34)([N]2C(C1)C(C)C)[CH3-])C",NA,NA,"","O=O",NA,NA,NA,NA,NA,NA,NA,90
345,"CC1(C)OBOC1(C)C.CC(=C)C1=CC=C(C=C1)C(F)(F)F>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(C=C1)C(F)(F)F","O1C=2C=3C=CC=C4C(=[N](C5=C(C=CC=C5C(C)C)C(C)C)[Co+]([N]34)([N]2C(C1)C(C)C)[CH3-])C",NA,NA,"","O=O",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
346,"CC1=CC=CC(=C1)C(F)(F)F.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1=CC(=CC(=C1)C(F)(F)F)B1OC(C)(C)C(C)(C)O1","[B-](CC)(CC)CC.[Na+]","[Br-][Co+2]12([Br-])[N]=3C(=CC=CC3N(CC)[Si-]41N(C(C=5C=CC=CC5)=[N+]4C(C)(C)C)C(C)(C)C)N(CC)[Si-]62N(C(C=7C=CC=CC7)=[N+]6C(C)(C)C)C(C)(C)C",NA,"","C1CCC=CC1",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
347,"CC1=C(F)C=CC=C1F.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1=C(F)C=C(C=C1F)B1OC(C)(C)C(C)(C)O1","[B-](CC)(CC)CC.[Na+]","[Br-][Co+2]12([Br-])[N]=3C(=CC=CC3N(CC)[Si-]41N(C(C=5C=CC=CC5)=[N+]4C(C)(C)C)C(C)(C)C)N(CC)[Si-]62N(C(C=7C=CC=CC7)=[N+]6C(C)(C)C)C(C)(C)C",NA,"","C1CCC=CC1",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
348,"CC(=C)C1=CC(C)=CC=C1.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC(C)=CC=C1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C(C)C)C(C)C)C)C=5OCC([N]52)C(C)(C)C",NA,NA,"","[B-](CC)(CC)CC.[Na+]",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
349,"CC1(C)OBOC1(C)C.CC(=C)C1=CC=C(CO[Si](C)(C)C(C)(C)C)C=C1>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C(CO[Si](C)(C)C(C)(C)C)C=C1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C(C)C)C(C)C)C)C=5OCC([N]52)C(C)(C)C",NA,NA,"","[B-](CC)(CC)CC.[Na+]",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
350,"CC1(C)OBOC1(C)C.CCCC(=C)C1=CC=C2OCOC2=C1>>CCC[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=C2OCOC2=C1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C(C)C)C(C)C)C)C=5OCC([N]52)C(C)(C)C",NA,NA,"","[B-](CC)(CC)CC.[Na+]",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
351,"CC(=C)C1=CC=CC2=C1C=CC=C2.CC1(C)OBOC1(C)C>>C[C@@H](CB1OC(C)(C)C(C)(C)O1)C1=CC=CC2=C1C=CC=C2","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C(C)C)C(C)C)C)C=5OCC([N]52)C(C)(C)C",NA,NA,"","[B-](CC)(CC)CC.[Na+]",NA,NA,NA,"C1CCOC1",NA,NA,NA,90
352,"CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.C[Si](C)(C)C1=C(O[S](C)(=O)=O)C=CC=C1>>CC1(C)OB(OC1(C)C)C1=C(C=CC=C1)[Si](C)(C)C","[Li+].[CH3-]","[Cl-][Co+2]1([Cl-])[N]2=C(OCC2C)[C-]34[CH]5=[CH]6[CH]7=C3([P]1(C(C)C)C(C)C)[Fe+2]89%10%116754[CH]=%12[CH]%11=[CH]%10[CH-]9[CH]%128",NA,"","CCOC(=O)C1CCN(C1)C",NA,NA,NA,"CCOCOCC","CC(C)(C)OC",NA,NA,90
354,"C1=CC=C(C=C1)C#CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)[C@H](CC1=CC=CC=C1)C1=CC=CC=C1","[Br-][Co+2]12([Br-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C)C)C)C=5N(C=6C=CC=CC6)CC([N]52)C(C)C",NA,NA,"","[HH]","[B-](CC)(CC)CC.[Na+]",NA,NA,"CCOCC","C1CCOC1",NA,NA,90
355,"CC1(C)OBOC1(C)C.CSC1=CC=C(C=C1)C(C)=C>>CSC1=CC=C(C=C1)[C@@H](C)CB1OC(C)(C)C(C)(C)O1","[Cl-][Co+2]12([Cl-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C(C)C)C(C)C)C)C=5OCC([N]52)C(C)(C)C",NA,NA,"","[B-](CC)(CC)CC.[Na+]",NA,NA,NA,"CC1=CC=CC=C1","C1CCOC1",NA,NA,90
356,"C1=CC=C(C=C1)C#CC1=CC=CC=C1.[2H]B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)[C@H](CC1=CC=CC=C1)C1=CC=CC=C1","[Br-][Co+2]12([Br-])[N]3=C(C=CC=C3C(=[N]1C4=C(C=CC=C4C)C)C)C=5N(C=6C=CC=CC6)CC([N]52)C(C)C",NA,NA,"","[B-](CC)(CC)CC.[Na+]",NA,NA,NA,"CCOCC","C1CCOC1",NA,NA,90
357,"BrC1=CC=C(C=C1)C#N.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C#N","[Li+].[CH3-]","[Cl-][Co+2]1([Cl-])[N]2=C(OCC2C)[C-]34[CH]5=[CH]6[CH]7=C3([P]1(C(C)C)C(C)C)[Fe+2]89%10%116754[CH]=%12[CH]%11=[CH]%10[CH-]9[CH]%128",NA,"","CCOC(=O)C1CCN(C1)C",NA,NA,NA,"CCOCOCC","CC(C)(C)OC",NA,NA,90
358,"CC(=C)C(C)=C.CC1(C)OBOC1(C)C>>C[C@H](CB1OC(C)(C)C(C)(C)O1)C(C)=C","FC(F)(F)C=1C=C(C=C(C1)[P]2(C=3C=C(C=C(C3)C(F)(F)F)C(F)(F)F)C=4C=CC=CC4C=5OCC(C=6C=CC=CC6)[N]5[Co+2]2([Br-])[Br-])C(F)(F)F",NA,NA,"","[Zn]","[B-](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)(C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)(C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F.[Na+]",NA,NA,"CCOCC",NA,NA,NA,90
359,"CC1=CC=C(C=C1)[S](=O)(=O)NN=CC1=CC=CC=N1.CC1(C)OB(OC1(C)C)C1=CC(C=C)=CC=C1>>CC1(C)OB(OC1(C)C)C1=CC=CC(=C1)[C@@H]1C[C@H]1C1=CC=CC=N1","O=C1OCCCCCCOC(=O)C2CC2C(=O)NC3=CC=CC=4NC(=O)C5CC5C(=O)OCCCCCCOC(=O)C6CC6C(=O)NC7=CC=CC(NC(=O)C8CC18)=C7C=9C=%10C=CC%11=C(C%12=CC=C%13C(=C%14C=CC=%15C(=C%16C=CC9[N-]%16[Co+2]([N]%11%10)([N]%15%14)[N-]%12%13)C=%17C(OC=%18C=CC=CC%18)=CC=CC%17OC=%19C=CC=CC%19)C34)C=%20C(OC=%21C=CC=CC%21)=CC=CC%20OC=%22C=CC=CC%22",NA,NA,"","C(=O)([O-])[O-].[Cs+].[Cs+]",NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,90
360,"C(=C/C1=CC=CC=C1)\[SiH](C1=CC=CC=C1)C1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)[C@@H](CC1=CC=CC=C1)[SiH](C1=CC=CC=C1)C1=CC=CC=C1","CC(=CC(=O)C)[O-].CC(=CC(=O)C)[O-].[Co+2]","[CH3-].[CH3-].CC1CCC(P1C2CCCC2)C.CC1CCC(P1C2CCCC2)C.[Fe+2]",NA,"",NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,89
361,"CC1(C)OBOC1(C)C.C=CCOC1(CCCCCCC1)C#CC1=CC=CC=C1>>CC1(C)OB(CC2COC3(CCCCCCC3)\C2=C/C2=CC=CC=C2)OC1(C)C","CC(=CC(=O)C)[O-].CC(=CC(=O)C)[O-].[Co+2]","C1=CC=C(C=C1)P(CCCCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4",NA,"",NA,NA,NA,NA,"C1CCOC1",NA,NA,NA,89
362,"CC1(C)OBOC1(C)C.CCN(CC)C(=O)C1=CC=C(C=C1)C#CC1=C(C=CC=C1)N(C)C(=O)C(C)=C>>CCN(CC)C(=O)C1=CC=C(\C=C2/C3=CC=CC=C3N(C)C(=O)[C@@]2(C)CB2OC(C)(C)C(C)(C)O2)C=C1","CC(=CC(=O)C)[O-].CC(=CC(=O)C)[O-].[Co+2]","C1CC(P(C1C2=CC=CC=C2)CCP3C(CCC3C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6",NA,"",NA,NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,89
364,"CO.CC1(C)OB(OC1(C)C)C1=CC=C(C=O)C=C1>>COCC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1","CCCCP(=O)(CCCC)CCCC","[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Co+2].[Co+2]",NA,"","[C-]#[O+]","[HH]",NA,NA,"CO",NA,NA,NA,89
369,"ClCCCCCCBr.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(CCCCCCCl)OC1(C)C","C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Cl-].[Co]","C1CCC(CC1)N2C=C[N+](=[C-]2)C3CCCCC3",NA,"","CC[O-]","O=O",NA,NA,"CC(C)(C)OC",NA,NA,NA,89
370,"CCCCCCC(=C)C(=C)CCCCCC.CC1(C)OB(OC1(C)C)C#CC1=CC=CC=C1>>CCCCCCC1=CC(B2OC(C)(C)C(C)(C)O2)=C(C=C1CCCCCC)C1=CC=CC=C1","[Zn]","[Zn](I)I","[Br-][Co+2]1([Br-])[P](C=2C=CC=CC2)(C=3C=CC=CC3)CC[P]1(C=4C=CC=CC4)C=5C=CC=CC5","","C(#N)C1=C(C(=O)C(=C(C1=O)Cl)Cl)C#N",NA,NA,NA,"C(Cl)Cl","CC1=CC=CC=C1",NA,NA,89
371,"CC1(C)OBOC1(C)C.CCCCC\C=C\C(=C)C1CCCCC1>>CCCCC\C=C\C(CB1OC(C)(C)C(C)(C)O1)C1CCCCC1","[Cl-][Co+2]1([Cl-])[P](C=2C=CC=CC2)(C=3C=CC=CC3)CCC[P]1(C=4C=CC=CC4)C=5C=CC=CC5",NA,NA,"","[Zn]","[B-](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)(C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)(C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F.[Na+]",NA,NA,"CCOCC",NA,NA,NA,89
372,"CC1(C)OBOC1(C)C.CC(=C)\C=C\CCCCN1C(=O)C2=CC=CC=C2C1=O>>CC(CB1OC(C)(C)C(C)(C)O1)\C=C\CCCCN1C(=O)C2=CC=CC=C2C1=O","[Br-][Co+2]1([Br-])[P](C=2C=CC=CC2)(C=3C=CC=CC3)CCC[P]1(C=4C=CC=CC4)C=5C=CC=CC5",NA,NA,"","[Zn]","[B-](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)(C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)(C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F.[Na+]",NA,NA,"C(Cl)Cl",NA,NA,NA,89
373,"C1CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C1CCC=CC1","[Cl-][Co+2]1([Cl-])[P](C=2C=CC=CC2)(C=3C=CC=CC3)CCC[P]1(C=4C=CC=CC4)C=5C=CC=CC5",NA,NA,"","[Zn]","[B-](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)(C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)(C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F.[Na+]",NA,NA,"CCOCC",NA,NA,NA,89
374,"CC1(C)OBOC1(C)C.COC1=CC=C(C=C1)C1=CCC2=CC=CC=C12>>[H][C@@]1(C[C@@]([H])(C2=CC=CC=C12)C1=CC=C(OC)C=C1)B1OC(C)(C)C(C)(C)O1","C=1C=C[N]2=C(C1)C3=CC=CC=4C=5C=CC=C[N]5[Co+]2([N]34)[CH2-][Si](C)(C)C",NA,NA,"","O=O",NA,NA,NA,"CC1=CC=CC=C1",NA,NA,NA,89
375,"COC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)C=C1","[B-](CC)(CC)CC.[Na+]","[Cl-][Co+2]12([Cl-])[N]=3C=CC=CC3C4=CC=CC(=[N]41)C[P]2(C(C)(C)C)C(C)(C)C",NA,"","O=O",NA,NA,NA,"CCCCC","C1CCOC1",NA,NA,89
