id,smilesRXN,c1,c2,c3,c4,c5,r1,r2,r3,r4,r5,r6,r7,s1,s2,s3,s4,s5,y1
744,CC1(C)COB(OC1)B1OCC(C)(C)CO1.COC1=CC2=C(C=C1)C=CC(OC(=O)N(C)C)=C2>>COC1=CC2=C(C=C1)C=CC(=C2)B1OCC(C)(C)CO1,2622-14-2,19999-87-2,,,,865-48-5,12125-02-9,,,,,,108-88-3,110-71-4,7732-18-5,,,83
745,COC1=CC=C(Br)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1,1663-45-2,14647-23-5,,,,7087-68-5,12125-02-9,,,,,,108-88-3,7732-18-5,,,,83
746,C[S](=O)(=O)OC1=CC=C(C=C1)C#N.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=C(C=C1)C#N,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,83
747,CC1(C)OBOC1(C)C.CN(C(=O)C(F)(F)F)C1=CC=C(Br)C=C1>>CN(C(=O)C(F)(F)F)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,15629-92-2,,,,,121-44-8,12125-02-9,,,,,,108-88-3,7732-18-5,,,,83
748,BrC1=C(Br)C=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C1=C(C=CC=C1)B1OC(C)(C)C(C)(C)O1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,,,,,,108-88-3,,,,,83
749,B1OC2=CC=CC=C2O1.CC(=O)OCCC#C>>CC(=O)OCC\C=C\B1OC2=CC=CC=C2O1,15629-92-2,,,,,,,,,,,,109-99-9,,,,,83
750,COC1=C(OC)C=C(Br)C=C1.CC1(C)COBOC1>>COC1=C(OC)C=C(C=C1)B1OCC(C)(C)CO1,12150-46-8,15629-92-2,,,,7440-66-6,121-44-8,12125-02-9,,,,,108-88-3,7732-18-5,,,,83
751,BrC1=C(Br)C=CC=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=C(C=CC=C1)B1OCC(C)(C)CO1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,83
752,CC1=CC=C(C=C1)[S](=O)(=O)OC1=CC=CC=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CC=C1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,83
753,CC1=CC=C(C=C1)[S](=O)(=O)OC1=CC2=C(C=CC=C2)C=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC2=C(C=CC=C2)C=C1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,83
754,COC1=C(O[S](C)(=O)=O)C=CC=C1.CC1(C)COBOC1>>COC1=C(C=CC=C1)B1OCC(C)(C)CO1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,83
755,CC1(C)OB(OC1(C)C)\C=C\[Si](C)(C)C.OCC1=CC=C(I)C=C1>>CC1(C)OB(OC1(C)C)C(C[Si](C)(C)C)C1=CC=C(CO)C=C1,1894189-67-3,,,,,37342-97-5,,,,,,,109-99-9,,,,,83
756,CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C(O)=O.CC1(C)COB(OC1)B1OCC(C)(C)CO1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)B1OCC(C)(C)CO1,2248551-72-4,,,,,20734-58-1,164298-23-1,,,,,,109-99-9,,,,,83
757,CC1(C)OB(OC1(C)C)C=C.CC1=CC=C(C=C1)[S](=O)(=O)OC1=CC=C(I)C=C1>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(O[S](=O)(=O)C2=CC=C(C)C=C2)C=C1,1894189-67-3,,,,,37342-97-5,,,,,,,109-99-9,,,,,83
758,CC1(C)OB(OC1(C)C)C=C.COC1=CC=C(I)C=C1>>COC1=CC=C(C=C1)C(C)B1OC(C)(C)C(C)(C)O1,1894189-67-3,,,,,37342-97-5,,,,,,,109-99-9,,,,,83
759,[F-][B+3]([F-])([F-])[F-].FC(F)(F)C1=NC(=NC=C1)N1CCCC(C1)[N+]1=C(C=C(C=C1C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1.CC1(C)OB(C[Zn]Br)OC1(C)C>>CC1(C)OB(CC2CCCN(C2)C2=NC=CC(=N2)C(F)(F)F)OC1(C)C,2304667-33-0,,,,,311-28-4,,,,,,,127-19-5,,,,,83
760,CC1=CC=C(C=C1)[S](=O)(=O)OC1=CC=CC2=C1C=CC=C2.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC2=C1C=CC=C2,680624-03-7,,,,,7778-53-2,7732-18-5,,,,,,109-99-9,,,,,83
761,CC1=CC=C(C=C1)[S](=O)(=O)OC1=CC=CC2=C1C=CC=C2.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC2=C1C=CC=C2,1295-35-8,2622-14-2,,,,7778-53-2,7732-18-5,,,,,,109-99-9,,,,,82
762,CC1(C)OBOC1(C)C.C=CC1=CC=C(OCC2=CC=CC=C2)C=C1>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(OCC2=CC=CC=C2)C=C1,7440-09-7,2260749-13-9,,,,,,,,,,,109-99-9,,,,,83
770,C=CC=C.CC1(C)OB(OC1(C)C)C1=CC=C(C=C(Cl)Cl)C=C1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C2CC=CC2)C=C1,1632496-53-7,,,,,7440-66-6,,,,,,,109-99-9,,,,,83
772,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.ClC1=CC=C(C=C1)B1NC2=CC=CC3=C2C(N1)=CC=C3>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)B1NC2=CC=CC3=C2C(N1)=CC=C3,19232-05-4,,,,,13400-13-0,,,,,,,109-99-9,,,,,82
773,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.ClC1=CC=C(C=C1)B1NC2=CC=CC3=C2C(N1)=CC=C3>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)B1NC2=CC=CC3=C2C(N1)=CC=C3,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,82
774,CCOC(OCC)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CCOC(OCC)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,82
775,NC1=C(Cl)C=C(F)C=C1F.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=C(N)C(F)=CC(F)=C1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,82
776,ClC1=CC2=C(C=CC=C2)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC2=C(C=CC=C2)C=C1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,82
779,CN(C)C(C)=O.OB(O)C1=CC=C(Br)C=C1>>CN(CC1=CC=C(C=C1)B(O)O)C(C)=O,366-18-7,28923-39-9,143334-20-7,,,108-48-5,,,,,,,,,,,,82
783,C[S](C)(=N)=O.CC1(C)OB(OC1(C)C)C1=CC(I)=CC=C1>>CC1(C)OB(OC1(C)C)C1=CC(=CC=C1)N=[S](C)(C)=O,29046-78-4,72914-19-3,870987-63-6,,,121-44-8,144-55-8,,,,,,75-05-8,7732-18-5,,,,82
784,CC1(C)OB(OC1(C)C)C1=C(Br)C=CC=C1F.[H+].CC(C)NC(C)C.CC(=O)OCC[CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>CC(=O)OCCCC1=C(B2OC(C)(C)C(C)(C)O2)C(F)=CC=C1,29046-78-4,72914-19-3,2064225-11-0,,,,,,,,,,109-99-9,68-12-2,,,,82
786,CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1.[H+].CC(C)NC(C)C.O=C(NCC[CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1)N1CCCCCC1=O.[O-]2C1=CC=CC=C1[O-]3>>CC1(C)OB(OC1(C)C)C1=CC=C(CCCNC(=O)N2CCCCCC2=O)C=C1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,82
787,[H+].CC(C)NC(C)C.CC(=O)OCC[CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3.CC(C)(C)OC(=O)N1CCN(CC1)C1=CC(Br)=CC(=C1)B1OC(C)(C)C(C)(C)O1>>CC(=O)OCCCC1=CC(=CC(=C1)N1CCN(CC1)C(=O)OC(C)(C)C)B1OC(C)(C)C(C)(C)O1,29046-78-4,72914-19-3,2064225-11-0,,,,,,,,,,109-99-9,68-12-2,,,,82
788,CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1.CC(CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O)O[S](N)(=O)=O>>CC(CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O)O[S](=O)(=O)NC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,28923-39-9,676525-77-2,,,,6674-22-2,,,,,,,75-05-8,,,,,82
790,CC1=CC=C(I)C=C1.CC1(C)OB(OC1(C)C)C(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F>>CC1=CC=C(C=C1)[C@@H](CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)B1OC(C)(C)C(C)(C)O1,28923-39-9,2706576-79-4,,,,1112-67-0,7440-66-6,7732-18-5,,,,,110-71-4,141-78-6,,,,82
791,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.ClC(CC1=CC=CC=C1)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)[C@@H](CC1=CC=CC=C1)C1=CC=CC=C1,29046-78-4,185346-09-2,,,,60-12-8,865-47-4,,,,,,110-71-4,5614-37-9,,,,82
793,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCC(Cl)C1=CC=CC=C1>>CCC(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,29046-78-4,357209-32-6,,,,60-12-8,865-47-4,,,,,,110-71-4,5614-37-9,,,,82
795,C1CC1C=CC1=CC=CC=C1.CC1(C)OB(OC1(C)C)[Si](C)(C)C1=CC=CC=C1>>CC1(C)OB(CC\C=C\C(C2=CC=CC=C2)[Si](C)(C)C2=CC=CC=C2)OC1(C)C,1191-15-7,2622-14-2,3264-82-2,,,,,,,,,,108-88-3,,,,,82
796,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.BrC1CCN(CC1)C(=O)OCC1=CC=CC=C1>>CC1(C)OB(OC1(C)C)C1CCN(CC1)C(=O)OCC1=CC=CC=C1,131864-67-0,312696-09-6,,,,917-58-8,,,,,,,108-20-3,127-19-5,,,,82
797,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCCCCC(C)Br>>CCCCCCC(C)B1OC(C)(C)C(C)(C)O1,115091-29-7,312696-09-6,,,,78-83-1,865-47-4,,,,,,108-20-3,,,,,82
798,CC1(C)OB(OC1(C)C)C(I)C1CCCCCC1.[Br-][Zn++]1[CH2-]CC[O]1C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)[C@H](CCCOC1=CC=CC=C1)C1CCCCCC1,312696-09-6,2055363-46-5,,,,,,,,,,,109-99-9,127-19-5,,,,82
799,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC(C)(C)[Si](C)(C)OC1=CC=CC(=C1)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)C1=CC(=CC=C1)C1=CC=CC=C1,3264-82-2,916480-65-4,,,,1907-33-1,,,,,,,5614-37-9,,,,,82
800,CO\C=C\C1=CC=C(OC)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(\C=C\B2OC(C)(C)C(C)(C)O2)C=C1,3264-82-2,7440-66-6,161265-03-8,,,7778-53-2,,,,,,,108-88-3,110-82-7,,,,82
801,C=CCCC1=CC=CC=C1.CC1(C)OB(OC1(C)C)C1=CC=C(\C=C\Br)C=C1>>CCCC(\C=C\C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,46389-47-3,,,,,865-34-9,25015-63-8,,,,,,127-19-5,,,,,82
802,CC1=CC(C)=C(B(Br)Br)C(C)=C1.C1CC2=CC(=CC=C2O1)C#CC1=CC=CC=C1>>CC1=CC(C)=C(B2CCC3=CC(=CC=C3O2)C#CC2=CC=CC=C2)C(C)=C1,2640505-89-9,,,,,7440-66-6,,,,,,,108-88-3,,,,,82
803,CC1=CC(C)=C(B(Br)Br)C(C)=C1.C1CC2=CC(=CC=C2O1)N1C2=CC=CC=C2C2=CC=CC=C12>>CC1=CC(C)=C(B2CCC3=CC(=CC=C3O2)N2C3=CC=CC=C3C3=CC=CC=C23)C(C)=C1,2640505-89-9,,,,,7440-66-6,,,,,,,108-88-3,,,,,82
804,NC(=O)C1=C(N)C=CC=C1.COC1=CC=CC(=C1)B(O)O>>COC1=CC=CC(=C1)B1NC(=O)C2=CC=CC=C2N1,7647-10-1,14126-37-5,,,,121-44-8,,,,,,,64-17-5,,,,,82
805,CC(C)(C)C1=CC=C(C=C1)B(O)O.BrC1=CC=CC(=C1)B1NC(=O)C2=CC=CC=C2N1>>CC(C)(C)C1=CC=C(C=C1)C1=CC=CC(=C1)B1NC(=O)C2=CC=CC=C2N1,7647-10-1,14126-37-5,,,,7778-53-2,7732-18-5,,,,,,109-99-9,,,,,82
806,NC(=O)C1=C(N)C=CC=C1.OB(O)C1=CC=C(F)C=C1>>FC1=CC=C(C=C1)B1NC(=O)C2=CC=CC=C2N1,7647-10-1,14126-37-5,,,,121-44-8,,,,,,,64-17-5,,,,,82
807,NC(=O)C1=C(N)C=CC(Cl)=C1.CC1=CC=CC(=C1)B(O)O>>CC1=CC=CC(=C1)B1NC(=O)C2=CC(Cl)=CC=C2N1,7647-10-1,14126-37-5,,,,121-44-8,,,,,,,64-17-5,,,,,82
808,OB(O)C1=CC=CC=C1.COC1=CC=C(N)C(=C1)C(N)=O>>COC1=CC=C2NB(NC(=O)C2=C1)C1=CC=CC=C1,7647-10-1,14126-37-5,,,,121-44-8,,,,,,,64-17-5,,,,,82
809,NC(=O)C1=C(N)C=CC=C1.OB(O)CCC1=CC=CC=C1>>O=C1NB(CCC2=CC=CC=C2)NC2=CC=CC=C12,7647-10-1,14126-37-5,,,,121-44-8,,,,,,,64-17-5,,,,,82
810,OB(O)C1=CC=CC=C1.NC(=O)C1=C(N)C=CC(Cl)=C1>>ClC1=CC=C2NB(NC(=O)C2=C1)C1=CC=CC=C1,7647-10-1,14126-37-5,,,,121-44-8,,,,,,,64-17-5,,,,,82
812,CC=C.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CCC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,1295-35-8,940934-47-4,,,,121-44-8,865-34-9,,,,,,108-88-3,109-99-9,,,,82
813,CC1(C)OBOC1(C)C.CN1C=CC2=CC(F)=CC=C12>>CN1C(=CC2=CC(F)=CC=C12)B1OC(C)(C)C(C)(C)O1,865-48-5,1295-35-8,181422-72-0,,,,,,,,,,108-87-2,,,,,82
814,CC1=CC(Br)=C(C=C1)C#N.CCCCCCC(Br)B1OC(C)(C)C(C)(C)O1>>CCCCCCC(B1OC(C)(C)C(C)(C)O1)C1=C(C=CC(C)=C1)C#N,1295-35-8,17217-57-1,,,,7440-66-6,,,,,,,109-99-9,7226-23-5,,,,82
815,CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.C=CCCCC#CC1=CC=CC=C1>>[H][C@@]12CCCC1=C([C@H](C(=C2)B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C)C1=CC=CC=C1,1295-35-8,2622-14-2,,,,,,,,,,,108-88-3,,,,,82
816,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.[O-][S](=O)(=O)C(F)(F)F.CC1=C(C)C=C(C=C1)[N+](C)(C)C>>CC1=C(C)C=C(C=C1)B1OC(C)(C)C(C)(C)O1,1295-35-8,181422-72-0,,,,865-47-4,,,,,,,108-88-3,110-80-5,,,,82
817,CCCC#CCCC.CC1(C)OB(OC1(C)C)C1=CN=CC=C1>>CCC\C=C(/CCC)C1=NC=C(C=C1)B1OC(C)(C)C(C)(C)O1,544-97-8,1295-35-8,6476-36-4,,,,,,,,,,108-88-3,,,,,82
818,CCCC#CCCC.CC1(C)OB(OC1(C)C)C1=CN=CC=C1>>CCCC=C(CCC)C1=NC=C(C=C1)B1OC(C)(C)C(C)(C)O1,544-97-8,1295-35-8,6476-36-4,,,,,,,,,,108-88-3,,,,,82
819,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC(C)[C@H](OC(=O)C(C)(C)C)\C=C\C1=CC=CC=C1>>CC(C)[C@H](\C=C\C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,1295-35-8,7650-91-1,,,,7778-53-2,,,,,,,75-05-8,,,,,82
820,CC1(C)COB(OC1)B1OCC(C)(C)CO1.CC1=CC=CC(C)=C1[S](=O)C1=CC=C(F)C=C1>>CC1(C)COB(OC1)C1=CC=C(F)C=C1,1295-35-8,286014-38-8,,,,865-48-5,,,,,,,123-91-1,,,,,82
821,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCCCC1=CC=C(C=C1)C(F)=O>>CCCCC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,603-35-0,1295-35-8,,,,7647-14-5,7789-23-3,,,,,,108-88-3,111-65-9,,,,82
822,C(N1C=CC2=CC=CC=C12)C1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC1(C)OB(OC1(C)C)C1=CC2=CC=CC=C2N1CC1=CC=CC=C1,865-48-5,1295-35-8,181422-72-0,,,,,,,,,,108-87-2,,,,,82
823,FC(=O)C1=CC=CC2=C1C=CC=C2.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC2=C1C=CC=C2,603-35-0,1295-35-8,,,,7647-14-5,7789-23-3,,,,,,108-88-3,111-65-9,,,,82
824,COC1=CC=C(O[S](=O)(=O)C2=CC=CC=C2)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,1295-35-8,2622-14-2,,,,7778-53-2,7732-18-5,,,,,,109-99-9,,,,,82
825,O=CC1=CC2=C(C=CC=C2)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC2=C(C=CC=C2)C=C1,1295-35-8,4731-53-7,,,,655-32-3,,,,,,,108-88-3,,,,,82
826,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC1=CC=C(C=C1)[S](=O)(=O)OC1=CC(C)=CC(C)=C1>>CC1=CC(=CC(C)=C1)B1OC(C)(C)C(C)(C)O1,1295-35-8,2622-14-2,,,,7778-53-2,7732-18-5,,,,,,109-99-9,,,,,82
827,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC1=CC=C(C=C1)[S](=O)(=O)OC1=CC(C)=CC(C)=C1>>CC1=CC(=CC(C)=C1)B1OC(C)(C)C(C)(C)O1,680624-03-7,,,,,7778-53-2,7732-18-5,,,,,,109-99-9,,,,,80
828,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.O=C(\C=C\CCCC#CC1=CC=CS1)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)C(\C1=CC=CS1)=C1\CCCC1CC(=O)C1=CC=CC=C1,1295-35-8,2234-97-1,,,,,,,,,,,67-56-1,108-88-3,,,,82
829,CC1(C)COB(OC1)B1OCC(C)(C)CO1.CN(C)C(=O)OC1=CC=C2N(C)C3=CC=CC=C3C2=C1>>CN1C2=CC=CC=C2C2=CC(=CC=C12)B1OCC(C)(C)CO1,19999-87-2,,,,,7778-53-2,12125-02-9,,,,,,108-88-3,110-71-4,7732-18-5,,,82
830,CC1(C)OB(CCl)OC1(C)C.C=C(C[S](=O)(=O)C1=CC=CC=C1)C1=CC=C2OC=COC2=C1>>CC1(C)OB(CCC(=C)C2=CC=C3OC=COC3=C2)OC1(C)C,4411-80-7,19999-87-2,,,,7440-66-6,7447-41-8,,,,,,109-99-9,,,,,82
831,OCCC#C.COB1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(=C)CCO,15629-92-2,,,,,1191-15-7,7732-18-5,,,,,,109-99-9,,,,,82
832,B1OC2=CC=CC=C2O1.C\C=C\C=C>>C\C=C\CCB1OC2=CC=CC=C2O1,14647-23-5,,,,,,,,,,,,109-99-9,,,,,82
833,B1OC2=CC=CC=C2O1.CCCCCCC#C>>CCCCCC\C=C\B1OC2=CC=CC=C2O1,15629-92-2,,,,,,,,,,,,109-99-9,,,,,82
834,CC1(C)OB(OC1(C)C)C=C.OCC1=CC=C(I)C=C1>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(CO)C=C1,1894189-67-3,,,,,37342-97-5,,,,,,,109-99-9,,,,,82
835,FC(=O)C1=CC=C(C=C1)C#N.CC1(C)COB(OC1)B1OCC(C)(C)CO1>>CC1(C)COB(OC1)C1=CC=C(C=C1)C#N,2248551-72-4,,,,,,,,,,,,108-88-3,,,,,82
836,CC1(C)OB(OC1(C)C)C=C.[H][C@]12O[C@H](COC(=O)C3=CC=C(I)C=C3)[C@H](O)[C@@]1([H])OC(C)(C)O2>>[H][C@]12O[C@H](COC(=O)C3=CC=C(C=C3)C(C)B3OC(C)(C)C(C)(C)O3)[C@H](O)[C@@]1([H])OC(C)(C)O2,1894189-67-3,,,,,37342-97-5,,,,,,,109-99-9,,,,,82
837,CC1(C)OB(OC1(C)C)C=C.CC1(C)OB(OC1(C)C)C1=CC(I)=CC=C1>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=CC(=C1)B1OC(C)(C)C(C)(C)O1,1894189-67-3,,,,,37342-97-5,,,,,,,109-99-9,,,,,82
838,CC1=C(C=C)C=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(B1OC(C)(C)C(C)(C)O1)C1=C(C)C=CC=C1,2230171-54-5,,,,,67-56-1,127-08-2,,,,,,108-88-3,,,,,82
840,NCC(F)(F)C(F)(F)F.CC1(C)OB(OC1(C)C)C1=CC=C(Cl)C=C1>>CC1(C)OB(OC1(C)C)C1=CC=C(NCC(F)(F)C(F)(F)F)C=C1,2305954-76-9,,,,,865-48-5,,,,,,,108-88-3,,,,,82
841,C=CC1=CC=CC2=C1C=CC=C2.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=CC2=C1C=CC=C2,865-47-4,2020384-21-6,,,,,,,,,,,108-88-3,,,,,82
842,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CC1=CC=CC(=C1)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC(=C1)C(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,2073878-16-5,,,,,120144-90-3,,,,,,,5614-37-9,,,,,82
843,NC1=C(F)C=CC(Cl)=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC(N)=C(F)C=C1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,81
844,NC1=C(F)C=CC(Cl)=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC(N)=C(F)C=C1,19232-05-4,,,,,13400-13-0,,,,,,,109-99-9,,,,,81
845,COC1=CC(Cl)=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=CC(=C1)B1OC(C)(C)C(C)(C)O1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,81
846,CC(=O)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,81
847,CC(=O)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,19232-05-4,,,,,13400-13-0,,,,,,,109-99-9,,,,,81
849,COC1=CC=C(C=C1)C(=C)C(F)(F)F.CC1(C)OB(OC1(C)C)\C=C\CCCCl>>COC1=CC=C(C=C1)C(CC(CCCCCl)B1OC(C)(C)C(C)(C)O1)=C(F)F,4411-80-7,7789-24-4,29046-78-4,,,998-30-1,,,,,,,67-68-5,,,,,81
851,CC1(C)COB(OC1)B1OCC(C)(C)CO1.FC(F)(F)C1=CC=C(OC2=CC=CC=N2)C=C1>>CC1(C)COB(OC1)C1=CC=C(C=C1)C(F)(F)F,29046-78-4,58656-04-5,,,,7778-53-2,,,,,,,110-71-4,,,,,81
853,[H+].C([CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1)C1=CC=CC=N1.[O-]2C1=CC=CC=C1[O-]3.BrC1=CC=C(C=C1)B1NC2=CC=CC=C2C=C1>>C(CC1=CC=CC=N1)C1=CC=C(C=C1)B1NC2=CC=CC=C2C=C1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,81
854,CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1.[H+].CC(C)NC(C)C.C([CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1)C1=CC=CC=N1.[O-]2C1=CC=CC=C1[O-]3>>CC1(C)OB(OC1(C)C)C1=CC=C(CCC2=CC=CC=N2)C=C1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,81
855,CCC(Cl)B1OC(C)(C)C(C)(C)O1.C[Si](C)(C)C1=CC=C(C=C1)C(=C)C(F)(F)F>>CCC(CC(=C(F)F)C1=CC=C(C=C1)[Si](C)(C)C)B1OC(C)(C)C(C)(C)O1,28923-39-9,36697-72-0,,,,7440-66-6,7447-41-8,,,,,,872-50-4,,,,,81
861,CC1(C)OB(CCC=C)OC1(C)C.CC1=C(C=C(I)C=C1)C(=O)C1=CC=C(S1)C1=CC=C(F)C=C1>>CCC[C@@H](B1OC(C)(C)C(C)(C)O1)C1=CC(C(=O)C2=CC=C(S2)C2=CC=C(F)C=C2)=C(C)C=C1,4411-80-7,312696-09-6,,,,7681-11-0,7789-23-3,998-30-1,7732-18-5,,,,75-05-8,127-19-5,,,,81
