id,smilesRXN,c1,c2,c3,c4,c5,r1,r2,r3,r4,r5,r6,r7,s1,s2,s3,s4,s5,y1
1,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.COC1=CC(OC)=C(CNC2=NN=C(C)C3=C2C=CC(=C3)C2=CC(Cl)=C(C=C2)C(F)(F)F)C=C1>>COC1=CC(OC)=C(CNC2=NN=C(C)C3=C2C=CC(=C3)C2=CC(B3OC(C)(C)C(C)(C)O3)=C(C=C2)C(F)(F)F)C=C1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,100
2,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.COC1=CC(OC)=C(CNC2=NN=C(C)C3=C2C=CC(=C3)C2=CN=C(C(Cl)=C2)C(F)(F)F)C=C1>>COC1=CC(OC)=C(CNC2=NN=C(C)C3=C2C=CC(=C3)C2=CC(B3OC(C)(C)C(C)(C)O3)=C(N=C2)C(F)(F)F)C=C1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,100
3,C1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC=C1,865-48-5,1295-35-8,181422-72-0,,,,,,,,,,71-43-2,,,,,100
4,C=C.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(CCB2OC(C)(C)C(C)(C)O2)OC1(C)C,1295-35-8,940934-47-4,,,,121-44-8,865-34-9,,,,,,108-88-3,109-99-9,,,,100
5,BrC1=CC=CS1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CS1,12150-46-8,14647-23-5,,,,121-44-8,,,,,,,108-88-3,,,,,100
6,BrC1=CC=CS1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CS1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,95
7,BrC1=CC=C(Br)S1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=C(S1)B1OCC(C)(C)CO1,12150-46-8,14647-23-5,,,,121-44-8,,,,,,,108-88-3,,,,,100
8,FC1=C(I)C=CC=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=C(F)C=CC=C1,12150-46-8,14647-23-5,,,,121-44-8,,,,,,,108-88-3,,,,,100
9,FC1=C(I)C=CC=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=C(F)C=CC=C1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,91
10,COC1=C(I)C=CC=C1.CC1(C)COBOC1>>COC1=C(C=CC=C1)B1OCC(C)(C)CO1,12150-46-8,14647-23-5,,,,121-44-8,,,,,,,108-88-3,,,,,100
11,COC1=C(I)C=CC=C1.CC1(C)COBOC1>>COC1=C(C=CC=C1)B1OCC(C)(C)CO1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,96
12,COC(=O)C1=C(I)C=CC=C1.CC1(C)COBOC1>>COC(=O)C1=C(C=CC=C1)B1OCC(C)(C)CO1,12150-46-8,14647-23-5,,,,121-44-8,,,,,,,108-88-3,,,,,100
13,COC(=O)C1=C(I)C=CC=C1.CC1(C)COBOC1>>COC(=O)C1=C(C=CC=C1)B1OCC(C)(C)CO1,603-35-0,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,90
14,COC1=CC=C(I)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,100
15,COC1=CC=C(I)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1,1663-45-2,14647-23-5,,,,121-44-8,12125-02-9,,,,,,108-88-3,7732-18-5,,,,98
16,CC1=C(Cl)C=CC=C1.CC1(C)COBOC1>>CC1=C(C=CC=C1)B1OCC(C)(C)CO1,12150-46-8,14647-23-5,,,,121-44-8,,,,,,,108-88-3,,,,,100
17,ClC1=CC=CS1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CS1,12150-46-8,14647-23-5,,,,121-44-8,,,,,,,108-88-3,,,,,100
18,ClC1=CC=CS1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CS1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,92
20,COC(=O)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,19232-05-4,,,,,13400-13-0,,,,,,,108-88-3,,,,,99
21,COC(=O)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,99
26,CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1.[H+].CC(C)NC(C)C.C1CC[CH-](CC1)[Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1CCCCC1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,99
28,CC(=C)C(C)=C.CC1(C)OB(OC1(C)C)C1=CC=C(C=C(Cl)Cl)C=C1>>CC1=C(C)CC(C1)=CC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,28923-39-9,2365168-22-3,,,,7440-66-6,,,,,,,872-50-4,,,,,99
29,CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1.CCOC(=O)C1=C(C)NC(C)=C(C1C(=O)N[C@@H](C)C(=O)OC)C(=O)OCC>>COC(=O)[C@H](C)NC(=O)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,17217-57-1,29046-78-4,1627576-09-3,,,497-19-8,,,,,,,109-99-9,,,,,99
33,CC1(C)OB(CBr)OC1(C)C.CC1=CC(Br)=CC(O[S](=O)(=O)C(F)(F)F)=C1[Si](C)(C)C>>CC1=CC(CB2OC(C)(C)C(C)(C)O2)=CC(O[S](=O)(=O)C(F)(F)F)=C1[Si](C)(C)C,72914-19-3,312696-09-6,,,,7440-66-6,,,,,,,109-99-9,7226-23-5,,,,99
34,CC1(C)OB(CBr)OC1(C)C.CC1=CC(Br)=CC(O[S](=O)(=O)C(F)(F)F)=C1[Si](C)(C)C>>CC1=CC(CB2OC(C)(C)C(C)(C)O2)=CC(O[S](=O)(=O)C(F)(F)F)=C1[Si](C)(C)C,72914-19-3,312696-09-6,,,,7440-66-6,,,,,,,109-99-9,7226-23-5,,,,99
35,C1CC=CC=C1.CC1(C)OB(OC1(C)C)[Si](C)(C)C1=CC=CC=C1>>CC1(C)OB(OC1(C)C)[C@H]1CC[C@H](C=C1)[Si](C)(C)C1=CC=CC=C1,3264-82-2,6372-42-5,,,,1191-15-7,,,,,,,108-88-3,,,,,99
37,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.C[C@@H](OC(=O)C(C)(C)C)\C=C\C1=CC=CC=C1>>C[C@H](\C=C\C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,1295-35-8,221462-97-1,,,,7778-53-2,,,,,,,71-43-2,,,,,99
38,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.C[C@@H](OC(=O)C(C)(C)C)\C=C\C1=CC=CC=C1>>C[C@H](\C=C\C1=CC=CC=C1)B1OC(C)(C)C(C)(C)O1,1295-35-8,221462-97-1,,,,7778-53-2,,,,,,,108-88-3,,,,,99
39,CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.CCC#CCN(CC=C)[S](=O)(=O)C1=CC=C(C)C=C1>>[H][C@@]12CN(CC1=C(CC)[C@H](C(=C2)B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C)[S](=O)(=O)C1=CC=C(C)C=C1,1295-35-8,2622-14-2,,,,,,,,,,,108-88-3,,,,,99
40,CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.CCCCC#CC1=CC=C(OC)C=C1>>CCCC\C(B1OC(C)(C)C(C)(C)O1)=C(\C#C[Si](C)(C)C)C1=CC=C(OC)C=C1,1295-35-8,2622-14-2,,,,,,,,,,,108-88-3,,,,,99
41,CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.CC1=CC=C(C=C1)C#CCCCC=C>>[H][C@@]12CCCC1=C([C@H](C(=C2)B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C)C1=CC=C(C)C=C1,1295-35-8,2622-14-2,,,,,,,,,,,108-88-3,,,,,99
42,CC1(C)OB(OC1(C)C)C#C[Si](C)(C)C.FC1=CC=C(C=C1)C#CCCCC=C>>[H][C@@]12CCCC1=C([C@H](C(=C2)B1OC(C)(C)C(C)(C)O1)[Si](C)(C)C)C1=CC=C(F)C=C1,1295-35-8,2622-14-2,,,,,,,,,,,108-88-3,,,,,99
43,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.C=CC1=CC=C(C=C1)C1OCCO1>>CC1(C)OB(CCC2=CC=C(C=C2)C2OCCO2)OC1(C)C,1295-35-8,2622-14-2,,,,7732-18-5,,,,,,,108-88-3,,,,,99
45,FC1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1=CC=CC=C1,1295-35-8,2622-14-2,7681-65-4,,,13400-13-0,,,,,,,108-88-3,,,,,99
46,FC1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C1=CC=CC=C1,1295-35-8,2622-14-2,7681-65-4,,,13400-13-0,12125-02-9,,,,,,108-88-3,60-29-7,7732-18-5,,,99
47,CCCC[Sn](CCCC)(CCCC)C#CC1=CC=CC=C1.CC(C)N(B(Cl)OCCC#CC1=CC=CC=C1)C(C)C>>CC(C)N(B1OCC\C1=C(/C#CC1=CC=CC=C1)C1=CC=CC=C1)C(C)C,603-35-0,1295-35-8,,,,,,,,,,,108-88-3,,,,,99
48,CCCC[Sn](CCCC)(CCCC)C#CC1=CC=CC=C1.CC(C)N(B(Cl)OC(CC#CC1=CC=CC=C1)C1=CC=CC=C1)C(C)C>>CC(C)N(B1OCC\C1=C(/C#CC1=CC=CC=C1)C1=CC=CC=C1)C(C)C,603-35-0,1295-35-8,,,,103-50-4,,,,,,,108-88-3,,,,,99
49,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.[O-][S](=O)(=O)C(F)(F)F.COC1=CC=C(C=C1)[N+](C)(C)C>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,1295-35-8,181422-72-0,,,,865-47-4,,,,,,,108-88-3,110-80-5,,,,99
50,CC1=CC=C([Mg]Br)C=C1.CC(C)(C)C1=CC(=C(B2C3=CC=C(Cl)C=C3C=CC3=CC(Cl)=CC=C23)C(=C1)C(C)(C)C)C(C)(C)C>>CC1=CC=C(C=C1)C1=CC=C2B(C3=CC=C(C=C3C=CC2=C1)C1=CC=C(C)C=C1)C1=C(C=C(C=C1C(C)(C)C)C(C)(C)C)C(C)(C)C,15629-92-2,,,,,,,,,,,,109-99-9,,,,,99
51,B1OC2=CC=CC=C2O1.CCSC#CC>>CCS\C=C(/C)B1OC2=CC=CC=C2O1,14647-23-5,,,,,,,,,,,,71-43-2,,,,,99
52,CC1CC(C)(C)OBO1.IC1=CC=CC(=C1)C#N>>CC1CC(C)(C)OB(O1)C1=CC(=CC=C1)C#N,12150-46-8,15629-92-2,,,,121-44-8,,,,,,,108-88-3,,,,,99
53,C=CC1=CC=C(OCC2=CC=CC=C2)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=C(OCC2=CC=CC=C2)C=C1,2230171-54-5,,,,,67-56-1,127-08-2,,,,,,108-88-3,,,,,99
54,FC(F)(F)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C(F)(F)F,2307606-21-7,,,,,127-09-3,,,,,,,108-87-2,,,,,99
55,FC(F)(F)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C(F)(F)F,2307606-22-8,,,,,127-09-3,,,,,,,108-87-2,,,,,99
56,FC(F)(F)C1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=C(C=C1)C(F)(F)F,2307606-23-9,,,,,127-09-3,,,,,,,108-87-2,,,,,99
58,CC1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,2073878-15-4,,,,,120144-90-3,,,,,,,5614-37-9,,,,,99
59,CC1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,2073878-16-5,,,,,120144-90-3,,,,,,,5614-37-9,,,,,99
60,COC1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,2307606-21-7,,,,,127-09-3,,,,,,,108-87-2,,,,,99
61,COC1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,19232-05-4,,,,,13400-13-0,56859-55-3,,,,,,109-99-9,,,,,98
62,COC1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,603-35-0,1295-35-8,,,,7087-68-5,,,,,,,67-56-1,,,,,97
63,COC1=CC=C(Cl)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,19232-05-4,,,,,13400-13-0,,,,,,,109-99-9,,,,,93
64,ClC1=CN=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CN=CC=C1,2307606-21-7,,,,,127-09-3,,,,,,,108-87-2,,,,,99
65,C=CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,865-47-4,2020384-21-6,,,,,,,,,,,108-88-3,,,,,99
66,C=CC1=CC=CC=C1.CC1(C)OBOC1(C)C>>CC(B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,7440-09-7,2260749-13-9,,,,,,,,,,,109-99-9,,,,,98
67,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCCCCCOC1=C(OCCCCCC)C2=C(SC(=C2)C2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)C2=C1C=C(Br)S2>>CCCCCCOC1=C(OCCCCCC)C2=C(SC(=C2)C2=CC=C(C=C2)N(C2=CC=CC=C2)C2=CC=CC=C2)C2=C1C=C(S2)B1OC(C)(C)C(C)(C)O1,67292-34-6,,,,,127-08-2,,,,,,,123-91-1,,,,,99
70,CC1(C)OB(OC1(C)C)C1=CSC=C1Br.[H+].CC(C)NC(C)C.[H][C@-]1(C[C@H]2CC[C@@H]1C2)[Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>CC1(C)OB(OC1(C)C)C1=CSC=C1C1CC2CCC1C2,29046-78-4,72914-19-3,2064225-11-0,,,,,,,,,,109-99-9,68-12-2,,,,98
73,CC1(C)OB(OC1(C)C)C1=CC(Br)=CC=C1.[H+].CC(C)NC(C)C.C(CNC1=CC=CC=C1)[CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>CC1(C)OB(OC1(C)C)C1=CC(CCCNC2=CC=CC=C2)=CC=C1,29046-78-4,72914-19-3,2064225-11-0,,,,,,,,,,109-99-9,68-12-2,,,,98
74,CC1(C)OB(OC1(C)C)C1=CC=C(Br)C=C1.[H+].CC(C)NC(C)C.CCCCC[CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>CCCCCCC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,98
78,CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1.CCC(Cl)C1=CC=CC=C1>>CC[C@@H](B1OC(C)(C)C(C)(C)O1)C1=CC=CC=C1,29046-78-4,1126519-07-0,,,,60-12-8,865-47-4,,,,,,110-71-4,5614-37-9,,,,98
79,CCCCCC[C@@H](C)OCC1=C(CO[C@H](C)CCCCCC)C(C)=C([N+]#[C-])C([N+]#[C-])=C1C.CC1=C([N+]#[C-])C([N+]#[C-])=C(C=C1)B1OC(C)(C)C(C)(C)O1>>CC1=C([N+]#[C-])C([N+]#[C-])=C(C=C1)B1OC(C)(C)C(C)(C)O1.CCCCCC[C@@H](C)OCC1=C(CO[C@H](C)CCCCCC)C(C)=C([N+]#[C-])C([N+]#[C-])=C1C,594-09-2,141643-71-2,,,,16940-66-2,,,,,,,109-99-9,7732-18-5,,,,98
82,CC[Si](CC)(CC)B1OC(C)(C)C(C)(C)O1.CC(C)(C)C(=O)OC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1>>CC[Si](CC)(CC)C1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,1295-35-8,2622-14-2,7789-19-7,,,13400-13-0,,,,,,,108-88-3,,,,,98
83,CCCC[Sn](CCCC)(CCCC)C#CCCC.CCC(CC#CC1=CC=CC=C1)OB(Cl)N(C(C)C)C(C)C>>CCCC#C\C(CC)=C1/CCOB1N(C(C)C)C(C)C,603-35-0,1295-35-8,,,,103-50-4,,,,,,,108-88-3,,,,,98
84,CCCC[Sn](CCCC)(CCCC)C#CCCC.CCC#CCCOB(Cl)N(C(C)C)C(C)C>>CCCC#C\C(CC)=C1/CCOB1N(C(C)C)C(C)C,603-35-0,1295-35-8,,,,,,,,,,,108-88-3,,,,,98
85,CC1=CC=C(C=C1)[S](=O)(=O)N1CC(=O)C1.[K+].COC1=CC=C(C=C1)C#[C-][B+3]([F-])([F-])[F-]>>[K+].COC1=CC=C(C=C1)C1=[C-](C(=O)CN(C1)[S](=O)(=O)C1=CC=C(C)C=C1)[B+3]([F-])([F-])[F-],603-35-0,1295-35-8,,,,,,,,,,,123-91-1,,,,,98
86,COC1=CC=C(Br)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,98
87,COC1=CC=C(Br)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1,6737-42-4,15629-92-2,,,,121-44-8,12125-02-9,,,,,,100-66-3,7732-18-5,,,,94
88,COC1=CC=C(Br)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1,6737-42-4,15629-92-2,,,,121-44-8,12125-02-9,,,,,,108-88-3,7732-18-5,,,,90
89,CC1=CC=CC(O[S](C)(=O)=O)=C1.CC1(C)COBOC1>>CC1=CC=CC(=C1)B1OCC(C)(C)CO1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,98
90,B1OC2=CC=CC=C2O1.CCOC#CC>>CCO\C=C(/C)B1OC2=CC=CC=C2O1,14647-23-5,,,,,,,,,,,,71-43-2,,,,,98
91,BrC1=CC2=C(C=CC=C2)C=C1.CC1CC(C)(C)OBO1>>CC1CC(C)(C)OB(O1)C1=CC2=C(C=CC=C2)C=C1,12150-46-8,15629-92-2,,,,121-44-8,,,,,,,108-88-3,,,,,98
92,CC1=C(I)C=CC=C1.CC1CC(C)(C)OBO1>>CC1CC(C)(C)OB(O1)C1=C(C)C=CC=C1,12150-46-8,15629-92-2,,,,121-44-8,,,,,,,108-88-3,,,,,98
93,COC1=CC=C(Cl)C=C1.CC1(C)COBOC1>>COC1=CC=C(C=C1)B1OCC(C)(C)CO1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,98
94,[H+].C1CC[CH-](CC1)[Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3.BrC1=CC=C(C=C1)B1NC2=CC=CC=C2C=C1>>C1CCC(CC1)C1=CC=C(C=C1)B1NC2=CC=CC=C2C=C1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,97
96,[H+].CCCCC[CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3.BrC1=C(C=CC=C1)B1NC2=CC=CC=C2C=C1>>CCCCCCC1=C(C=CC=C1)B1NC2=CC=CC=C2C=C1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,97
98,C=CC1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(CCC2=CC=CC=C2)OC1(C)C,1295-35-8,13716-12-6,,,,,,,,,,,67-56-1,108-88-3,,,,97
99,CC(C)=CCC\C(C)=C\COC(C)=O.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(C)=CCC\C(C)=C\CB1OC(C)(C)C(C)(C)O1,1295-35-8,2622-14-2,,,,,,,,,,,141-78-6,,,,,97
100,CC(C)=CCC\C(C)=C\COC(C)=O.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC(C)=CCC\C(C)=C\CB1OC(C)(C)C(C)(C)O1,1295-35-8,2622-14-2,,,,,,,,,,,141-78-6,,,,,96
101,C[S](=O)(=O)OC1=CC=CC=C1.CC1(C)COBOC1>>CC1(C)COB(OC1)C1=CC=CC=C1,12150-46-8,15629-92-2,,,,121-44-8,7440-66-6,12125-02-9,,,,,108-88-3,7732-18-5,,,,97
102,CC1=C(I)C=CC=C1.CC1(C)COBOC1>>CC1=C(C=CC=C1)B1OCC(C)(C)CO1,12150-46-8,14647-23-5,,,,121-44-8,,,,,,,108-88-3,,,,,97
103,COC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)C(C)B1OC(C)(C)C(C)(C)O1,14647-23-5,,,,,67-56-1,127-08-2,,,,,,108-88-3,,,,,97
104,COC1=CC=C(C=C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)C(C)B1OC(C)(C)C(C)(C)O1,2230171-54-5,,,,,67-56-1,127-08-2,,,,,,108-88-3,,,,,88
105,BrC1=CC=CC=C1.CC1(C)COB(OC1)B1OCC(C)(C)CO1>>CC1(C)COB(OC1)C1=CC=CC=C1,1962167-57-2,,,,,865-33-8,7732-18-5,,,,,,123-91-1,,,,,97
107,ClC1=CC=CC=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>CC1(C)OB(OC1(C)C)C1=CC=CC=C1,2307606-21-7,,,,,127-09-3,,,,,,,108-87-2,,,,,97
108,COC1=CC=C(C)C=C1.CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1>>COC1=CC=C(C=C1)C(B1OC(C)(C)C(C)(C)O1)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,2073878-16-5,,,,,120144-90-3,,,,,,,5614-37-9,,,,,97
111,CC1(C)OB(OC1(C)C)C1=CC(Br)=CC(F)=C1.[H+].CC(C)NC(C)C.C(CNC1=CC=CC=C1)[CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>CC1(C)OB(OC1(C)C)C1=CC(CCCNC2=CC=CC=C2)=CC(F)=C1,29046-78-4,72914-19-3,2064225-11-0,,,,,,,,,,109-99-9,68-12-2,,,,96
112,COC1=CC=C(C=C1)C(=C)C(F)(F)F.CCCC\C=C\B1NC2=CC=CC3=C2C(N1)=CC=C3>>CCCCCC(CC(=C(F)F)C1=CC=C(OC)C=C1)B1NC2=CC=CC3=C2C(N1)=CC=C3,4411-80-7,7789-24-4,29046-78-4,,,998-30-1,,,,,,,67-68-5,,,,,96
113,CC(C)(C)OC(=O)N1CCC[C@H]1C(O)=O.CC1(C)OB(OC1(C)C)C1=CC=C(I)C=C1>>CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)OC1=CC=C(C=C1)B1OC(C)(C)C(C)(C)O1,29046-78-4,904691-00-5,,,,14610-37-8,,,,,,,67-68-5,,,,,96
114,BrC1=CC2=CC=CC=C2NB1C1=CC=CC=C1.[H+].[H][C@-]1(C[C@H]2CC[C@@H]1C2)[Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>[H][C@]1(C[C@H]2CC[C@@H]1C2)C1=CC2=CC=CC=C2NB1C1=CC=CC=C1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,96
115,BrC1=CC2=CC=CC=C2NB1C1=CC=CC=C1.[H+].CC(=O)NCC[CH2-][Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3>>CC(=O)NCCCC1=CC2=CC=CC=C2NB1C1=CC=CC=C1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,96
116,CC(C)(C)OC(=O)N1CCC(I)CC1.FC1=CC=C(C=C1)B1NC2=CC=CC=C2C=C1Br>>CC(C)(C)OC(=O)N1CCC(CC1)C1=CC2=CC=CC=C2NB1C1=CC=C(F)C=C1,1134-35-6,29046-78-4,,,,536-75-4,7439-96-5,13755-29-8,,,,,110-82-7,127-19-5,,,,96
118,[H+].[H][C@-]1(C[C@H]2CC[C@@H]1C2)[Si+4]123[O-]C4=CC=CC=C4[O-]1.[O-]2C1=CC=CC=C1[O-]3.BrC1=CC=C(C=C1)B1NC2=CC=CC=C2C=C1>>[H][C@@]1(C[C@@H]2CC[C@H]1C2)C1=CC=C(C=C1)B1NC2=CC=CC=C2C=C1,29046-78-4,72914-19-3,60804-74-2,,,,,,,,,,109-99-9,68-12-2,,,,96
