,IncNodePurity,Features
RCTB_BalabanJ,720.767938734618,RCTB_BalabanJ
PRO_Chi1v,712.40580740838,PRO_Chi1v
PRO_PEOE_VSA14,707.550277472919,PRO_PEOE_VSA14
PRO_SMR_VSA10,702.166849966398,PRO_SMR_VSA10
RCTB_BertzCT,698.861949024942,RCTB_BertzCT
CAT_Chi0v,697.736322204933,CAT_Chi0v
RCTB_BCUT2D_MRHI,693.123056548945,RCTB_BCUT2D_MRHI
RCTB_FpDensityMorgan1,691.979624611426,RCTB_FpDensityMorgan1
CAT_VSA_EState6,691.972526006313,CAT_VSA_EState6
RCTB_VSA_EState8,691.014370498204,RCTB_VSA_EState8
CAT_SMR_VSA5,689.299011272799,CAT_SMR_VSA5
PRO_MolMR,687.598651993778,PRO_MolMR
RCTB_LabuteASA,683.953967747837,RCTB_LabuteASA
RCTB_EState_VSA8,679.726831539523,RCTB_EState_VSA8
CAT_SMR_VSA1,671.440812610943,CAT_SMR_VSA1
PRO_Chi0v,666.610162476384,PRO_Chi0v
CAT_TPSA,657.674611480452,CAT_TPSA
CAT_VSA_EState7,650.119064274077,CAT_VSA_EState7
RCTB_VSA_EState7,637.996898230963,RCTB_VSA_EState7
PRO_PEOE_VSA6,636.327366592177,PRO_PEOE_VSA6
RCTB_MolWt,630.039931224028,RCTB_MolWt
CAT_HeavyAtomMolWt,620.520231347786,CAT_HeavyAtomMolWt
RCTB_HeavyAtomMolWt,620.417921937553,RCTB_HeavyAtomMolWt
RCTB_MolLogP,619.961051511999,RCTB_MolLogP
RCTB_Chi0v,619.855600907021,RCTB_Chi0v
RCTB_VSA_EState5,616.916339646187,RCTB_VSA_EState5
PRO_PEOE_VSA9,599.027060915066,PRO_PEOE_VSA9
PRO_BCUT2D_MRHI,596.338759637408,PRO_BCUT2D_MRHI
CAT_FpDensityMorgan3,592.203218962033,CAT_FpDensityMorgan3
PRO_FractionCSP3,588.181233594857,PRO_FractionCSP3
CAT_MaxAbsEStateIndex,582.037167532374,CAT_MaxAbsEStateIndex
PRO_NumHeteroatoms,579.606401676743,PRO_NumHeteroatoms
CAT_VSA_EState2,571.966228119756,CAT_VSA_EState2
CAT_MaxEStateIndex,568.87942925488,CAT_MaxEStateIndex
CAT_VSA_EState9,566.335468622046,CAT_VSA_EState9
RCTB_SlogP_VSA6,565.36347853772,RCTB_SlogP_VSA6
CAT_EState_VSA9,561.24936415833,CAT_EState_VSA9
CAT_PEOE_VSA7,556.427626296559,CAT_PEOE_VSA7
RCTB_Chi4n,555.92849803081,RCTB_Chi4n
RCTB_163,540.280444801284,RCTB_163
CAT_NumValenceElectrons,537.500733638412,CAT_NumValenceElectrons
PRO_SMR_VSA7,532.022970948224,PRO_SMR_VSA7
RCTB_EState_VSA9,528.067319766001,RCTB_EState_VSA9
RCTB_Chi0n,527.148646254353,RCTB_Chi0n
RCTB_SMR_VSA1,526.34670946577,RCTB_SMR_VSA1
RCTB_Chi0,524.024603050655,RCTB_Chi0
CAT_193,513.340716579765,CAT_193
PRO_BCUT2D_MWLOW,512.800920013205,PRO_BCUT2D_MWLOW
RCTB_116,510.152082269228,RCTB_116
RCTB_Chi1,508.646701809987,RCTB_Chi1
RCTB_Chi4v,498.791122535738,RCTB_Chi4v
CAT_VSA_EState8,498.74828944318,CAT_VSA_EState8
RCTB_FractionCSP3,498.329722623302,RCTB_FractionCSP3
CAT_Kappa2,495.109451114861,CAT_Kappa2
CAT_Chi3n,489.346866815547,CAT_Chi3n
CAT_114,487.948692811246,CAT_114
PRO_SlogP_VSA3,485.550556159381,PRO_SlogP_VSA3
CAT_BalabanJ,481.515710087772,CAT_BalabanJ
RCTB_174,478.320337853739,RCTB_174
PRO_NumValenceElectrons,477.19859864156,PRO_NumValenceElectrons
CAT_188,473.488885448262,CAT_188
PRO_BCUT2D_MWHI,471.673966006198,PRO_BCUT2D_MWHI
RCTB_Chi1v,469.263744350211,RCTB_Chi1v
RCTB_Chi2v,468.397805376449,RCTB_Chi2v
RCTB_Chi1n,465.692316248859,RCTB_Chi1n
RCTB_Chi3v,464.783263284975,RCTB_Chi3v
CAT_Chi0,459.120585069265,CAT_Chi0
PRO_80,451.496081843442,PRO_80
RCTB_SlogP_VSA4,450.31863783247,RCTB_SlogP_VSA4
PRO_SlogP_VSA2,443.555902105254,PRO_SlogP_VSA2
CAT_Kappa3,435.612080448616,CAT_Kappa3
CAT_NumHAcceptors,431.927755273704,CAT_NumHAcceptors
PRO_67,431.560024808017,PRO_67
CAT_LabuteASA,431.442548145301,CAT_LabuteASA
CAT_SMR_VSA4,431.299973440484,CAT_SMR_VSA4
RCTB_SMR_VSA5,425.276475016076,RCTB_SMR_VSA5
RCTB_Chi3n,423.996272061599,RCTB_Chi3n
CAT_MolLogP,415.621061620638,CAT_MolLogP
CAT_SlogP_VSA8,414.60290509087,CAT_SlogP_VSA8
CAT_PEOE_VSA8,411.72530948214,CAT_PEOE_VSA8
RCTB_HeavyAtomCount,398.562664304337,RCTB_HeavyAtomCount
CAT_Chi4n,392.841135387075,CAT_Chi4n
CAT_VSA_EState4,392.596931163149,CAT_VSA_EState4
CAT_MolMR,388.848859251017,CAT_MolMR
CAT_VSA_EState5,386.261691080703,CAT_VSA_EState5
RCTB_141,385.097415996274,RCTB_141
RCTB_Chi2n,384.708584867089,RCTB_Chi2n
CAT_131,384.374876919596,CAT_131
PRO_237,380.240299384539,PRO_237
CAT_PEOE_VSA2,378.477706206965,CAT_PEOE_VSA2
CAT_Chi2n,376.735380041498,CAT_Chi2n
PRO_SlogP_VSA4,370.304190296155,PRO_SlogP_VSA4
PRO_EState_VSA10,360.720980303299,PRO_EState_VSA10
RCTB_SlogP_VSA3,360.645259590825,RCTB_SlogP_VSA3
RCTB_NumValenceElectrons,353.738709318362,RCTB_NumValenceElectrons
RCTB_TPSA,353.533393228022,RCTB_TPSA
PRO_VSA_EState3,353.078247051583,PRO_VSA_EState3
RCTB_SlogP_VSA2,346.012197300097,RCTB_SlogP_VSA2
RCTB_212,343.684223573739,RCTB_212
CAT_Chi0n,342.884239219704,CAT_Chi0n
CAT_EState_VSA1,337.04094429,CAT_EState_VSA1
PRO_NumAliphaticRings,333.967290472237,PRO_NumAliphaticRings
RCTB_96,331.306591877256,RCTB_96
CAT_SMR_VSA9,326.777983048844,CAT_SMR_VSA9
PRO_46,321.96799124215,PRO_46
CAT_Chi1,321.584852774641,CAT_Chi1
PRO_202,318.694677192344,PRO_202
PRO_NOCount,315.95514915788,PRO_NOCount
CAT_SlogP_VSA5,314.00552392455,CAT_SlogP_VSA5
PRO_157,310.42295123716,PRO_157
PRO_TPSA,299.958005849851,PRO_TPSA
CAT_fr_Ar_N,299.03642161359,CAT_fr_Ar_N
PRO_PEOE_VSA1,298.177723416368,PRO_PEOE_VSA1
PRO_BCUT2D_MRLOW,297.425096015509,PRO_BCUT2D_MRLOW
CAT_FpDensityMorgan2,296.807694788574,CAT_FpDensityMorgan2
CAT_SlogP_VSA2,289.085057015028,CAT_SlogP_VSA2
CAT_FpDensityMorgan1,288.859242420272,CAT_FpDensityMorgan1
CAT_NumAromaticHeterocycles,287.576842101165,CAT_NumAromaticHeterocycles
CAT_SlogP_VSA3,286.354556942273,CAT_SlogP_VSA3
CAT_HeavyAtomCount,285.493594091268,CAT_HeavyAtomCount
PRO_SlogP_VSA6,281.472494366335,PRO_SlogP_VSA6
CAT_NumRotatableBonds,278.947182654802,CAT_NumRotatableBonds
CAT_EState_VSA10,277.754063402076,CAT_EState_VSA10
ADD..B...CC..CC.CC..Na...O.O,276.218803962861,ADD..B...CC..CC.CC..Na...O.O
CAT_PEOE_VSA1,272.935873199812,CAT_PEOE_VSA1
RCTB_SlogP_VSA8,269.721178474576,RCTB_SlogP_VSA8
PRO_105,263.304434071431,PRO_105
PRO_141,262.242074623553,PRO_141
PRO_SlogP_VSA8,260.344115023861,PRO_SlogP_VSA8
CAT_Chi1n,260.149826727892,CAT_Chi1n
CAT_201,257.842096705604,CAT_201
CAT_MinPartialCharge,257.4570051601,CAT_MinPartialCharge
CAT_PEOE_VSA6,252.885860883531,CAT_PEOE_VSA6
CAT_175,251.807682137436,CAT_175
RCTB_NumRotatableBonds,250.664676838866,RCTB_NumRotatableBonds
PRO_HeavyAtomCount,248.677474686603,PRO_HeavyAtomCount
RCTB_SMR_VSA9,246.880458193822,RCTB_SMR_VSA9
CAT_SlogP_VSA1,245.583393448817,CAT_SlogP_VSA1
CAT_NumHeteroatoms,243.37804286408,CAT_NumHeteroatoms
PRO_BCUT2D_LOGPLOW,240.308102533519,PRO_BCUT2D_LOGPLOW
CAT_EState_VSA2,239.19441481606,CAT_EState_VSA2
CAT_fr_halogen,232.498049796903,CAT_fr_halogen
CAT_91,231.240573695753,CAT_91
CAT_214,230.38660129939,CAT_214
PRO_102,228.944885444157,PRO_102
RCTB_241,228.410071040057,RCTB_241
CAT_EState_VSA8,228.137913244179,CAT_EState_VSA8
CAT_212,225.1408783278,CAT_212
CAT_64,224.173166687085,CAT_64
CAT_SMR_VSA3,223.970788293557,CAT_SMR_VSA3
PRO_SMR_VSA6,222.943209900499,PRO_SMR_VSA6
PRO_SMR_VSA4,222.046785647357,PRO_SMR_VSA4
CAT_NOCount,221.51429773793,CAT_NOCount
PRO_VSA_EState2,215.64478586103,PRO_VSA_EState2
PRO_SlogP_VSA1,213.68806597466,PRO_SlogP_VSA1
CAT_fr_pyridine,212.010914907079,CAT_fr_pyridine
CAT_MinAbsPartialCharge,205.670813683556,CAT_MinAbsPartialCharge
RCTB_86,203.227640837482,RCTB_86
RCTB_VSA_EState3,199.447257518411,RCTB_VSA_EState3
RCTB_216,198.388292091433,RCTB_216
PRO_NumHAcceptors,197.779236912563,PRO_NumHAcceptors
PRO_93,194.277759226896,PRO_93
RCTB_NOCount,191.160544123136,RCTB_NOCount
CAT_15,187.294707902687,CAT_15
PRO_249,186.371097036085,PRO_249
CAT_116,185.601855178716,CAT_116
PRO_215,183.950137520861,PRO_215
PRO_216,180.379606366623,PRO_216
SOL.CC1.CC.CC.C1.C1CCOC1,179.567180065074,SOL.CC1.CC.CC.C1.C1CCOC1
CAT_125,175.901854581958,CAT_125
RCTB_PEOE_VSA1,175.18566585833,RCTB_PEOE_VSA1
CAT_SMR_VSA6,175.097907195695,CAT_SMR_VSA6
RCTB_183,172.226973399659,RCTB_183
RCTB_147,171.043938680548,RCTB_147
RCTB_EState_VSA7,169.939453375532,RCTB_EState_VSA7
CAT_152,169.78928631494,CAT_152
RCTB_fr_para_hydroxylation,169.758746524054,RCTB_fr_para_hydroxylation
CAT_RingCount,166.101079807101,CAT_RingCount
CAT_27,164.906120363884,CAT_27
CAT_67,161.97223874712,CAT_67
RCTB_VSA_EState9,161.582050872586,RCTB_VSA_EState9
CAT_SlogP_VSA4,160.732732531887,CAT_SlogP_VSA4
CAT_PEOE_VSA3,158.611138677208,CAT_PEOE_VSA3
RCTB_fr_allylic_oxid,157.408773469224,RCTB_fr_allylic_oxid
RCTB_109,156.491907121464,RCTB_109
RCTB_SMR_VSA6,154.409049095186,RCTB_SMR_VSA6
RCTB_162,154.240509920802,RCTB_162
CAT_81,152.920934437879,CAT_81
RCTB_VSA_EState2,152.74648398016,RCTB_VSA_EState2
PRO_251,152.711179222022,PRO_251
PRO_200,152.603405932871,PRO_200
CAT_fr_C_O,152.305097641008,CAT_fr_C_O
PRO_182,151.202114465408,PRO_182
RCTB_NumHeteroatoms,149.181582527623,RCTB_NumHeteroatoms
PRO_fr_allylic_oxid,148.985327290601,PRO_fr_allylic_oxid
CAT_fr_benzene,148.174690431351,CAT_fr_benzene
PRO_NumSaturatedRings,148.093791494995,PRO_NumSaturatedRings
CAT_fr_NH0,147.423606853495,CAT_fr_NH0
PRO_NumSaturatedHeterocycles,147.369808020469,PRO_NumSaturatedHeterocycles
RCTA_MinAbsEStateIndex,145.800430677504,RCTA_MinAbsEStateIndex
RCTA_Kappa2,145.606171539721,RCTA_Kappa2
CAT_69,145.604327772618,CAT_69
RCTB_SlogP_VSA1,144.030016504237,RCTB_SlogP_VSA1
RCTB_182,142.999432224561,RCTB_182
RCTB_PEOE_VSA5,141.821727336564,RCTB_PEOE_VSA5
PRO_227,140.918860987844,PRO_227
PRO_168,139.083529431569,PRO_168
PRO_94,137.103340242065,PRO_94
CAT_119,136.099547402449,CAT_119
RCTB_31,135.306562082487,RCTB_31
RCTB_172,134.770103310421,RCTB_172
PRO_SMR_VSA3,132.067920644999,PRO_SMR_VSA3
PRO_244,131.953134445514,PRO_244
RCTB_SMR_VSA3,130.653743165582,RCTB_SMR_VSA3
CAT_SlogP_VSA12,129.82353918654,CAT_SlogP_VSA12
RCTB_NumHAcceptors,129.629359409709,RCTB_NumHAcceptors
RCTB_176,129.113506429017,RCTB_176
RCTB_200,129.082440592126,RCTB_200
PRO_49,127.898668284469,PRO_49
CAT_PEOE_VSA11,127.603025615738,CAT_PEOE_VSA11
PRO_110,126.269272969218,PRO_110
RCTB_102,125.799214234977,RCTB_102
PRO_14,124.221778700971,PRO_14
RCTA_BCUT2D_MWLOW,124.201588794348,RCTA_BCUT2D_MWLOW
RCTB_NumAliphaticCarbocycles,123.436017982911,RCTB_NumAliphaticCarbocycles
RCTA_qed,123.398546703262,RCTA_qed
RCTB_227,121.519558403943,RCTB_227
RCTB_158,119.653035171304,RCTB_158
RCTA_BCUT2D_MRHI,119.120288506571,RCTA_BCUT2D_MRHI
RCTA_VSA_EState9,117.994981770152,RCTA_VSA_EState9
RCTB_151,116.389391355518,RCTB_151
PRO_64,116.341275199561,PRO_64
RCTB_SMR_VSA4,116.201143055853,RCTB_SMR_VSA4
RCTA_BCUT2D_CHGLO,114.591721591308,RCTA_BCUT2D_CHGLO
RCTB_175,113.271598419917,RCTB_175
RCTA_FpDensityMorgan3,110.786389218313,RCTA_FpDensityMorgan3
RCTA_NumRotatableBonds,110.383963999108,RCTA_NumRotatableBonds
CAT_166,110.035823140828,CAT_166
PRO_39,109.454750075956,PRO_39
RCTA_VSA_EState8,109.047458308818,RCTA_VSA_EState8
RCTB_2,108.48741576214,RCTB_2
PRO_29,107.745674025878,PRO_29
PRO_104,107.451381126705,PRO_104
PRO_73,107.394062805984,PRO_73
RCTB_136,107.252479089322,RCTB_136
RCTB_EState_VSA6,106.919132130397,RCTB_EState_VSA6
PRO_175,105.791638787306,PRO_175
RCTB_PEOE_VSA2,105.362230730138,RCTB_PEOE_VSA2
CAT_87,103.915579945241,CAT_87
CAT_249,103.606511810191,CAT_249
RCTB_129,103.023468479941,RCTB_129
PRO_186,102.536418445947,PRO_186
CAT_74,101.860526938327,CAT_74
RCTB_119,101.805379338027,RCTB_119
RCTB_185,101.605054478162,RCTB_185
PRO_NumAliphaticCarbocycles,100.969373238242,PRO_NumAliphaticCarbocycles
RCTA_FpDensityMorgan1,100.462799284699,RCTA_FpDensityMorgan1
RCTB_105,99.020978513869,RCTB_105
PRO_172,99.0109164783569,PRO_172
CAT_203,98.1701179370354,CAT_203
RCTA_FpDensityMorgan2,97.6538702354283,RCTA_FpDensityMorgan2
RCTB_218,97.1399677834753,RCTB_218
RCTA_Chi4n,97.0911452167606,RCTA_Chi4n
RCTA_BalabanJ,96.7762844298608,RCTA_BalabanJ
CAT_186,95.7890457035272,CAT_186
PRO_125,95.4757311975162,PRO_125
PRO_SMR_VSA9,95.4311295751224,PRO_SMR_VSA9
PRO_fr_halogen,95.0195839185587,PRO_fr_halogen
CAT_136,94.2265238314804,CAT_136
RCTA_MinPartialCharge,94.1126942283921,RCTA_MinPartialCharge
CAT_fr_aniline,93.7379532474334,CAT_fr_aniline
RCTB_38,93.2356709966045,RCTB_38
RCTB_228,93.1445764480052,RCTB_228
PRO_241,93.1166953490408,PRO_241
CAT_59,92.6117002901582,CAT_59
RCTA_MinEStateIndex,92.2733324063324,RCTA_MinEStateIndex
CAT_192,91.8564476553634,CAT_192
RCTA_BCUT2D_LOGPHI,91.7470969323706,RCTA_BCUT2D_LOGPHI
CAT_172,91.2162160008035,CAT_172
PRO_PEOE_VSA2,91.1158231977085,PRO_PEOE_VSA2
RCTB_249,90.8453060778737,RCTB_249
PRO_45,90.0602514487115,PRO_45
RCTB_EState_VSA10,89.7014639502706,RCTB_EState_VSA10
RCTB_39,89.5156966852406,RCTB_39
RCTA_Chi4v,89.1109805671472,RCTA_Chi4v
PRO_161,89.0298698383233,PRO_161
RCTA_VSA_EState4,88.8992738930769,RCTA_VSA_EState4
CAT_100,88.7586573235301,CAT_100
PRO_87,88.7385026477399,PRO_87
PRO_181,88.497654208468,PRO_181
PRO_219,88.2412839753881,PRO_219
PRO_185,87.3262912372822,PRO_185
RCTB_199,87.2750025012817,RCTB_199
PRO_NumAliphaticHeterocycles,87.2255765488852,PRO_NumAliphaticHeterocycles
PRO_112,87.1086680890959,PRO_112
RCTB_113,86.8011592781173,RCTB_113
RCTB_73,86.7916092497428,RCTB_73
RCTB_PEOE_VSA13,86.7223598627314,RCTB_PEOE_VSA13
RCTB_NumSaturatedRings,86.3546478375507,RCTB_NumSaturatedRings
RCTB_NumAliphaticRings,86.3257719913335,RCTB_NumAliphaticRings
CAT_213,86.3112758083887,CAT_213
RCTB_67,85.6476755201527,RCTB_67
PRO_fr_para_hydroxylation,85.6358271305772,PRO_fr_para_hydroxylation
RCTB_94,84.9009249316457,RCTB_94
RCTB_48,84.6137027048827,RCTB_48
RCTA_PEOE_VSA8,84.5995574282291,RCTA_PEOE_VSA8
RCTA_Kappa3,84.3540722624048,RCTA_Kappa3
RCTB_66,84.1180059678208,RCTB_66
RCTA_MolWt,83.4541240145934,RCTA_MolWt
RCTA_BCUT2D_MWHI,83.4279193329997,RCTA_BCUT2D_MWHI
RCTA_Chi1,83.1486259382789,RCTA_Chi1
PRO_75,82.9606893978314,PRO_75
CAT_NumAromaticCarbocycles,82.8269971369123,CAT_NumAromaticCarbocycles
RCTB_16,82.3956959044232,RCTB_16
RCTB_97,82.1296896072738,RCTB_97
PRO_79,81.8584425206786,PRO_79
PRO_189,81.6404319240836,PRO_189
CAT_167,81.634086259228,CAT_167
CAT_SlogP_VSA10,80.0899552646441,CAT_SlogP_VSA10
PRO_NumAromaticCarbocycles,80.0036975434893,PRO_NumAromaticCarbocycles
RCTB_206,78.9700865669144,RCTB_206
RCTB_178,78.9551789782138,RCTB_178
RCTB_54,78.8737234752896,RCTB_54
PRO_133,78.8482530970586,PRO_133
RCTB_125,78.7052939929029,RCTB_125
RCTB_192,78.2357155787153,RCTB_192
RCTB_fr_benzene,77.9414388278746,RCTB_fr_benzene
PRO_142,77.6984258361098,PRO_142
RCTB_107,77.3146857892731,RCTB_107
RCTB_133,77.3047649970126,RCTB_133
CAT_NumAliphaticRings,76.8411216072695,CAT_NumAliphaticRings
RCTA_HeavyAtomMolWt,76.5510619852933,RCTA_HeavyAtomMolWt
RCTB_Ipc,76.2444055243002,RCTB_Ipc
RCTA_SMR_VSA5,75.7481721000677,RCTA_SMR_VSA5
CAT_211,75.7094040613518,CAT_211
RCTA_VSA_EState1,74.7686834186383,RCTA_VSA_EState1
PRO_1,74.5061134225503,PRO_1
PRO_246,73.9692825407573,PRO_246
RCTB_SlogP_VSA10,73.9478198328318,RCTB_SlogP_VSA10
RCTA_MaxAbsEStateIndex,73.7137166932232,RCTA_MaxAbsEStateIndex
RCTB_64,73.5674467180794,RCTB_64
RCTA_Kappa1,73.1651703266467,RCTA_Kappa1
PRO_38,72.3310529806815,PRO_38
RCTA_MinAbsPartialCharge,72.208368592031,RCTA_MinAbsPartialCharge
SOL.CC1.CC.CC.C1,71.0653739564466,SOL.CC1.CC.CC.C1
PRO_254,71.0329871961452,PRO_254
RCTA_ExactMolWt,70.8995563162708,RCTA_ExactMolWt
PRO_86,70.6139219014514,PRO_86
PRO_136,70.4571768385706,PRO_136
RCTB_fr_halogen,70.4541462224703,RCTB_fr_halogen
RCTB_28,70.3905397815069,RCTB_28
PRO_206,69.8402711658648,PRO_206
PRO_61,69.8079257582595,PRO_61
CAT_215,69.5900600776941,CAT_215
RCTA_MolMR,69.4803933492538,RCTA_MolMR
RCTA_Chi2n,69.4787524747733,RCTA_Chi2n
RCTB_219,69.2334531174491,RCTB_219
RCTB_76,69.1592678390101,RCTB_76
