,IncNodePurity,Features
CAT_138,450.465975077438,CAT_138
CAT_MolLogP,440.449639836909,CAT_MolLogP
CAT_SlogP_VSA3,439.587095958728,CAT_SlogP_VSA3
PRO_237,438.942916594948,PRO_237
CAT_Chi0,437.264960706858,CAT_Chi0
CAT_NumRotatableBonds,437.139410089561,CAT_NumRotatableBonds
CAT_FpDensityMorgan2,437.023222055591,CAT_FpDensityMorgan2
PRO_BCUT2D_LOGPLOW,430.181667584906,PRO_BCUT2D_LOGPLOW
RCTB_NOCount,424.593431997219,RCTB_NOCount
CAT_VSA_EState3,416.462000028652,CAT_VSA_EState3
CAT_HeavyAtomCount,412.5267578856,CAT_HeavyAtomCount
CAT_PEOE_VSA6,411.081836120561,CAT_PEOE_VSA6
PRO_VSA_EState2,410.962462045557,PRO_VSA_EState2
RCTB_NumRotatableBonds,401.729175888029,RCTB_NumRotatableBonds
CAT_fr_pyridine,392.547230352433,CAT_fr_pyridine
CAT_PEOE_VSA1,386.832261834103,CAT_PEOE_VSA1
CAT_212,382.595180555725,CAT_212
RCTB_SMR_VSA6,377.063403072754,RCTB_SMR_VSA6
CAT_BalabanJ,374.235986641576,CAT_BalabanJ
CAT_NOCount,371.815807765238,CAT_NOCount
RCTB_SlogP_VSA8,364.147221084686,RCTB_SlogP_VSA8
CAT_NumHeteroatoms,356.382008994248,CAT_NumHeteroatoms
CAT_NumAromaticHeterocycles,353.46066507195,CAT_NumAromaticHeterocycles
RCTB_SlogP_VSA4,352.195308526431,RCTB_SlogP_VSA4
RCTB_VSA_EState2,349.623081480899,RCTB_VSA_EState2
PRO_157,348.979745754254,PRO_157
RCTB_PEOE_VSA1,346.819571314337,RCTB_PEOE_VSA1
CAT_MinPartialCharge,344.073352283748,CAT_MinPartialCharge
CAT_SMR_VSA6,337.48287675541,CAT_SMR_VSA6
PRO_SMR_VSA6,337.132716976408,PRO_SMR_VSA6
PRO_172,333.225530091171,PRO_172
CAT_FpDensityMorgan1,332.925592216215,CAT_FpDensityMorgan1
CAT_116,331.212917342264,CAT_116
CAT_SlogP_VSA8,326.508803730965,CAT_SlogP_VSA8
RCTB_PEOE_VSA10,324.770264998478,RCTB_PEOE_VSA10
PRO_202,320.51889467066,PRO_202
RCTB_SMR_VSA9,319.369679026119,RCTB_SMR_VSA9
CAT_SMR_VSA4,316.189043585876,CAT_SMR_VSA4
CAT_SMR_VSA9,313.415518989139,CAT_SMR_VSA9
PRO_BCUT2D_MRLOW,306.644378877852,PRO_BCUT2D_MRLOW
PRO_215,304.274389602879,PRO_215
PRO_SlogP_VSA4,302.116758578358,PRO_SlogP_VSA4
RCTB_102,297.21334155436,RCTB_102
PRO_248,296.115120395932,PRO_248
CAT_201,291.18258205587,CAT_201
CAT_RingCount,282.063862974408,CAT_RingCount
CAT_63,280.544938016605,CAT_63
CAT_SlogP_VSA1,280.162454681511,CAT_SlogP_VSA1
CAT_96,277.991053166326,CAT_96
RCTB_VSA_EState3,277.234259920835,RCTB_VSA_EState3
CAT_131,275.575228684758,CAT_131
PRO_80,272.046025896226,PRO_80
PRO_141,271.559029640971,PRO_141
CAT_NumAromaticRings,268.288541320852,CAT_NumAromaticRings
CAT_SMR_VSA3,266.197827456066,CAT_SMR_VSA3
RCTB_174,260.800994505575,RCTB_174
PRO_101,259.872970503616,PRO_101
PRO_67,257.008424290085,PRO_67
ADD..B...CC..CC.CC..Na...O.O,253.259833347894,ADD..B...CC..CC.CC..Na...O.O
RCTB_116,250.247071240718,RCTB_116
RCTB_163,249.233631927414,RCTB_163
CAT_PEOE_VSA2,247.943451859661,CAT_PEOE_VSA2
CAT_EState_VSA8,247.625088720605,CAT_EState_VSA8
PRO_SMR_VSA3,242.130161844089,PRO_SMR_VSA3
CAT_188,240.593519046262,CAT_188
RCTB_NumHAcceptors,238.23380011127,RCTB_NumHAcceptors
PRO_84,236.984527774572,PRO_84
RCTB_PEOE_VSA5,234.299761343907,RCTB_PEOE_VSA5
CAT_218,233.963471919389,CAT_218
PRO_fr_aniline,231.113348248195,PRO_fr_aniline
RCTB_NumHeteroatoms,227.618280871474,RCTB_NumHeteroatoms
CAT_100,226.5201532782,CAT_100
CAT_NumAromaticCarbocycles,220.408839662519,CAT_NumAromaticCarbocycles
PRO_NumSaturatedRings,219.1957935062,PRO_NumSaturatedRings
PRO_12,219.116667519725,PRO_12
PRO_NumAliphaticRings,219.075134314255,PRO_NumAliphaticRings
CAT_fr_benzene,218.655238272687,CAT_fr_benzene
RCTB_VSA_EState9,217.218132877252,RCTB_VSA_EState9
RCTB_183,216.133736768892,RCTB_183
PRO_SMR_VSA4,208.378756771142,PRO_SMR_VSA4
CAT_91,202.549490462809,CAT_91
CAT_NumHAcceptors,200.951387417245,CAT_NumHAcceptors
RCTB_PEOE_VSA2,193.783159290733,RCTB_PEOE_VSA2
RCTA_BCUT2D_LOGPHI,189.427175896998,RCTA_BCUT2D_LOGPHI
CAT_192,189.061927501087,CAT_192
RCTA_PEOE_VSA9,188.93522725446,RCTA_PEOE_VSA9
PRO_244,187.647255062039,PRO_244
PRO_NumSaturatedHeterocycles,187.296341707186,PRO_NumSaturatedHeterocycles
RCTA_Chi0,186.473744442876,RCTA_Chi0
CAT_81,185.320544410069,CAT_81
RCTB_SMR_VSA3,185.200211890069,RCTB_SMR_VSA3
RCTB_fr_allylic_oxid,184.688120790185,RCTB_fr_allylic_oxid
RCTA_Chi3n,184.147201999711,RCTA_Chi3n
PRO_102,184.126604626659,PRO_102
RCTB_RingCount,179.984305853586,RCTB_RingCount
RCTA_BCUT2D_CHGHI,178.817150280767,RCTA_BCUT2D_CHGHI
CAT_64,177.56246796856,CAT_64
RCTA_BCUT2D_CHGLO,177.076863391293,RCTA_BCUT2D_CHGLO
CAT_SlogP_VSA4,176.081866296018,CAT_SlogP_VSA4
PRO_29,175.619297643456,PRO_29
CAT_203,174.181426413784,CAT_203
RCTA_HeavyAtomCount,174.060791295157,RCTA_HeavyAtomCount
CAT_PEOE_VSA3,172.723327685714,CAT_PEOE_VSA3
PRO_168,172.602488470775,PRO_168
PRO_241,171.149150602452,PRO_241
CAT_1,171.017290889402,CAT_1
PRO_183,170.832194228721,PRO_183
PRO_PEOE_VSA10,170.328990265076,PRO_PEOE_VSA10
PRO_182,169.530776058557,PRO_182
RCTA_TPSA,168.214865970341,RCTA_TPSA
PRO_fr_allylic_oxid,167.591787502612,PRO_fr_allylic_oxid
RCTB_216,166.428358679924,RCTB_216
PRO_25,165.419237427056,PRO_25
PRO_SlogP_VSA1,164.452750310658,PRO_SlogP_VSA1
PRO_RingCount,164.24243448488,PRO_RingCount
RCTB_141,162.59293961002,RCTB_141
CAT_27,160.805800106594,CAT_27
PRO_199,160.192478779689,PRO_199
RCTA_92,160.189763537174,RCTA_92
PRO_NumAliphaticHeterocycles,159.581670834746,PRO_NumAliphaticHeterocycles
PRO_204,158.929797920628,PRO_204
PRO_SlogP_VSA10,158.38958066699,PRO_SlogP_VSA10
RCTB_31,157.896192674366,RCTB_31
CAT_fr_NH0,157.515169317534,CAT_fr_NH0
RCTB_EState_VSA10,156.680777056804,RCTB_EState_VSA10
RCTB_86,156.468250125839,RCTB_86
PRO_PEOE_VSA2,154.680313942965,PRO_PEOE_VSA2
RCTA_Chi0v,154.195566511628,RCTA_Chi0v
PRO_200,153.580345913308,PRO_200
RCTA_Kappa1,151.891034492885,RCTA_Kappa1
RCTA_MinAbsEStateIndex,151.758618021542,RCTA_MinAbsEStateIndex
RCTB_SMR_VSA4,151.74021341298,RCTB_SMR_VSA4
RCTA_Kappa2,150.434163108648,RCTA_Kappa2
RCTB_113,150.358438821541,RCTB_113
RCTB_Ipc,148.042807373137,RCTB_Ipc
PRO_216,147.679620467182,PRO_216
RCTA_Chi4v,146.957040906209,RCTA_Chi4v
PRO_46,146.757446274604,PRO_46
RCTA_MaxAbsEStateIndex,145.962195773173,RCTA_MaxAbsEStateIndex
CAT_fr_para_hydroxylation,145.611067354126,CAT_fr_para_hydroxylation
RCTB_39,144.982196581702,RCTB_39
PRO_39,144.528667443166,PRO_39
RCTA_Chi1,143.855850374289,RCTA_Chi1
RCTA_VSA_EState1,143.645584833418,RCTA_VSA_EState1
RCTB_fr_ether,142.636918914975,RCTB_fr_ether
RCTA_PEOE_VSA8,142.584671083839,RCTA_PEOE_VSA8
PRO_181,142.374542925692,PRO_181
PRO_64,142.293549897274,PRO_64
PRO_105,140.77307270941,PRO_105
RCTA_BCUT2D_MRHI,139.702674931945,RCTA_BCUT2D_MRHI
RCTA_FpDensityMorgan2,139.615567719342,RCTA_FpDensityMorgan2
PRO_SlogP_VSA8,139.423434397314,PRO_SlogP_VSA8
RCTA_FpDensityMorgan3,139.102891761347,RCTA_FpDensityMorgan3
CAT_fr_C_O,138.68601128114,CAT_fr_C_O
PRO_175,137.623007823817,PRO_175
RCTB_212,137.40028947678,RCTB_212
RCTB_NumAliphaticCarbocycles,137.065132483502,RCTB_NumAliphaticCarbocycles
RCTB_fr_aniline,136.765373961902,RCTB_fr_aniline
RCTA_MolLogP,136.635147349556,RCTA_MolLogP
RCTB_228,136.609484443697,RCTB_228
PRO_38,136.254800020744,PRO_38
RCTA_BertzCT,136.155981661848,RCTA_BertzCT
CAT_80,134.563040278895,CAT_80
RCTB_64,134.412349234095,RCTB_64
RCTA_MinEStateIndex,134.131162781676,RCTA_MinEStateIndex
RCTA_MinPartialCharge,133.392180128824,RCTA_MinPartialCharge
CAT_237,132.724317530761,CAT_237
ADD..B...CC..CC.CC..Na..,132.409589696917,ADD..B...CC..CC.CC..Na..
CAT_15,132.119507484157,CAT_15
RCTB_200,132.10847526248,RCTB_200
CAT_166,131.316598558287,CAT_166
CAT_125,130.486669580106,CAT_125
CAT_111,129.824950891962,CAT_111
CAT_202,129.602051269013,CAT_202
PRO_249,128.788599108347,PRO_249
CAT_59,128.462800775775,CAT_59
RCTA_Chi3v,128.334809548458,RCTA_Chi3v
RCTA_Chi1n,128.250107825188,RCTA_Chi1n
CAT_EState_VSA2,127.436589697368,CAT_EState_VSA2
CAT_249,126.524451967718,CAT_249
RCTA_FpDensityMorgan1,126.453071651251,RCTA_FpDensityMorgan1
RCTA_HallKierAlpha,124.833688169907,RCTA_HallKierAlpha
RCTA_MinAbsPartialCharge,124.698546433404,RCTA_MinAbsPartialCharge
PRO_219,124.676051377755,PRO_219
SOL.CC1.CC.CC.C1.C1CCOC1,123.757540847921,SOL.CC1.CC.CC.C1.C1CCOC1
RCTB_SlogP_VSA10,123.679451243437,RCTB_SlogP_VSA10
RCTA_SMR_VSA5,123.12981628497,RCTA_SMR_VSA5
RCTA_Kappa3,121.271072091864,RCTA_Kappa3
RCTA_ExactMolWt,119.876881441177,RCTA_ExactMolWt
RCTA_BCUT2D_MWHI,118.994613582885,RCTA_BCUT2D_MWHI
RCTB_151,118.468950651681,RCTB_151
RCTB_fr_NH0,118.394320812634,RCTB_fr_NH0
RCTB_15,117.940627973481,RCTB_15
RCTA_MaxEStateIndex,117.000965125977,RCTA_MaxEStateIndex
RCTA_NOCount,116.799524903257,RCTA_NOCount
RCTB_241,116.756896029461,RCTB_241
SOL.C1CCOC1,116.734696677991,SOL.C1CCOC1
RCTB_172,116.248723164531,RCTB_172
RCTB_fr_halogen,116.017596722611,RCTB_fr_halogen
CAT_fr_halogen,115.322761056574,CAT_fr_halogen
PRO_246,115.302326344592,PRO_246
RCTB_94,114.393647732732,RCTB_94
RCTA_Chi2v,114.104633566316,RCTA_Chi2v
RCTA_qed,113.401530957504,RCTA_qed
PRO_113,113.167723138817,PRO_113
RCTA_Chi0n,112.938751297797,RCTA_Chi0n
CAT_175,112.651500646206,CAT_175
PRO_fr_halogen,112.337854911823,PRO_fr_halogen
RCTB_fr_para_hydroxylation,112.236910312183,RCTB_fr_para_hydroxylation
PRO_91,111.955397229906,PRO_91
RCTA_SlogP_VSA2,111.368223609573,RCTA_SlogP_VSA2
RCTB_105,111.148176302793,RCTB_105
CAT_121,111.140609486526,CAT_121
SOL.CC1.CC.CC.C1,110.840788194865,SOL.CC1.CC.CC.C1
PRO_NumAliphaticCarbocycles,110.562114470511,PRO_NumAliphaticCarbocycles
RCTA_Chi4n,109.647191396962,RCTA_Chi4n
RCTB_67,109.345535394706,RCTB_67
RCTB_SlogP_VSA1,109.143371494441,RCTB_SlogP_VSA1
RCTA_SlogP_VSA5,109.123456356599,RCTA_SlogP_VSA5
PRO_63,107.671317199159,PRO_63
PRO_43,107.638278256166,PRO_43
RCTB_NumSaturatedCarbocycles,107.050798778322,RCTB_NumSaturatedCarbocycles
PRO_94,106.952125046157,PRO_94
PRO_NumAromaticCarbocycles,106.728287874926,PRO_NumAromaticCarbocycles
PRO_73,106.613168409092,PRO_73
PRO_185,105.926538378861,PRO_185
CAT_SlogP_VSA10,105.491574799328,CAT_SlogP_VSA10
RCTA_Chi2n,105.3935741291,RCTA_Chi2n
RCTB_136,105.075612091932,RCTB_136
RCTA_MolMR,104.805072111765,RCTA_MolMR
PRO_111,104.739499764684,PRO_111
RCTB_139,104.647562400462,RCTB_139
CAT_MinAbsPartialCharge,104.525497003041,CAT_MinAbsPartialCharge
RCTB_16,103.394561619595,RCTB_16
CAT_67,102.997331162241,CAT_67
PRO_180,102.969016968519,PRO_180
RCTA_SMR_VSA1,102.915443798567,RCTA_SMR_VSA1
RCTB_158,102.335556405188,RCTB_158
CAT_fr_Imine,101.388150248215,CAT_fr_Imine
PRO_167,100.779583398227,PRO_167
RCTA_BCUT2D_MWLOW,100.093612496137,RCTA_BCUT2D_MWLOW
RCTB_133,99.9330646945871,RCTB_133
PRO_128,99.4913769835202,PRO_128
RCTA_NumValenceElectrons,99.2484104775448,RCTA_NumValenceElectrons
RCTB_EState_VSA6,99.2355485919203,RCTB_EState_VSA6
PRO_233,98.902312374772,PRO_233
RCTA_MolWt,98.8946991857522,RCTA_MolWt
PRO_227,98.5163399883044,PRO_227
CAT_74,97.5819415718456,CAT_74
CAT_129,97.2582355394009,CAT_129
RCTB_254,97.0928163368081,RCTB_254
RCTB_76,96.4949741630346,RCTB_76
RCTA_HeavyAtomMolWt,96.221968162766,RCTA_HeavyAtomMolWt
RCTB_227,96.1147924835064,RCTB_227
RCTA_MaxPartialCharge,95.9190985137961,RCTA_MaxPartialCharge
CAT_PEOE_VSA5,95.8502486755744,CAT_PEOE_VSA5
RCTB_fr_benzene,95.3967011596776,RCTB_fr_benzene
PRO_fr_amide,94.8598893627669,PRO_fr_amide
RCTA_Ipc,94.5935631874466,RCTA_Ipc
PRO_NumAromaticRings,94.5180173920253,PRO_NumAromaticRings
RCTB_119,94.1596349277699,RCTB_119
