,IncNodePurity,Features
RCTB_HallKierAlpha,850.187832893861,RCTB_HallKierAlpha
PRO_Chi3v,836.551601940614,PRO_Chi3v
PRO_NumHAcceptors,835.660258452276,PRO_NumHAcceptors
PRO_SMR_VSA1,825.087812749819,PRO_SMR_VSA1
PRO_PEOE_VSA6,824.52942476031,PRO_PEOE_VSA6
CAT_VSA_EState9,814.328588337727,CAT_VSA_EState9
ADD..B...CC..CC.CC..Na...O.O,809.590186197447,ADD..B...CC..CC.CC..Na...O.O
RCTB_MinEStateIndex,809.158157085622,RCTB_MinEStateIndex
RCTB_ExactMolWt,808.6664041865,RCTB_ExactMolWt
PRO_HallKierAlpha,805.619304889466,PRO_HallKierAlpha
CAT_SMR_VSA10,805.246852205737,CAT_SMR_VSA10
RCTB_FpDensityMorgan3,799.924759385162,RCTB_FpDensityMorgan3
RCTB_SlogP_VSA5,796.903288109477,RCTB_SlogP_VSA5
PRO_BalabanJ,793.124307822526,PRO_BalabanJ
CAT_SlogP_VSA5,791.36076584461,CAT_SlogP_VSA5
PRO_VSA_EState7,786.660618752525,PRO_VSA_EState7
RCTB_BalabanJ,782.111343692501,RCTB_BalabanJ
RCTB_qed,779.54112323224,RCTB_qed
RCTB_BCUT2D_MWLOW,775.122550962655,RCTB_BCUT2D_MWLOW
PRO_Chi3n,774.119031377875,PRO_Chi3n
PRO_EState_VSA1,755.200215517795,PRO_EState_VSA1
PRO_MolWt,749.593016762682,PRO_MolWt
RCTB_EState_VSA1,749.57145057289,RCTB_EState_VSA1
PRO_SlogP_VSA7,742.438028113407,PRO_SlogP_VSA7
CAT_BertzCT,736.764980800353,CAT_BertzCT
RCTB_MolWt,731.270239393182,RCTB_MolWt
RCTB_MaxEStateIndex,725.439671345877,RCTB_MaxEStateIndex
RCTB_VSA_EState8,720.56662234864,RCTB_VSA_EState8
PRO_NumRotatableBonds,717.924364474114,PRO_NumRotatableBonds
CAT_qed,715.118470640706,CAT_qed
CAT_138,712.673075812077,CAT_138
PRO_Kappa1,711.874525067673,PRO_Kappa1
RCTB_VSA_EState5,700.925055498426,RCTB_VSA_EState5
RCTB_MaxAbsEStateIndex,696.884158923829,RCTB_MaxAbsEStateIndex
PRO_BCUT2D_MRHI,695.579049211715,PRO_BCUT2D_MRHI
PRO_Chi4n,685.676099150013,PRO_Chi4n
CAT_MinPartialCharge,679.701639882428,CAT_MinPartialCharge
PRO_Chi4v,678.041192347415,PRO_Chi4v
CAT_SMR_VSA1,673.536044302752,CAT_SMR_VSA1
PRO_Chi2v,673.318247600203,PRO_Chi2v
PRO_NumValenceElectrons,671.662888282305,PRO_NumValenceElectrons
CAT_VSA_EState6,670.204189524918,CAT_VSA_EState6
PRO_SlogP_VSA2,669.857511466514,PRO_SlogP_VSA2
RCTB_Kappa1,667.608206673684,RCTB_Kappa1
PRO_SMR_VSA7,667.167489752435,PRO_SMR_VSA7
PRO_BertzCT,664.867879566319,PRO_BertzCT
CAT_Kappa2,655.332415715251,CAT_Kappa2
CAT_Kappa3,650.999084328732,CAT_Kappa3
RCTB_FpDensityMorgan2,650.178842275656,RCTB_FpDensityMorgan2
RCTB_SMR_VSA10,649.970169050925,RCTB_SMR_VSA10
PRO_SMR_VSA10,646.533181772144,PRO_SMR_VSA10
CAT_64,639.254080059433,CAT_64
RCTB_MolMR,636.75198053015,RCTB_MolMR
CAT_MaxEStateIndex,635.573764637354,CAT_MaxEStateIndex
RCTB_MolLogP,635.489237696704,RCTB_MolLogP
RCTB_SlogP_VSA3,633.339571427819,RCTB_SlogP_VSA3
CAT_VSA_EState3,628.606208622969,CAT_VSA_EState3
CAT_Chi1v,626.97928007076,CAT_Chi1v
CAT_NumAromaticRings,626.219358466302,CAT_NumAromaticRings
RCTB_FpDensityMorgan1,620.333607212968,RCTB_FpDensityMorgan1
PRO_HeavyAtomMolWt,616.008335895762,PRO_HeavyAtomMolWt
PRO_FractionCSP3,615.769718971143,PRO_FractionCSP3
PRO_MolMR,609.393432010949,PRO_MolMR
RCTB_PEOE_VSA10,604.373618418157,RCTB_PEOE_VSA10
RCTB_Chi3n,599.565573978652,RCTB_Chi3n
PRO_Chi1v,599.181208815451,PRO_Chi1v
RCTB_BCUT2D_MRHI,592.207092038753,RCTB_BCUT2D_MRHI
RCTB_HeavyAtomMolWt,591.977632455431,RCTB_HeavyAtomMolWt
RCTB_EState_VSA8,590.471897339875,RCTB_EState_VSA8
CAT_MaxAbsEStateIndex,588.611015009044,CAT_MaxAbsEStateIndex
CAT_212,584.513331010796,CAT_212
CAT_VSA_EState8,580.968455976613,CAT_VSA_EState8
RCTB_VSA_EState7,568.042632267006,RCTB_VSA_EState7
PRO_NOCount,566.656931572933,PRO_NOCount
RCTB_Chi0v,564.321388200846,RCTB_Chi0v
RCTB_116,549.689880627227,RCTB_116
PRO_PEOE_VSA9,544.198430756654,PRO_PEOE_VSA9
CAT_NumRotatableBonds,544.065057456644,CAT_NumRotatableBonds
RCTB_SMR_VSA1,538.736589165235,RCTB_SMR_VSA1
PRO_PEOE_VSA1,536.667877218988,PRO_PEOE_VSA1
CAT_VSA_EState2,529.064955189319,CAT_VSA_EState2
RCTB_Chi0n,527.735519270653,RCTB_Chi0n
PRO_248,523.872974665484,PRO_248
SOL.CCCCCC,520.960896233071,SOL.CCCCCC
RCTB_LabuteASA,519.281660106476,RCTB_LabuteASA
RCTB_SlogP_VSA6,518.220390900523,RCTB_SlogP_VSA6
PRO_BCUT2D_MWHI,517.697977875826,PRO_BCUT2D_MWHI
CAT_FpDensityMorgan2,517.280812976975,CAT_FpDensityMorgan2
RCTB_BertzCT,515.758740902804,RCTB_BertzCT
PRO_Chi0v,508.425133876686,PRO_Chi0v
RCTB_Chi2v,507.43701868959,RCTB_Chi2v
RCTB_SlogP_VSA2,507.006324141276,RCTB_SlogP_VSA2
CAT_MolWt,506.926492822631,CAT_MolWt
RCTB_Chi4n,506.461055429255,RCTB_Chi4n
CAT_PEOE_VSA7,506.243391338213,CAT_PEOE_VSA7
CAT_BalabanJ,504.908347407712,CAT_BalabanJ
RCTB_Chi1n,503.467354248739,RCTB_Chi1n
RCTB_Chi4v,500.971876837342,RCTB_Chi4v
CAT_63,500.535214745233,CAT_63
RCTB_Chi2n,498.153795853301,RCTB_Chi2n
RCTB_Chi1,496.687966602671,RCTB_Chi1
PRO_67,494.625100129025,PRO_67
CAT_SlogP_VSA2,494.060433375226,CAT_SlogP_VSA2
RCTB_BCUT2D_MWHI,486.538716589325,RCTB_BCUT2D_MWHI
CAT_EState_VSA1,479.497590463272,CAT_EState_VSA1
RCTB_Chi3v,478.206058927684,RCTB_Chi3v
CAT_SlogP_VSA3,475.878698604259,CAT_SlogP_VSA3
CAT_Chi0v,469.383121478824,CAT_Chi0v
PRO_BCUT2D_MWLOW,467.624001241896,PRO_BCUT2D_MWLOW
RCTB_Chi0,466.975352105233,RCTB_Chi0
CAT_Kappa1,466.931560916443,CAT_Kappa1
RCTB_EState_VSA9,463.637285620474,RCTB_EState_VSA9
CAT_193,460.691017344738,CAT_193
CAT_VSA_EState5,453.91866662902,CAT_VSA_EState5
CAT_Chi4n,450.673416182047,CAT_Chi4n
CAT_Chi0,449.409522947595,CAT_Chi0
RCTB_Chi1v,444.06394439306,RCTB_Chi1v
PRO_BCUT2D_MRLOW,444.056814906709,PRO_BCUT2D_MRLOW
CAT_NumAromaticHeterocycles,443.757236633886,CAT_NumAromaticHeterocycles
PRO_200,443.401469524573,PRO_200
CAT_Chi2n,442.64594041679,CAT_Chi2n
CAT_HeavyAtomMolWt,442.607738708042,CAT_HeavyAtomMolWt
PRO_157,436.058053731393,PRO_157
CAT_188,434.679286294046,CAT_188
PRO_244,434.010327593938,PRO_244
CAT_SlogP_VSA1,432.682893026858,CAT_SlogP_VSA1
PRO_NumHeteroatoms,432.048828677768,PRO_NumHeteroatoms
RCTB_SMR_VSA5,429.63685433218,RCTB_SMR_VSA5
PRO_SMR_VSA6,427.071381144569,PRO_SMR_VSA6
CAT_VSA_EState1,415.927831395369,CAT_VSA_EState1
PRO_SlogP_VSA4,415.234506758687,PRO_SlogP_VSA4
PRO_EState_VSA8,414.360563388396,PRO_EState_VSA8
CAT_SMR_VSA6,403.139575333501,CAT_SMR_VSA6
PRO_PEOE_VSA14,402.64821891107,PRO_PEOE_VSA14
PRO_VSA_EState2,399.529446058268,PRO_VSA_EState2
RCTB_VSA_EState2,395.150752766586,RCTB_VSA_EState2
RCTB_FractionCSP3,389.356297243969,RCTB_FractionCSP3
RCTB_NumValenceElectrons,389.303386843093,RCTB_NumValenceElectrons
CAT_EState_VSA10,386.060043238368,CAT_EState_VSA10
CAT_PEOE_VSA9,379.312161175762,CAT_PEOE_VSA9
CAT_EState_VSA9,373.108269222341,CAT_EState_VSA9
CAT_ExactMolWt,367.345293731829,CAT_ExactMolWt
CAT_Chi3n,365.489067928116,CAT_Chi3n
PRO_VSA_EState3,360.777953961893,PRO_VSA_EState3
SOL.CC1.CC.CC.C1.C1CCOC1,360.497275355861,SOL.CC1.CC.CC.C1.C1CCOC1
RCTB_TPSA,359.89212785895,RCTB_TPSA
CAT_MolLogP,353.847218897131,CAT_MolLogP
PRO_SlogP_VSA6,352.984988453568,PRO_SlogP_VSA6
PRO_237,351.375950633659,PRO_237
CAT_NOCount,350.938707414666,CAT_NOCount
RCTB_SMR_VSA9,348.619457307914,RCTB_SMR_VSA9
CAT_SlogP_VSA8,346.748483825454,CAT_SlogP_VSA8
CAT_MinAbsPartialCharge,338.402041891609,CAT_MinAbsPartialCharge
CAT_Chi1,333.746700657911,CAT_Chi1
RCTB_163,332.979277322237,RCTB_163
RCTB_HeavyAtomCount,332.77505580115,RCTB_HeavyAtomCount
RCTB_212,332.113898038563,RCTB_212
RCTB_NumRotatableBonds,326.312467657599,RCTB_NumRotatableBonds
CAT_131,321.655246517751,CAT_131
CAT_NumValenceElectrons,321.550023126835,CAT_NumValenceElectrons
PRO_BCUT2D_LOGPLOW,320.344353299236,PRO_BCUT2D_LOGPLOW
RCTB_SMR_VSA6,318.965525858911,RCTB_SMR_VSA6
RCTB_NumHAcceptors,318.375387696636,RCTB_NumHAcceptors
CAT_114,313.424699042764,CAT_114
PRO_204,312.299127909187,PRO_204
RCTB_174,306.839651346551,RCTB_174
PRO_HeavyAtomCount,306.651483946877,PRO_HeavyAtomCount
PRO_101,304.248803336827,PRO_101
PRO_84,298.739549540695,PRO_84
CAT_FpDensityMorgan1,297.460443782697,CAT_FpDensityMorgan1
RCTB_SlogP_VSA4,295.9691700197,RCTB_SlogP_VSA4
PRO_46,293.478408540497,PRO_46
PRO_EState_VSA10,290.863386280907,PRO_EState_VSA10
RCTB_200,290.295000418163,RCTB_200
CAT_91,288.130542624151,CAT_91
CAT_Chi0n,286.398339856101,CAT_Chi0n
PRO_SMR_VSA3,266.88765350854,PRO_SMR_VSA3
CAT_SMR_VSA9,266.381336923387,CAT_SMR_VSA9
CAT_MolMR,265.844898338674,CAT_MolMR
RCTB_183,255.140625425947,RCTB_183
RCTB_PEOE_VSA1,252.829769987206,RCTB_PEOE_VSA1
PRO_202,252.148142031508,PRO_202
PRO_25,248.731224050907,PRO_25
CAT_NumHAcceptors,248.546483722784,CAT_NumHAcceptors
RCTB_PEOE_VSA5,247.533982742811,RCTB_PEOE_VSA5
CAT_27,244.406031866597,CAT_27
CAT_15,242.506673403597,CAT_15
PRO_NumSaturatedRings,238.50619414295,PRO_NumSaturatedRings
RCTA_PEOE_VSA9,237.272129477385,RCTA_PEOE_VSA9
RCTB_fr_allylic_oxid,237.054495064185,RCTB_fr_allylic_oxid
CAT_PEOE_VSA2,236.805205479194,CAT_PEOE_VSA2
CAT_SlogP_VSA12,236.067631300522,CAT_SlogP_VSA12
CAT_PEOE_VSA6,233.816589489141,CAT_PEOE_VSA6
CAT_Chi1n,231.797049539025,CAT_Chi1n
CAT_152,231.771159437034,CAT_152
CAT_RingCount,231.759676525473,CAT_RingCount
CAT_fr_pyridine,229.146693506334,CAT_fr_pyridine
RCTB_NumHeteroatoms,227.76135790012,RCTB_NumHeteroatoms
PRO_80,224.475731410865,PRO_80
RCTB_86,224.215316950421,RCTB_86
CAT_NumHeteroatoms,220.841869819017,CAT_NumHeteroatoms
CAT_LabuteASA,216.735821474152,CAT_LabuteASA
CAT_HeavyAtomCount,214.940140727991,CAT_HeavyAtomCount
CAT_fr_aniline,213.312017387198,CAT_fr_aniline
CAT_fr_Ar_N,212.1223416632,CAT_fr_Ar_N
PRO_79,211.532515140802,PRO_79
CAT_PEOE_VSA1,211.035416521511,CAT_PEOE_VSA1
RCTB_76,208.323915508824,RCTB_76
RCTB_216,204.916905213959,RCTB_216
PRO_fr_allylic_oxid,203.403605111275,PRO_fr_allylic_oxid
PRO_NumAliphaticRings,202.806765917668,PRO_NumAliphaticRings
PRO_241,202.328330288801,PRO_241
PRO_SMR_VSA4,197.465616376605,PRO_SMR_VSA4
PRO_168,195.533906605172,PRO_168
CAT_SMR_VSA3,193.965780724797,CAT_SMR_VSA3
RCTB_SMR_VSA3,192.40576891868,RCTB_SMR_VSA3
RCTB_SlogP_VSA8,191.437871980099,RCTB_SlogP_VSA8
PRO_SlogP_VSA8,191.210740538576,PRO_SlogP_VSA8
RCTB_fr_aniline,188.473029275555,RCTB_fr_aniline
RCTA_BCUT2D_LOGPHI,186.788299183193,RCTA_BCUT2D_LOGPHI
PRO_39,186.665483772021,PRO_39
RCTB_139,185.798482963978,RCTB_139
PRO_233,183.93327890789,PRO_233
PRO_182,181.296118083083,PRO_182
RCTB_VSA_EState3,180.270599832449,RCTB_VSA_EState3
PRO_249,177.598626126321,PRO_249
PRO_141,176.108459321237,PRO_141
CAT_fr_NH0,175.821760707472,CAT_fr_NH0
PRO_102,175.559350401418,PRO_102
PRO_110,171.002169039147,PRO_110
RCTA_BCUT2D_CHGLO,170.91953710222,RCTA_BCUT2D_CHGLO
PRO_145,167.235987134586,PRO_145
RCTB_NOCount,166.867441461773,RCTB_NOCount
CAT_PEOE_VSA3,165.973958088791,CAT_PEOE_VSA3
CAT_fr_C_O_noCOO,165.641347053294,CAT_fr_C_O_noCOO
CAT_67,161.85623087473,CAT_67
RCTB_233,161.552921945006,RCTB_233
RCTB_PEOE_VSA2,160.008947618857,RCTB_PEOE_VSA2
PRO_SlogP_VSA1,159.743451418129,PRO_SlogP_VSA1
RCTB_EState_VSA6,158.570612139249,RCTB_EState_VSA6
RCTB_151,154.915364218889,RCTB_151
CAT_SMR_VSA4,154.242979354418,CAT_SMR_VSA4
RCTB_147,153.496181552822,RCTB_147
CAT_81,153.237571746989,CAT_81
CAT_SlogP_VSA4,151.641839491677,CAT_SlogP_VSA4
CAT_116,150.753310620176,CAT_116
PRO_125,149.669676428466,PRO_125
RCTA_BCUT2D_CHGHI,149.131614105705,RCTA_BCUT2D_CHGHI
CAT_213,149.103095733224,CAT_213
CAT_136,149.039476116293,CAT_136
RCTB_141,148.585582021859,RCTB_141
CAT_100,147.664236368361,CAT_100
RCTA_MaxEStateIndex,145.877122005925,RCTA_MaxEStateIndex
PRO_RingCount,144.655395545799,PRO_RingCount
RCTB_VSA_EState9,143.774944927589,RCTB_VSA_EState9
PRO_14,143.749076616942,PRO_14
RCTA_Chi0,143.060975038314,RCTA_Chi0
RCTB_31,142.312306315436,RCTB_31
CAT_1,142.021604343105,CAT_1
PRO_64,139.094164131433,PRO_64
PRO_105,138.913392691074,PRO_105
RCTB_192,138.806251420359,RCTB_192
RCTA_BCUT2D_MWHI,138.040225234898,RCTA_BCUT2D_MWHI
RCTA_BCUT2D_MRHI,135.910386365978,RCTA_BCUT2D_MRHI
RCTA_FpDensityMorgan1,135.114649147276,RCTA_FpDensityMorgan1
RCTA_SlogP_VSA2,134.617503868371,RCTA_SlogP_VSA2
PRO_172,134.208662583564,PRO_172
PRO_181,133.611994201369,PRO_181
RCTB_172,133.072842745398,RCTB_172
CAT_96,131.021853601264,CAT_96
CAT_NumAliphaticRings,130.95230446742,CAT_NumAliphaticRings
PRO_29,130.475576012687,PRO_29
PRO_175,130.212583653221,PRO_175
RCTA_MinPartialCharge,130.014102843427,RCTA_MinPartialCharge
PRO_PEOE_VSA2,129.957476471124,PRO_PEOE_VSA2
PRO_NumSaturatedHeterocycles,129.814889229151,PRO_NumSaturatedHeterocycles
RCTB_176,128.520804776725,RCTB_176
RCTB_16,128.014742252497,RCTB_16
CAT_201,126.220034874132,CAT_201
CAT_203,126.175194386398,CAT_203
CAT_59,125.72562392049,CAT_59
RCTA_MaxAbsEStateIndex,125.509722458375,RCTA_MaxAbsEStateIndex
RCTA_MinAbsPartialCharge,125.362691442319,RCTA_MinAbsPartialCharge
PRO_75,124.634309223425,PRO_75
PRO_225,124.255773919524,PRO_225
PRO_216,124.247168385173,PRO_216
CAT_EState_VSA2,122.253005393064,CAT_EState_VSA2
RCTB_178,121.581068648296,RCTB_178
ADD..B...CC..CC.CC..Na..,120.354932334685,ADD..B...CC..CC.CC..Na..
PRO_1,120.344785521634,PRO_1
RCTA_Chi3n,119.891551972613,RCTA_Chi3n
RCTA_MinEStateIndex,119.295783925006,RCTA_MinEStateIndex
RCTA_BCUT2D_MWLOW,119.19004475659,RCTA_BCUT2D_MWLOW
CAT_EState_VSA8,118.57537922697,CAT_EState_VSA8
PRO_fr_aniline,118.213838470765,PRO_fr_aniline
RCTB_SlogP_VSA10,116.942445477606,RCTB_SlogP_VSA10
RCTB_129,116.601939995521,RCTB_129
CAT_SlogP_VSA10,116.106303317772,CAT_SlogP_VSA10
SOL.CC1.CC.CC.C1,115.937817840236,SOL.CC1.CC.CC.C1
RCTA_FpDensityMorgan2,115.823095454128,RCTA_FpDensityMorgan2
CAT_PEOE_VSA11,115.580319991071,CAT_PEOE_VSA11
CAT_172,114.917399503766,CAT_172
CAT_fr_C_O,114.916884537642,CAT_fr_C_O
CAT_80,114.699733459425,CAT_80
CAT_111,114.502123434022,CAT_111
RCTB_SlogP_VSA1,113.755895517182,RCTB_SlogP_VSA1
PRO_61,110.960580134499,PRO_61
PRO_254,110.521262899416,PRO_254
CAT_122,110.322160008432,CAT_122
RCTA_PEOE_VSA7,110.092856469809,RCTA_PEOE_VSA7
SOL.C1CCOC1,109.783352441709,SOL.C1CCOC1
RCTA_Kappa3,109.337564070038,RCTA_Kappa3
PRO_183,107.73534739045,PRO_183
RCTA_Kappa2,107.312329345898,RCTA_Kappa2
CAT_186,107.199884813782,CAT_186
RCTB_48,105.534528522179,RCTB_48
RCTA_qed,105.409073958654,RCTA_qed
CAT_PEOE_VSA5,105.246365431797,CAT_PEOE_VSA5
RCTB_fr_ether,104.799143845122,RCTB_fr_ether
RCTB_Ipc,104.652049871017,RCTB_Ipc
RCTA_TPSA,104.297311847756,RCTA_TPSA
RCTB_162,102.857393986264,RCTB_162
PRO_251,102.561809229452,PRO_251
PRO_107,102.386504283531,PRO_107
CAT_57,102.263639039726,CAT_57
RCTB_102,102.004517008385,RCTB_102
RCTA_MolWt,101.135308166761,RCTA_MolWt
RCTA_SlogP_VSA5,100.92441010131,RCTA_SlogP_VSA5
RCTB_175,100.783225584257,RCTB_175
RCTA_BalabanJ,100.615779072561,RCTA_BalabanJ
RCTA_SlogP_VSA3,99.8953592204946,RCTA_SlogP_VSA3
PRO_NumAliphaticCarbocycles,99.6945873755307,PRO_NumAliphaticCarbocycles
RCTB_158,99.1282063734906,RCTB_158
RCTB_96,99.0918460565484,RCTB_96
PRO_26,98.8992083730822,PRO_26
RCTB_136,98.722668027558,RCTB_136
RCTA_VSA_EState8,97.4823385468498,RCTA_VSA_EState8
RCTA_Kappa1,97.331628901649,RCTA_Kappa1
RCTB_206,96.9614837106914,RCTB_206
CAT_26,95.3206615434311,CAT_26
RCTA_FpDensityMorgan3,94.3385119121113,RCTA_FpDensityMorgan3
CAT_13,94.1294110757255,CAT_13
RCTB_109,93.9843827702363,RCTB_109
CAT_fr_halogen,93.5351029154598,CAT_fr_halogen
RCTA_SMR_VSA1,93.152652349981,RCTA_SMR_VSA1
RCTA_Chi1v,93.1348845492906,RCTA_Chi1v
CAT_38,92.6812286674586,CAT_38
PRO_12,91.1904656390408,PRO_12
RCTA_82,91.0291943747572,RCTA_82
RCTA_HeavyAtomMolWt,90.9252907112839,RCTA_HeavyAtomMolWt
PRO_186,90.4712750787597,PRO_186
RCTA_SMR_VSA2,89.9830766399011,RCTA_SMR_VSA2
RCTB_fr_NH0,89.3033243166702,RCTB_fr_NH0
PRO_fr_NH0,88.8469981137592,PRO_fr_NH0
CAT_133,88.6154233589615,CAT_133
CAT_202,88.5590942818356,CAT_202
RCTB_208,88.3892669990161,RCTB_208
CAT_166,87.7351961193721,CAT_166
CAT_125,87.4431264758906,CAT_125
RCTB_39,87.2926391606915,RCTB_39
RCTB_fr_amide,87.2270434348032,RCTB_fr_amide
RCTB_64,86.9947161993837,RCTB_64
RCTA_Chi1n,86.2676953713321,RCTA_Chi1n
RCTB_PEOE_VSA13,85.7232477114997,RCTB_PEOE_VSA13
RCTA_MaxAbsPartialCharge,85.5945111746003,RCTA_MaxAbsPartialCharge
RCTB_49,85.4755976114599,RCTB_49
RCTB_RingCount,84.9669823026186,RCTB_RingCount
RCTA_Chi3v,84.9636729373704,RCTA_Chi3v
RCTB_198,84.9575158640407,RCTB_198
PRO_85,84.8114153536767,PRO_85
RCTA_VSA_EState9,84.7156806704147,RCTA_VSA_EState9
PRO_246,84.6277261185175,PRO_246
PRO_SMR_VSA9,84.3541350885833,PRO_SMR_VSA9
RCTB_227,83.9559076704595,RCTB_227
RCTB_fr_term_acetylene,83.6421610842788,RCTB_fr_term_acetylene
CAT_86,83.4522279475156,CAT_86
CAT_175,83.3813193769114,CAT_175
PRO_SlogP_VSA10,83.2843622665642,PRO_SlogP_VSA10
RCTB_NumSaturatedCarbocycles,83.121442956041,RCTB_NumSaturatedCarbocycles
RCTA_VSA_EState1,82.7255796407389,RCTA_VSA_EState1
PRO_134,82.2805604266059,PRO_134
RCTB_105,81.4851907942603,RCTB_105
RCTB_EState_VSA10,81.3053337011009,RCTB_EState_VSA10
RCTB_NumAliphaticCarbocycles,81.2871814782445,RCTB_NumAliphaticCarbocycles
RCTA_221,81.1450276613152,RCTA_221
PRO_76,81.0994564672287,PRO_76
PRO_PEOE_VSA10,80.9234182666241,PRO_PEOE_VSA10
RCTB_250,80.4100050139348,RCTB_250
PRO_38,79.9354417078779,PRO_38
RCTB_28,78.5529716116383,RCTB_28
PRO_164,78.2331170516141,PRO_164
CAT_121,78.2137590167483,CAT_121
PRO_fr_benzene,78.133663852001,PRO_fr_benzene
RCTA_MinAbsEStateIndex,78.0369582280217,RCTA_MinAbsEStateIndex
PRO_45,77.0954028311154,PRO_45
RCTB_138,76.6458286186109,RCTB_138
