,MeanDecreaseGini,Features
CAT_Chi4v,6.07304373857341,CAT_Chi4v
CAT_Chi3v,5.64280915178048,CAT_Chi3v
CAT_MinEStateIndex,4.51462394013757,CAT_MinEStateIndex
CAT_Chi2v,3.88117855822384,CAT_Chi2v
CAT_Chi1v,3.7020657610324,CAT_Chi1v
CAT_BertzCT,3.36988906840894,CAT_BertzCT
PRO_MaxPartialCharge,2.95256089405386,PRO_MaxPartialCharge
CAT_Chi0v,2.73277100930877,CAT_Chi0v
CAT_ExactMolWt,2.33290634002029,CAT_ExactMolWt
CAT_233,2.17398055147046,CAT_233
CAT_EState_VSA9,2.01274456101844,CAT_EState_VSA9
CAT_114,1.85363150666034,CAT_114
RCTB_HallKierAlpha,1.84325139885885,RCTB_HallKierAlpha
CAT_MolWt,1.7471362912021,CAT_MolWt
CAT_SMR_VSA5,1.73961413614507,CAT_SMR_VSA5
PRO_BCUT2D_CHGLO,1.47343937900174,PRO_BCUT2D_CHGLO
PRO_VSA_EState8,1.30224937835864,PRO_VSA_EState8
PRO_MinPartialCharge,1.2949596665347,PRO_MinPartialCharge
CAT_SMR_VSA7,1.23570926775684,CAT_SMR_VSA7
RCTB_VSA_EState4,1.21939327416195,RCTB_VSA_EState4
CAT_HallKierAlpha,1.2178536866719,CAT_HallKierAlpha
PRO_MaxAbsPartialCharge,1.21468481231569,PRO_MaxAbsPartialCharge
RCTB_SlogP_VSA3,1.17888210878731,RCTB_SlogP_VSA3
RCTB_MinPartialCharge,1.07498504396283,RCTB_MinPartialCharge
PRO_PEOE_VSA7,1.05689253738867,PRO_PEOE_VSA7
CAT_SlogP_VSA6,1.05508212732603,CAT_SlogP_VSA6
CAT_FractionCSP3,1.04423463801666,CAT_FractionCSP3
CAT_SMR_VSA1,1.04131532469907,CAT_SMR_VSA1
CAT_VSA_EState1,1.02763974723731,CAT_VSA_EState1
CAT_HeavyAtomMolWt,0.973169602050504,CAT_HeavyAtomMolWt
RCTB_PEOE_VSA13,0.945454664988845,RCTB_PEOE_VSA13
PRO_237,0.934952157089423,PRO_237
PRO_HallKierAlpha,0.906907610686906,PRO_HallKierAlpha
CAT_96,0.905274392233944,CAT_96
CAT_NumValenceElectrons,0.89298091722881,CAT_NumValenceElectrons
CAT_LabuteASA,0.891453240625979,CAT_LabuteASA
CAT_VSA_EState9,0.883910176500349,CAT_VSA_EState9
CAT_186,0.869172173842259,CAT_186
CAT_MolMR,0.86862784072204,CAT_MolMR
RCTB_MaxAbsPartialCharge,0.859763164272498,RCTB_MaxAbsPartialCharge
PRO_Kappa3,0.848796929863039,PRO_Kappa3
CAT_SlogP_VSA4,0.848722312386572,CAT_SlogP_VSA4
PRO_VSA_EState4,0.844920010397041,PRO_VSA_EState4
CAT_EState_VSA1,0.814557272022132,CAT_EState_VSA1
PRO_BCUT2D_CHGHI,0.798192955965604,PRO_BCUT2D_CHGHI
PRO_MaxEStateIndex,0.795584554500672,PRO_MaxEStateIndex
RCTB_fr_amide,0.770893163684954,RCTB_fr_amide
CAT_PEOE_VSA9,0.769648211738255,CAT_PEOE_VSA9
CAT_NumAromaticRings,0.763638723263349,CAT_NumAromaticRings
PRO_qed,0.74278024484134,PRO_qed
CAT_SlogP_VSA2,0.738011900272566,CAT_SlogP_VSA2
PRO_BertzCT,0.709444757228438,PRO_BertzCT
PRO_MinAbsEStateIndex,0.70770359383226,PRO_MinAbsEStateIndex
RCTB_PEOE_VSA7,0.703853859784803,RCTB_PEOE_VSA7
RCTB_BertzCT,0.679030977117845,RCTB_BertzCT
PRO_EState_VSA9,0.678732919020858,PRO_EState_VSA9
CAT_NumHeteroatoms,0.65973700776037,CAT_NumHeteroatoms
CAT_VSA_EState7,0.649840192898701,CAT_VSA_EState7
RCTB_BCUT2D_LOGPHI,0.635531559654941,RCTB_BCUT2D_LOGPHI
CAT_VSA_EState8,0.632225890274288,CAT_VSA_EState8
RCTB_SMR_VSA7,0.626933753511707,RCTB_SMR_VSA7
PRO_MolMR,0.626656355644448,PRO_MolMR
RCTB_EState_VSA8,0.621614160175863,RCTB_EState_VSA8
PRO_MinAbsPartialCharge,0.620422595514091,PRO_MinAbsPartialCharge
PRO_BalabanJ,0.612263284312193,PRO_BalabanJ
PRO_MinEStateIndex,0.605173920716848,PRO_MinEStateIndex
CAT_VSA_EState3,0.602955200245098,CAT_VSA_EState3
RCTB_MinAbsEStateIndex,0.600722665407678,RCTB_MinAbsEStateIndex
CAT_VSA_EState4,0.597916427388005,CAT_VSA_EState4
RCTB_Chi1,0.594026552306734,RCTB_Chi1
CAT_Chi0n,0.593784639621041,CAT_Chi0n
PRO_SMR_VSA10,0.584027726794434,PRO_SMR_VSA10
CAT_Chi3n,0.575461923802652,CAT_Chi3n
RCTB_BCUT2D_LOGPLOW,0.574546495467651,RCTB_BCUT2D_LOGPLOW
PRO_EState_VSA8,0.57414234345375,PRO_EState_VSA8
CAT_MaxAbsEStateIndex,0.569193373573875,CAT_MaxAbsEStateIndex
RCTB_PEOE_VSA9,0.569169082995038,RCTB_PEOE_VSA9
PRO_VSA_EState7,0.555926985013009,PRO_VSA_EState7
CAT_VSA_EState6,0.553528887480312,CAT_VSA_EState6
PRO_Chi4v,0.552540291548309,PRO_Chi4v
RCTB_MaxPartialCharge,0.548983284753445,RCTB_MaxPartialCharge
CAT_SMR_VSA10,0.544445635676538,CAT_SMR_VSA10
RCTB_Chi4n,0.544259512448233,RCTB_Chi4n
CAT_Chi0,0.54252912141328,CAT_Chi0
RCTB_LabuteASA,0.539967803600038,RCTB_LabuteASA
PRO_VSA_EState5,0.537611206100507,PRO_VSA_EState5
RCTB_MaxEStateIndex,0.537393426074322,RCTB_MaxEStateIndex
PRO_Chi4n,0.536434695425769,PRO_Chi4n
PRO_MaxAbsEStateIndex,0.523293605977522,PRO_MaxAbsEStateIndex
PRO_SlogP_VSA2,0.522841785201509,PRO_SlogP_VSA2
PRO_MolWt,0.520855455716668,PRO_MolWt
CAT_63,0.52018512831313,CAT_63
RCTB_Kappa2,0.515178791702164,RCTB_Kappa2
RCTB_fr_Ndealkylation1,0.510643449812928,RCTB_fr_Ndealkylation1
PRO_VSA_EState2,0.506230532114759,PRO_VSA_EState2
RCTB_SlogP_VSA5,0.505260053169177,RCTB_SlogP_VSA5
RCTB_VSA_EState8,0.502523411380833,RCTB_VSA_EState8
RCTB_BCUT2D_CHGHI,0.50215456491339,RCTB_BCUT2D_CHGHI
CAT_PEOE_VSA8,0.494638396117845,CAT_PEOE_VSA8
RCTB_MolMR,0.493444447682183,RCTB_MolMR
RCTB_116,0.487274678257603,RCTB_116
RCTB_BalabanJ,0.486816757970374,RCTB_BalabanJ
PRO_Chi0n,0.485605490385225,PRO_Chi0n
RCTB_FpDensityMorgan1,0.481370531655178,RCTB_FpDensityMorgan1
PRO_BCUT2D_LOGPHI,0.474475288623669,PRO_BCUT2D_LOGPHI
PRO_ExactMolWt,0.466527286336228,PRO_ExactMolWt
PRO_PEOE_VSA6,0.465514504230904,PRO_PEOE_VSA6
RCTB_FpDensityMorgan2,0.463453887945153,RCTB_FpDensityMorgan2
PRO_HeavyAtomMolWt,0.462093258703131,PRO_HeavyAtomMolWt
CAT_TPSA,0.456386695561632,CAT_TPSA
PRO_Chi3n,0.454769161456865,PRO_Chi3n
RCTB_SMR_VSA10,0.451685218841344,RCTB_SMR_VSA10
PRO_MolLogP,0.447667702400272,PRO_MolLogP
PRO_VSA_EState9,0.446266962751428,PRO_VSA_EState9
RCTB_MinAbsPartialCharge,0.440737497848626,RCTB_MinAbsPartialCharge
PRO_PEOE_VSA8,0.439941169447867,PRO_PEOE_VSA8
RCTB_VSA_EState1,0.438418508078928,RCTB_VSA_EState1
PRO_Chi3v,0.436956585087292,PRO_Chi3v
RCTB_MaxAbsEStateIndex,0.436642065448252,RCTB_MaxAbsEStateIndex
PRO_101,0.432955752257347,PRO_101
RCTB_SlogP_VSA10,0.432122279416895,RCTB_SlogP_VSA10
RCTB_FpDensityMorgan3,0.4311506271367,RCTB_FpDensityMorgan3
PRO_EState_VSA1,0.427988058368787,PRO_EState_VSA1
RCTB_BCUT2D_MRHI,0.424786991852942,RCTB_BCUT2D_MRHI
PRO_157,0.423561204094232,PRO_157
RCTB_Kappa3,0.41777500478511,RCTB_Kappa3
PRO_Kappa1,0.414974843120724,PRO_Kappa1
RCTB_174,0.413283724998569,RCTB_174
CAT_Kappa1,0.410784560197654,CAT_Kappa1
PRO_SlogP_VSA3,0.407597569908165,PRO_SlogP_VSA3
RCTB_EState_VSA7,0.405506847269574,RCTB_EState_VSA7
RCTB_PEOE_VSA8,0.404598818991183,RCTB_PEOE_VSA8
PRO_Kappa2,0.404439744012163,PRO_Kappa2
RCTB_MolLogP,0.403469508165772,RCTB_MolLogP
RCTB_SMR_VSA1,0.401551754646045,RCTB_SMR_VSA1
CAT_qed,0.40133797680825,CAT_qed
RCTB_BCUT2D_MWHI,0.40132131148118,RCTB_BCUT2D_MWHI
PRO_SMR_VSA1,0.397970174794276,PRO_SMR_VSA1
PRO_BCUT2D_MRLOW,0.39464801464513,PRO_BCUT2D_MRLOW
PRO_244,0.393990648357216,PRO_244
PRO_NumRotatableBonds,0.392929795649785,PRO_NumRotatableBonds
PRO_SlogP_VSA5,0.392417901374088,PRO_SlogP_VSA5
RCTB_SlogP_VSA6,0.392368487310204,RCTB_SlogP_VSA6
RCTB_BCUT2D_MWLOW,0.391872212263785,RCTB_BCUT2D_MWLOW
RCTB_Chi0,0.387977815743252,RCTB_Chi0
RCTB_VSA_EState5,0.387187956375972,RCTB_VSA_EState5
RCTB_Kappa1,0.38452122341973,RCTB_Kappa1
RCTB_EState_VSA1,0.382790246746318,RCTB_EState_VSA1
CAT_Chi1n,0.381736431387682,CAT_Chi1n
CAT_15,0.38003333029431,CAT_15
RCTB_NumValenceElectrons,0.37816574711303,RCTB_NumValenceElectrons
PRO_PEOE_VSA9,0.378027566812916,PRO_PEOE_VSA9
RCTB_BCUT2D_MRLOW,0.376831155381857,RCTB_BCUT2D_MRLOW
RCTB_216,0.373427579195777,RCTB_216
RCTB_MinEStateIndex,0.370486454061437,RCTB_MinEStateIndex
PRO_BCUT2D_MRHI,0.368336122361042,PRO_BCUT2D_MRHI
RCTB_HeavyAtomMolWt,0.366103084577784,RCTB_HeavyAtomMolWt
RCTB_VSA_EState6,0.362585102865477,RCTB_VSA_EState6
RCTB_BCUT2D_CHGLO,0.359772870776115,RCTB_BCUT2D_CHGLO
PRO_202,0.359385643990106,PRO_202
RCTB_Chi3n,0.357145534068763,RCTB_Chi3n
PRO_87,0.351602095895138,PRO_87
