,MeanDecreaseGini,Features
PRO_MaxPartialCharge,2.13336892272412,PRO_MaxPartialCharge
CAT_Chi3v,1.96062593865634,CAT_Chi3v
CAT_SMR_VSA5,1.93138106761078,CAT_SMR_VSA5
CAT_MinEStateIndex,1.7756639499668,CAT_MinEStateIndex
CAT_HeavyAtomMolWt,1.66910337875077,CAT_HeavyAtomMolWt
CAT_FractionCSP3,1.61047221385168,CAT_FractionCSP3
CAT_MolWt,1.5912885365504,CAT_MolWt
CAT_Chi4v,1.46769670004521,CAT_Chi4v
CAT_Chi1v,1.46232501140929,CAT_Chi1v
CAT_HallKierAlpha,1.40270404786822,CAT_HallKierAlpha
CAT_Chi0v,1.3049479944028,CAT_Chi0v
PRO_MolMR,1.27694727050786,PRO_MolMR
CAT_MaxEStateIndex,1.2736642580291,CAT_MaxEStateIndex
CAT_EState_VSA9,1.25638480508308,CAT_EState_VSA9
CAT_MolMR,1.12552494111156,CAT_MolMR
CAT_Chi2v,1.10796582749684,CAT_Chi2v
PRO_Chi3n,1.10209534120072,PRO_Chi3n
PRO_BCUT2D_CHGLO,1.07126867461437,PRO_BCUT2D_CHGLO
CAT_SMR_VSA10,1.07107685735728,CAT_SMR_VSA10
RCTB_MaxAbsPartialCharge,1.04923626366194,RCTB_MaxAbsPartialCharge
PRO_MaxAbsPartialCharge,1.02832755081584,PRO_MaxAbsPartialCharge
CAT_PEOE_VSA8,1.01860335199367,CAT_PEOE_VSA8
PRO_EState_VSA1,1.01069891608552,PRO_EState_VSA1
CAT_BertzCT,0.998194906577245,CAT_BertzCT
PRO_VSA_EState1,0.988801993069463,PRO_VSA_EState1
PRO_BertzCT,0.986123345536884,PRO_BertzCT
RCTB_MinPartialCharge,0.982218688553276,RCTB_MinPartialCharge
CAT_EState_VSA1,0.979216654687021,CAT_EState_VSA1
CAT_96,0.961703191531902,CAT_96
PRO_Chi4v,0.953468576637447,PRO_Chi4v
CAT_VSA_EState1,0.952599364347783,CAT_VSA_EState1
CAT_233,0.951998382940832,CAT_233
CAT_ExactMolWt,0.944666665287019,CAT_ExactMolWt
CAT_SlogP_VSA2,0.94278023075309,CAT_SlogP_VSA2
CAT_VSA_EState8,0.941137788825379,CAT_VSA_EState8
CAT_LabuteASA,0.92838564551958,CAT_LabuteASA
CAT_NumHeteroatoms,0.916267085028931,CAT_NumHeteroatoms
CAT_193,0.904790983143204,CAT_193
CAT_NumValenceElectrons,0.864294157317267,CAT_NumValenceElectrons
PRO_HeavyAtomMolWt,0.863486060892758,PRO_HeavyAtomMolWt
CAT_MaxAbsEStateIndex,0.857442270083957,CAT_MaxAbsEStateIndex
PRO_BCUT2D_CHGHI,0.846517065284963,PRO_BCUT2D_CHGHI
RCTB_HallKierAlpha,0.831630589638489,RCTB_HallKierAlpha
PRO_MinAbsPartialCharge,0.830001043477111,PRO_MinAbsPartialCharge
CAT_114,0.822577468909684,CAT_114
RCTB_SlogP_VSA3,0.820613878525206,RCTB_SlogP_VSA3
CAT_SMR_VSA7,0.815868051940031,CAT_SMR_VSA7
PRO_MinPartialCharge,0.808319634103713,PRO_MinPartialCharge
PRO_Kappa1,0.784031303852888,PRO_Kappa1
PRO_VSA_EState8,0.781984564041022,PRO_VSA_EState8
PRO_VSA_EState4,0.774582004669178,PRO_VSA_EState4
PRO_MinEStateIndex,0.754283469930226,PRO_MinEStateIndex
PRO_172,0.750258836426476,PRO_172
CAT_VSA_EState4,0.743974634042378,CAT_VSA_EState4
RCTB_VSA_EState4,0.734690804030565,RCTB_VSA_EState4
PRO_EState_VSA9,0.734591526773704,PRO_EState_VSA9
PRO_TPSA,0.733146144953455,PRO_TPSA
PRO_MaxEStateIndex,0.722344677176842,PRO_MaxEStateIndex
RCTB_PEOE_VSA9,0.716649028504619,RCTB_PEOE_VSA9
PRO_Chi3v,0.71648951371806,PRO_Chi3v
PRO_Chi0,0.714486228577851,PRO_Chi0
PRO_PEOE_VSA7,0.713132839054276,PRO_PEOE_VSA7
RCTB_MinAbsEStateIndex,0.711246268461482,RCTB_MinAbsEStateIndex
CAT_Chi0n,0.69452859943545,CAT_Chi0n
PRO_HallKierAlpha,0.690364675820091,PRO_HallKierAlpha
CAT_qed,0.685837497820695,CAT_qed
PRO_PEOE_VSA9,0.670400197439513,PRO_PEOE_VSA9
CAT_138,0.666738819245632,CAT_138
CAT_SMR_VSA9,0.663598431399709,CAT_SMR_VSA9
CAT_PEOE_VSA9,0.660088477018146,CAT_PEOE_VSA9
PRO_MolLogP,0.65713400667762,PRO_MolLogP
PRO_MaxAbsEStateIndex,0.645607122101306,PRO_MaxAbsEStateIndex
PRO_VSA_EState5,0.64301233891267,PRO_VSA_EState5
RCTB_SMR_VSA7,0.633667393054526,RCTB_SMR_VSA7
CAT_182,0.630035884216705,CAT_182
RCTB_MaxAbsEStateIndex,0.623772430104983,RCTB_MaxAbsEStateIndex
CAT_VSA_EState6,0.620666229236854,CAT_VSA_EState6
PRO_LabuteASA,0.620147465176319,PRO_LabuteASA
CAT_EState_VSA10,0.618644943515766,CAT_EState_VSA10
RCTB_PEOE_VSA7,0.61550615731691,RCTB_PEOE_VSA7
RCTB_Chi1,0.611556511698319,RCTB_Chi1
PRO_237,0.61148428712963,PRO_237
CAT_212,0.610703851046599,CAT_212
CAT_VSA_EState3,0.609762754204227,CAT_VSA_EState3
CAT_HeavyAtomCount,0.609728456585005,CAT_HeavyAtomCount
CAT_SlogP_VSA6,0.608456156272048,CAT_SlogP_VSA6
CAT_SMR_VSA3,0.60754838757603,CAT_SMR_VSA3
PRO_SlogP_VSA2,0.60240303366988,PRO_SlogP_VSA2
PRO_BalabanJ,0.601064563232398,PRO_BalabanJ
PRO_MolWt,0.596465441362209,PRO_MolWt
RCTB_BertzCT,0.595021101271124,RCTB_BertzCT
CAT_Kappa3,0.592228499781344,CAT_Kappa3
PRO_Chi4n,0.592026947126014,PRO_Chi4n
RCTB_LabuteASA,0.590970907381753,RCTB_LabuteASA
CAT_131,0.590832749163653,CAT_131
RCTB_VSA_EState6,0.589345606597655,RCTB_VSA_EState6
PRO_Chi0v,0.588694818481892,PRO_Chi0v
PRO_MinAbsEStateIndex,0.585342562748027,PRO_MinAbsEStateIndex
PRO_Chi1n,0.58006579113086,PRO_Chi1n
RCTB_VSA_EState8,0.579511414086092,RCTB_VSA_EState8
PRO_NumHAcceptors,0.578855623175982,PRO_NumHAcceptors
PRO_PEOE_VSA8,0.577228174229949,PRO_PEOE_VSA8
RCTB_MinEStateIndex,0.576924550599971,RCTB_MinEStateIndex
PRO_25,0.576227467221664,PRO_25
PRO_SMR_VSA1,0.575047079670095,PRO_SMR_VSA1
PRO_ExactMolWt,0.571273370742536,PRO_ExactMolWt
RCTB_FpDensityMorgan2,0.570803366111815,RCTB_FpDensityMorgan2
RCTB_EState_VSA8,0.566582812398567,RCTB_EState_VSA8
RCTB_BalabanJ,0.565878360264287,RCTB_BalabanJ
PRO_Chi2n,0.565784230206079,PRO_Chi2n
PRO_VSA_EState9,0.563931301047034,PRO_VSA_EState9
CAT_Chi1n,0.563918177122433,CAT_Chi1n
PRO_Chi2v,0.562367948422337,PRO_Chi2v
PRO_NOCount,0.56172094452602,PRO_NOCount
RCTB_SlogP_VSA6,0.558656636103071,RCTB_SlogP_VSA6
CAT_SlogP_VSA5,0.553015358667058,CAT_SlogP_VSA5
RCTB_VSA_EState1,0.551076264637019,RCTB_VSA_EState1
CAT_SlogP_VSA4,0.547392015855193,CAT_SlogP_VSA4
PRO_BCUT2D_MWHI,0.545038805231273,PRO_BCUT2D_MWHI
RCTB_SlogP_VSA5,0.544438945261513,RCTB_SlogP_VSA5
CAT_fr_Ar_N,0.542067705982987,CAT_fr_Ar_N
PRO_Chi1v,0.537920512349061,PRO_Chi1v
PRO_SlogP_VSA3,0.53728809994625,PRO_SlogP_VSA3
RCTB_MolMR,0.530614034269944,RCTB_MolMR
RCTB_Kappa2,0.527917012278186,RCTB_Kappa2
RCTB_MolLogP,0.523907317673392,RCTB_MolLogP
CAT_PEOE_VSA7,0.517758461316548,CAT_PEOE_VSA7
PRO_BCUT2D_MRHI,0.516752064117458,PRO_BCUT2D_MRHI
CAT_SMR_VSA1,0.516328006130524,CAT_SMR_VSA1
CAT_BalabanJ,0.515955802669773,CAT_BalabanJ
PRO_Kappa2,0.513459363167181,PRO_Kappa2
PRO_244,0.511415180158338,PRO_244
CAT_FpDensityMorgan3,0.508434192105699,CAT_FpDensityMorgan3
RCTB_MinAbsPartialCharge,0.503777627737554,RCTB_MinAbsPartialCharge
PRO_Chi1,0.498330107810104,PRO_Chi1
PRO_NumValenceElectrons,0.495001722110666,PRO_NumValenceElectrons
CAT_fr_pyridine,0.490854915846422,CAT_fr_pyridine
CAT_Chi2n,0.490141269560103,CAT_Chi2n
CAT_Chi0,0.485014960367819,CAT_Chi0
CAT_Kappa1,0.484572116787096,CAT_Kappa1
PRO_VSA_EState7,0.474411018791673,PRO_VSA_EState7
CAT_VSA_EState7,0.467374470591278,CAT_VSA_EState7
PRO_BCUT2D_LOGPHI,0.467017642629935,PRO_BCUT2D_LOGPHI
CAT_VSA_EState9,0.461732557712433,CAT_VSA_EState9
RCTB_174,0.458757032971279,RCTB_174
CAT_Chi3n,0.457157733115031,CAT_Chi3n
PRO_Kappa3,0.4549091268687,PRO_Kappa3
PRO_Chi0n,0.45443909593992,PRO_Chi0n
RCTB_NumValenceElectrons,0.453450899754584,RCTB_NumValenceElectrons
CAT_TPSA,0.452745344153654,CAT_TPSA
RCTB_BCUT2D_LOGPHI,0.45220089913054,RCTB_BCUT2D_LOGPHI
PRO_HeavyAtomCount,0.448012684989924,PRO_HeavyAtomCount
RCTB_MaxPartialCharge,0.446046402159741,RCTB_MaxPartialCharge
RCTB_Kappa1,0.445439519548047,RCTB_Kappa1
PRO_FractionCSP3,0.444569764053658,PRO_FractionCSP3
PRO_FpDensityMorgan3,0.443508748619898,PRO_FpDensityMorgan3
PRO_FpDensityMorgan1,0.443342713085546,PRO_FpDensityMorgan1
RCTB_BCUT2D_MWHI,0.442994926620475,RCTB_BCUT2D_MWHI
RCTB_PEOE_VSA8,0.440913738916682,RCTB_PEOE_VSA8
RCTB_MaxEStateIndex,0.437185704115543,RCTB_MaxEStateIndex
RCTB_PEOE_VSA6,0.434408204577084,RCTB_PEOE_VSA6
RCTB_BCUT2D_CHGHI,0.431880378129351,RCTB_BCUT2D_CHGHI
RCTB_BCUT2D_LOGPLOW,0.431193191374731,RCTB_BCUT2D_LOGPLOW
PRO_PEOE_VSA6,0.428135805720309,PRO_PEOE_VSA6
RCTB_ExactMolWt,0.428017752106887,RCTB_ExactMolWt
RCTB_EState_VSA1,0.425048285160639,RCTB_EState_VSA1
RCTB_BCUT2D_MWLOW,0.422420586871068,RCTB_BCUT2D_MWLOW
RCTB_Chi0,0.421632303675481,RCTB_Chi0
RCTB_BCUT2D_MRHI,0.418262426336824,RCTB_BCUT2D_MRHI
RCTB_TPSA,0.417083831137406,RCTB_TPSA
CAT_Chi1,0.414520661240669,CAT_Chi1
RCTB_HeavyAtomMolWt,0.414334948366353,RCTB_HeavyAtomMolWt
