,MeanDecreaseGini,Features
RCTA_MolLogP,4.6704353757655,RCTA_MolLogP
RCTB_BCUT2D_CHGLO,4.41425158126187,RCTB_BCUT2D_CHGLO
RCTA_MinAbsPartialCharge,4.07336653293719,RCTA_MinAbsPartialCharge
CAT_MinEStateIndex,3.52343514250264,CAT_MinEStateIndex
PRO_BCUT2D_CHGLO,3.39078193437403,PRO_BCUT2D_CHGLO
RCTB_BCUT2D_LOGPLOW,3.20474429070171,RCTB_BCUT2D_LOGPLOW
RCTA_Chi1n,3.19990369979993,RCTA_Chi1n
RCTA_Chi0n,2.7570419792315,RCTA_Chi0n
RCTA_SlogP_VSA5,2.52646246692712,RCTA_SlogP_VSA5
RCTA_Chi0,2.4690914362243,RCTA_Chi0
PRO_FractionCSP3,2.4112071754127,PRO_FractionCSP3
RCTB_MinEStateIndex,2.37671588251767,RCTB_MinEStateIndex
PRO_VSA_EState6,2.34222325538455,PRO_VSA_EState6
PRO_SlogP_VSA2,2.26802086657237,PRO_SlogP_VSA2
PRO_VSA_EState8,2.15809233822818,PRO_VSA_EState8
PRO_qed,2.11983040794863,PRO_qed
PRO_FpDensityMorgan3,2.0978061062394,PRO_FpDensityMorgan3
RCTB_BalabanJ,2.09130239576693,RCTB_BalabanJ
PRO_MaxPartialCharge,2.07664714283558,PRO_MaxPartialCharge
RCTB_MaxAbsPartialCharge,2.05442759820285,RCTB_MaxAbsPartialCharge
PRO_MinPartialCharge,1.98547322965751,PRO_MinPartialCharge
CAT_qed,1.98515423209739,CAT_qed
RCTB_VSA_EState6,1.97944355922968,RCTB_VSA_EState6
PRO_MinEStateIndex,1.97507846350657,PRO_MinEStateIndex
RCTB_qed,1.96875998492549,RCTB_qed
PRO_MaxAbsPartialCharge,1.87803036208455,PRO_MaxAbsPartialCharge
PRO_VSA_EState1,1.83189358151215,PRO_VSA_EState1
PRO_BCUT2D_CHGHI,1.81005831343655,PRO_BCUT2D_CHGHI
PRO_Chi3v,1.80688612356533,PRO_Chi3v
PRO_VSA_EState9,1.79747746803278,PRO_VSA_EState9
RCTB_BCUT2D_MRLOW,1.77414903651812,RCTB_BCUT2D_MRLOW
RCTB_Kappa3,1.77136927224208,RCTB_Kappa3
PRO_PEOE_VSA7,1.76545905567591,PRO_PEOE_VSA7
RCTB_BCUT2D_LOGPHI,1.74474706891892,RCTB_BCUT2D_LOGPHI
PRO_MinAbsPartialCharge,1.69027614260031,PRO_MinAbsPartialCharge
PRO_FpDensityMorgan2,1.65474500429659,PRO_FpDensityMorgan2
RCTB_PEOE_VSA8,1.64537589154339,RCTB_PEOE_VSA8
RCTB_BCUT2D_MWLOW,1.60651271014667,RCTB_BCUT2D_MWLOW
PRO_MolLogP,1.5968181487755,PRO_MolLogP
PRO_BCUT2D_MWLOW,1.58635884776817,PRO_BCUT2D_MWLOW
PRO_BalabanJ,1.58272310288488,PRO_BalabanJ
PRO_BCUT2D_LOGPHI,1.58267279586444,PRO_BCUT2D_LOGPHI
RCTB_MolLogP,1.58144866067484,RCTB_MolLogP
RCTB_BCUT2D_CHGHI,1.57105715098499,RCTB_BCUT2D_CHGHI
RCTA_VSA_EState4,1.56563784586584,RCTA_VSA_EState4
RCTA_VSA_EState1,1.54507405068262,RCTA_VSA_EState1
PRO_MinAbsEStateIndex,1.53882946555497,PRO_MinAbsEStateIndex
PRO_Kappa1,1.53133534689507,PRO_Kappa1
CAT_SMR_VSA10,1.52912162163078,CAT_SMR_VSA10
PRO_VSA_EState4,1.51866548152147,PRO_VSA_EState4
RCTB_VSA_EState5,1.50978450013945,RCTB_VSA_EState5
RCTB_MinPartialCharge,1.48683918541123,RCTB_MinPartialCharge
RCTA_BCUT2D_MWLOW,1.46832890468367,RCTA_BCUT2D_MWLOW
PRO_Chi0n,1.46708450008246,PRO_Chi0n
RCTB_PEOE_VSA9,1.46564720006563,RCTB_PEOE_VSA9
RCTB_Chi3v,1.46517572481525,RCTB_Chi3v
PRO_SlogP_VSA5,1.45872483818953,PRO_SlogP_VSA5
PRO_Chi4n,1.45112275663042,PRO_Chi4n
RCTA_Chi2n,1.43566814584012,RCTA_Chi2n
RCTB_FpDensityMorgan3,1.43278063442664,RCTB_FpDensityMorgan3
RCTB_ExactMolWt,1.41847024896318,RCTB_ExactMolWt
RCTB_MinAbsPartialCharge,1.4072732593974,RCTB_MinAbsPartialCharge
PRO_BCUT2D_MRHI,1.40720488490307,PRO_BCUT2D_MRHI
RCTA_MinPartialCharge,1.39765033517495,RCTA_MinPartialCharge
PRO_Chi4v,1.38913854360012,PRO_Chi4v
RCTB_MolWt,1.38758939961267,RCTB_MolWt
PRO_VSA_EState7,1.38407874444028,PRO_VSA_EState7
RCTB_MinAbsEStateIndex,1.37980015170011,RCTB_MinAbsEStateIndex
RCTA_PEOE_VSA9,1.37601777968764,RCTA_PEOE_VSA9
RCTB_PEOE_VSA7,1.37226898644442,RCTB_PEOE_VSA7
RCTB_VSA_EState1,1.35607857756429,RCTB_VSA_EState1
RCTB_Chi2n,1.34123125399967,RCTB_Chi2n
RCTB_Chi4v,1.33483705497232,RCTB_Chi4v
PRO_SMR_VSA1,1.32515425901244,PRO_SMR_VSA1
PRO_NumValenceElectrons,1.31450783965799,PRO_NumValenceElectrons
RCTB_SlogP_VSA2,1.31437980762335,RCTB_SlogP_VSA2
PRO_Chi2v,1.31222846886001,PRO_Chi2v
RCTB_FpDensityMorgan2,1.31060195466604,RCTB_FpDensityMorgan2
RCTB_MaxPartialCharge,1.30193656074595,RCTB_MaxPartialCharge
RCTB_Chi2v,1.29996905450845,RCTB_Chi2v
PRO_Chi3n,1.27244865650618,PRO_Chi3n
RCTB_Kappa2,1.2692204582477,RCTB_Kappa2
PRO_Chi1v,1.26371835268776,PRO_Chi1v
RCTB_247,1.25781320312067,RCTB_247
PRO_BCUT2D_MWHI,1.25636904518826,PRO_BCUT2D_MWHI
RCTB_PEOE_VSA6,1.25315498117897,RCTB_PEOE_VSA6
PRO_Kappa3,1.24820381976497,PRO_Kappa3
PRO_ExactMolWt,1.24330257511184,PRO_ExactMolWt
CAT_Kappa1,1.23464180353817,CAT_Kappa1
RCTB_FpDensityMorgan1,1.23169075235364,RCTB_FpDensityMorgan1
RCTB_FractionCSP3,1.22902385090583,RCTB_FractionCSP3
PRO_MaxAbsEStateIndex,1.22679069818156,PRO_MaxAbsEStateIndex
RCTB_Chi3n,1.22391734308841,RCTB_Chi3n
RCTB_HeavyAtomMolWt,1.21967628088338,RCTB_HeavyAtomMolWt
PRO_SlogP_VSA1,1.21891606902925,PRO_SlogP_VSA1
PRO_PEOE_VSA9,1.20199215340379,PRO_PEOE_VSA9
RCTB_VSA_EState2,1.19534181774249,RCTB_VSA_EState2
RCTA_EState_VSA9,1.19245128176448,RCTA_EState_VSA9
PRO_PEOE_VSA6,1.19063314645276,PRO_PEOE_VSA6
PRO_HallKierAlpha,1.18580036702031,PRO_HallKierAlpha
RCTB_BertzCT,1.1808574353232,RCTB_BertzCT
PRO_MaxEStateIndex,1.17007395203923,PRO_MaxEStateIndex
RCTB_SMR_VSA1,1.16947749352732,RCTB_SMR_VSA1
RCTA_SMR_VSA5,1.15773982403184,RCTA_SMR_VSA5
RCTB_MaxEStateIndex,1.15725062119568,RCTB_MaxEStateIndex
RCTA_FpDensityMorgan1,1.14836179647608,RCTA_FpDensityMorgan1
RCTB_Chi1v,1.14649476563968,RCTB_Chi1v
PRO_MolWt,1.14607509409744,PRO_MolWt
RCTB_EState_VSA9,1.14465654143839,RCTB_EState_VSA9
RCTB_EState_VSA1,1.14019884222784,RCTB_EState_VSA1
RCTB_HallKierAlpha,1.13359912391712,RCTB_HallKierAlpha
CAT_MaxAbsEStateIndex,1.12983916887777,CAT_MaxAbsEStateIndex
PRO_Chi1n,1.12304812923263,PRO_Chi1n
RCTB_MaxAbsEStateIndex,1.11862398235056,RCTB_MaxAbsEStateIndex
PRO_MolMR,1.11241116073407,PRO_MolMR
RCTB_Chi0v,1.10336033438452,RCTB_Chi0v
RCTB_SlogP_VSA4,1.10062104931539,RCTB_SlogP_VSA4
PRO_FpDensityMorgan1,1.10035788444721,PRO_FpDensityMorgan1
RCTB_SlogP_VSA5,1.0936443376305,RCTB_SlogP_VSA5
PRO_Chi0,1.09166213739645,PRO_Chi0
RCTB_MolMR,1.08909167117389,RCTB_MolMR
PRO_Chi2n,1.08839964968448,PRO_Chi2n
PRO_EState_VSA9,1.0812449192741,PRO_EState_VSA9
RCTB_BCUT2D_MWHI,1.07227355990361,RCTB_BCUT2D_MWHI
PRO_LabuteASA,1.07120175274613,PRO_LabuteASA
RCTB_Chi0n,1.06420741873949,RCTB_Chi0n
PRO_BCUT2D_LOGPLOW,1.06125229699239,PRO_BCUT2D_LOGPLOW
CAT_Chi4v,1.04875277553056,CAT_Chi4v
RCTB_Chi4n,1.03993166787671,RCTB_Chi4n
RCTB_VSA_EState7,1.03931932127855,RCTB_VSA_EState7
RCTB_VSA_EState8,1.03677119617752,RCTB_VSA_EState8
RCTB_Kappa1,1.03622122455545,RCTB_Kappa1
PRO_SMR_VSA10,1.03323414000834,PRO_SMR_VSA10
PRO_HeavyAtomMolWt,1.01704894215443,PRO_HeavyAtomMolWt
RCTB_VSA_EState4,1.01342155843136,RCTB_VSA_EState4
RCTB_LabuteASA,1.013323246494,RCTB_LabuteASA
CAT_SMR_VSA7,1.01163974417833,CAT_SMR_VSA7
CAT_FractionCSP3,1.00564719086687,CAT_FractionCSP3
PRO_Kappa2,1.00498597544184,PRO_Kappa2
RCTA_Chi3n,0.983127167466245,RCTA_Chi3n
RCTB_SMR_VSA7,0.982291318948966,RCTB_SMR_VSA7
RCTB_SMR_VSA6,0.967711466697389,RCTB_SMR_VSA6
PRO_TPSA,0.964118251532887,PRO_TPSA
RCTB_SMR_VSA10,0.954599074772015,RCTB_SMR_VSA10
RCTA_qed,0.951416680676021,RCTA_qed
PRO_PEOE_VSA8,0.949351817567412,PRO_PEOE_VSA8
RCTB_SlogP_VSA6,0.940212817014897,RCTB_SlogP_VSA6
PRO_PEOE_VSA1,0.916840667149897,PRO_PEOE_VSA1
RCTA_VSA_EState8,0.915010095410992,RCTA_VSA_EState8
RCTB_Chi0,0.912249242237001,RCTB_Chi0
PRO_SMR_VSA7,0.910044143127044,PRO_SMR_VSA7
PRO_BertzCT,0.907207918520011,PRO_BertzCT
RCTB_VSA_EState3,0.903878084678965,RCTB_VSA_EState3
PRO_VSA_EState5,0.90118717692117,PRO_VSA_EState5
RCTB_PEOE_VSA1,0.897837818325196,RCTB_PEOE_VSA1
RCTB_BCUT2D_MRHI,0.895177649778517,RCTB_BCUT2D_MRHI
PRO_SMR_VSA5,0.893631620833037,PRO_SMR_VSA5
PRO_NumRotatableBonds,0.892969729429042,PRO_NumRotatableBonds
RCTB_Chi1,0.892064684936065,RCTB_Chi1
PRO_EState_VSA1,0.881340329946564,PRO_EState_VSA1
RCTA_Kappa3,0.846660634117843,RCTA_Kappa3
PRO_Chi0v,0.839817423049773,PRO_Chi0v
PRO_SlogP_VSA3,0.831981605883308,PRO_SlogP_VSA3
RCTA_Chi1,0.823788383404014,RCTA_Chi1
RCTA_HallKierAlpha,0.81688691743411,RCTA_HallKierAlpha
RCTB_Chi1n,0.810062373083549,RCTB_Chi1n
PRO_SlogP_VSA6,0.809662125776075,PRO_SlogP_VSA6
PRO_BCUT2D_MRLOW,0.809386261477432,PRO_BCUT2D_MRLOW
CAT_PEOE_VSA8,0.803588078027053,CAT_PEOE_VSA8
