,IncNodePurity,Features
CAT_MaxAbsEStateIndex,1314.79145251819,CAT_MaxAbsEStateIndex
RCTB_VSA_EState7,1310.87559982841,RCTB_VSA_EState7
RCTB_NumValenceElectrons,1297.79630476024,RCTB_NumValenceElectrons
PRO_Chi2n,1292.08055964199,PRO_Chi2n
RCTB_Chi2n,1286.72689403494,RCTB_Chi2n
RCTB_SMR_VSA5,1273.45778923526,RCTB_SMR_VSA5
RCTA_VSA_EState4,1271.02528071957,RCTA_VSA_EState4
RCTA_MaxAbsPartialCharge,1245.30086449502,RCTA_MaxAbsPartialCharge
RCTA_VSA_EState1,1234.83910366443,RCTA_VSA_EState1
RCTB_EState_VSA8,1230.75049925841,RCTB_EState_VSA8
PRO_SlogP_VSA6,1229.25775861499,PRO_SlogP_VSA6
PRO_SlogP_VSA7,1227.14411933181,PRO_SlogP_VSA7
PRO_SlogP_VSA3,1226.52690627847,PRO_SlogP_VSA3
RCTB_SlogP_VSA6,1226.02485013576,RCTB_SlogP_VSA6
RCTA_MaxPartialCharge,1209.96780616915,RCTA_MaxPartialCharge
PRO_SMR_VSA10,1206.17110487332,PRO_SMR_VSA10
RCTA_BCUT2D_MWLOW,1188.83519916308,RCTA_BCUT2D_MWLOW
RCTA_SMR_VSA5,1184.70680506481,RCTA_SMR_VSA5
PRO_Chi1v,1183.38554731998,PRO_Chi1v
RCTB_PEOE_VSA5,1173.5101099104,RCTB_PEOE_VSA5
PRO_HeavyAtomMolWt,1163.33176347554,PRO_HeavyAtomMolWt
RCTA_HallKierAlpha,1155.71860236212,RCTA_HallKierAlpha
RCTA_PEOE_VSA9,1150.8536034519,RCTA_PEOE_VSA9
PRO_MolWt,1144.32459461284,PRO_MolWt
RCTB_VSA_EState10,1138.7207091799,RCTB_VSA_EState10
PRO_Chi0v,1111.50318639389,PRO_Chi0v
PRO_BCUT2D_MRLOW,1094.55532222713,PRO_BCUT2D_MRLOW
CAT_Chi3n,1052.0781010048,CAT_Chi3n
RCTA_Chi2n,1046.23072451242,RCTA_Chi2n
CAT_PEOE_VSA8,1045.68771487683,CAT_PEOE_VSA8
RCTA_VSA_EState9,1036.95525040509,RCTA_VSA_EState9
CAT_Chi3v,1035.37484526848,CAT_Chi3v
PRO_BCUT2D_LOGPLOW,1027.08110488278,PRO_BCUT2D_LOGPLOW
CAT_Chi4v,1025.05262656209,CAT_Chi4v
RCTB_PEOE_VSA10,1020.98890137081,RCTB_PEOE_VSA10
CAT_Chi4n,999.080222800494,CAT_Chi4n
RCTA_Chi3v,989.242635664924,RCTA_Chi3v
RCTA_BCUT2D_CHGHI,975.848127118252,RCTA_BCUT2D_CHGHI
PRO_SlogP_VSA1,965.640392094333,PRO_SlogP_VSA1
PRO_TPSA,963.808029984786,PRO_TPSA
PRO_VSA_EState3,959.462343208962,PRO_VSA_EState3
RCTB_VSA_EState9,956.512044600197,RCTB_VSA_EState9
RCTA_Chi2v,953.826511737821,RCTA_Chi2v
RCTB_TPSA,952.315355576944,RCTB_TPSA
PRO_NumValenceElectrons,930.06179138336,PRO_NumValenceElectrons
PRO_NumRotatableBonds,929.397883925231,PRO_NumRotatableBonds
CAT_SMR_VSA10,928.399125343334,CAT_SMR_VSA10
CAT_Kappa2,925.136459645076,CAT_Kappa2
RCTA_MinEStateIndex,909.336583056915,RCTA_MinEStateIndex
RCTA_EState_VSA9,892.03429427839,RCTA_EState_VSA9
RCTB_SlogP_VSA1,885.256874538618,RCTB_SlogP_VSA1
RCTB_SlogP_VSA3,870.773715625424,RCTB_SlogP_VSA3
PRO_VSA_EState2,858.024616149791,PRO_VSA_EState2
RCTA_Chi3n,853.735747850169,RCTA_Chi3n
CAT_qed,853.47675941544,CAT_qed
RCTA_FpDensityMorgan2,843.938097858082,RCTA_FpDensityMorgan2
RCTA_BCUT2D_CHGLO,827.444914128369,RCTA_BCUT2D_CHGLO
RCTA_LabuteASA,825.75842756042,RCTA_LabuteASA
PRO_PEOE_VSA1,821.201509417339,PRO_PEOE_VSA1
RCTA_BalabanJ,815.006823850477,RCTA_BalabanJ
CAT_Kappa1,803.342670695601,CAT_Kappa1
RCTA_Chi1,802.231833621644,RCTA_Chi1
RCTA_MinAbsEStateIndex,794.984100474538,RCTA_MinAbsEStateIndex
RCTB_HeavyAtomCount,794.535120562324,RCTB_HeavyAtomCount
RCTA_Chi4n,785.925968831627,RCTA_Chi4n
RCTA_VSA_EState8,784.887310371932,RCTA_VSA_EState8
RCTA_Chi4v,781.627646248467,RCTA_Chi4v
RCTB_SMR_VSA6,778.896977261305,RCTB_SMR_VSA6
RCTA_EState_VSA1,773.129093470924,RCTA_EState_VSA1
PRO_fr_allylic_oxid,771.531630156512,PRO_fr_allylic_oxid
RCTB_NumRotatableBonds,767.166513520086,RCTB_NumRotatableBonds
RCTA_MaxAbsEStateIndex,760.90074091516,RCTA_MaxAbsEStateIndex
PRO_NumHeteroatoms,758.361454242731,PRO_NumHeteroatoms
RCTB_SMR_VSA9,748.690962890058,RCTB_SMR_VSA9
RCTB_NumHeteroatoms,745.61598133508,RCTB_NumHeteroatoms
RCTA_MaxEStateIndex,743.705178455158,RCTA_MaxEStateIndex
PRO_SMR_VSA9,733.941565095811,PRO_SMR_VSA9
RCTA_Kappa3,728.622472654238,RCTA_Kappa3
CAT_HallKierAlpha,728.58848096279,CAT_HallKierAlpha
PRO_SMR_VSA6,724.335438323961,PRO_SMR_VSA6
RCTA_MolWt,722.167726767643,RCTA_MolWt
RCTB_PEOE_VSA3,721.244073648365,RCTB_PEOE_VSA3
RCTA_qed,713.397124302735,RCTA_qed
RCTA_FpDensityMorgan3,691.85850587869,RCTA_FpDensityMorgan3
RCTA_BCUT2D_MWHI,690.266331742316,RCTA_BCUT2D_MWHI
RCTA_BertzCT,681.862037026049,RCTA_BertzCT
CAT_FractionCSP3,654.744325194983,CAT_FractionCSP3
RCTA_Kappa1,641.840189378174,RCTA_Kappa1
RCTB_163,636.4211883879,RCTB_163
RCTA_BCUT2D_MRHI,632.974351839409,RCTA_BCUT2D_MRHI
RCTB_PEOE_VSA1,630.497210826478,RCTB_PEOE_VSA1
PRO_EState_VSA10,624.769938921134,PRO_EState_VSA10
RCTA_BCUT2D_LOGPHI,620.820817067433,RCTA_BCUT2D_LOGPHI
RCTA_FpDensityMorgan1,620.542578795361,RCTA_FpDensityMorgan1
RCTA_NumValenceElectrons,610.951562101574,RCTA_NumValenceElectrons
RCTA_PEOE_VSA6,607.664988707406,RCTA_PEOE_VSA6
RCTB_EState_VSA10,590.589017935246,RCTB_EState_VSA10
CAT_BalabanJ,580.886509938924,CAT_BalabanJ
RCTB_80,580.829864598687,RCTB_80
RCTA_MolMR,579.549258501969,RCTA_MolMR
RCTA_HeavyAtomMolWt,568.988248129944,RCTA_HeavyAtomMolWt
PRO_HeavyAtomCount,568.832281243342,PRO_HeavyAtomCount
RCTB_SlogP_VSA12,565.854922933471,RCTB_SlogP_VSA12
PRO_NumHAcceptors,550.590769745843,PRO_NumHAcceptors
PRO_NumSaturatedHeterocycles,547.932515672601,PRO_NumSaturatedHeterocycles
RCTA_SMR_VSA1,546.465305405693,RCTA_SMR_VSA1
CAT_VSA_EState7,545.579204936925,CAT_VSA_EState7
PRO_SlogP_VSA4,540.072130239488,PRO_SlogP_VSA4
RCTB_157,538.917989759569,RCTB_157
PRO_PEOE_VSA10,525.396261902869,PRO_PEOE_VSA10
RCTB_247,521.968674439174,RCTB_247
RCTA_Chi1v,514.808554540882,RCTA_Chi1v
CAT_SlogP_VSA5,512.729035001867,CAT_SlogP_VSA5
RCTA_BCUT2D_LOGPLOW,512.347699376828,RCTA_BCUT2D_LOGPLOW
SOL.C1CCOC1,509.799572292497,SOL.C1CCOC1
RCTA_ExactMolWt,502.143592948623,RCTA_ExactMolWt
CAT_ExactMolWt,497.937009542437,CAT_ExactMolWt
CAT_SMR_VSA1,494.46856296217,CAT_SMR_VSA1
PRO_NumAromaticCarbocycles,486.515974774936,PRO_NumAromaticCarbocycles
RCTA_Kappa2,480.443444755024,RCTA_Kappa2
RCTA_NumRotatableBonds,477.611068953125,RCTA_NumRotatableBonds
RCTB_NOCount,470.991685662204,RCTB_NOCount
PRO_EState_VSA8,467.357230474707,PRO_EState_VSA8
RCTB_PEOE_VSA2,465.468781980216,RCTB_PEOE_VSA2
CAT_VSA_EState6,464.590283544519,CAT_VSA_EState6
RCTA_VSA_EState6,459.088364065482,RCTA_VSA_EState6
PRO_NOCount,453.501784017106,PRO_NOCount
RCTB_218,451.25478147588,RCTB_218
RCTB_PEOE_VSA14,446.110980703044,RCTB_PEOE_VSA14
CAT_SlogP_VSA3,445.015855294425,CAT_SlogP_VSA3
RCTA_SlogP_VSA2,442.260346121138,RCTA_SlogP_VSA2
CAT_Chi1v,428.418347293236,CAT_Chi1v
RCTA_Chi0v,426.428318664303,RCTA_Chi0v
CAT_Chi2v,424.021779224653,CAT_Chi2v
CAT_LabuteASA,419.932212166634,CAT_LabuteASA
RCTA_PEOE_VSA8,419.020663232254,RCTA_PEOE_VSA8
RCTB_SlogP_VSA8,414.868336633802,RCTB_SlogP_VSA8
SOL.CC1.CC.CC.C1,412.528494179489,SOL.CC1.CC.CC.C1
RCTB_NumHAcceptors,406.215205596262,RCTB_NumHAcceptors
RCTA_PEOE_VSA7,406.155295488985,RCTA_PEOE_VSA7
RCTB_SMR_VSA3,402.383118000037,RCTB_SMR_VSA3
PRO_NumSaturatedRings,398.613922025492,PRO_NumSaturatedRings
RCTB_SlogP_VSA10,398.0016183485,RCTB_SlogP_VSA10
RCTB_177,397.354729004558,RCTB_177
CAT_VSA_EState9,394.27882571325,CAT_VSA_EState9
RCTB_186,390.190748546528,RCTB_186
RCTA_fr_halogen,388.656433615377,RCTA_fr_halogen
RCTB_fr_NH0,388.224673580144,RCTB_fr_NH0
CAT_HeavyAtomMolWt,388.093059100006,CAT_HeavyAtomMolWt
RCTB_180,382.730249817172,RCTB_180
CAT_MolLogP,381.999505024006,CAT_MolLogP
PRO_fr_benzene,380.759851646299,PRO_fr_benzene
PRO_SlogP_VSA10,379.300262775194,PRO_SlogP_VSA10
CAT_Chi0v,379.181836883201,CAT_Chi0v
RCTB_135,376.787428242168,RCTB_135
RCTA_BCUT2D_MRLOW,372.494011699684,RCTA_BCUT2D_MRLOW
CAT_MolWt,371.023155351309,CAT_MolWt
RCTB_216,369.221334981865,RCTB_216
RCTB_RingCount,369.083698164984,RCTB_RingCount
CAT_VSA_EState3,366.152159803907,CAT_VSA_EState3
PRO_SMR_VSA4,366.047944635724,PRO_SMR_VSA4
RCTB_fr_allylic_oxid,365.086371419954,RCTB_fr_allylic_oxid
RCTA_NumHeteroatoms,362.719438607978,RCTA_NumHeteroatoms
RCTB_200,361.055174550563,RCTB_200
CAT_SlogP_VSA6,353.94942415505,CAT_SlogP_VSA6
CAT_SlogP_VSA2,349.184115394544,CAT_SlogP_VSA2
PRO_42,347.75342610984,PRO_42
PRO_210,346.991688866842,PRO_210
PRO_RingCount,339.747335449904,PRO_RingCount
CAT_FpDensityMorgan2,339.50722262345,CAT_FpDensityMorgan2
CAT_SMR_VSA5,338.433091461192,CAT_SMR_VSA5
RCTB_36,335.262307801379,RCTB_36
RCTA_FractionCSP3,334.737641492995,RCTA_FractionCSP3
RCTB_EState_VSA6,332.635994005662,RCTB_EState_VSA6
RCTA_HeavyAtomCount,331.15573694443,RCTA_HeavyAtomCount
PRO_231,330.766087138652,PRO_231
PRO_28,329.030423711742,PRO_28
RCTA_SMR_VSA10,328.699202572872,RCTA_SMR_VSA10
RCTB_233,327.680012734003,RCTB_233
PRO_SlogP_VSA8,323.403129229993,PRO_SlogP_VSA8
PRO_NumAliphaticHeterocycles,322.958952873839,PRO_NumAliphaticHeterocycles
PRO_139,322.87484370424,PRO_139
RCTB_231,320.553911199158,RCTB_231
CAT_VSA_EState8,308.121044340624,CAT_VSA_EState8
RCTB_219,307.217533782673,RCTB_219
RCTB_fr_alkyl_halide,306.969007034026,RCTB_fr_alkyl_halide
RCTB_167,303.610091460136,RCTB_167
RCTA_SlogP_VSA6,303.538896027369,RCTA_SlogP_VSA6
CAT_NumRotatableBonds,303.16888541272,CAT_NumRotatableBonds
CAT_NumAliphaticRings,302.688491183225,CAT_NumAliphaticRings
CAT_SMR_VSA7,301.449531863486,CAT_SMR_VSA7
RCTA_SMR_VSA7,298.128895538836,RCTA_SMR_VSA7
CAT_SlogP_VSA12,298.051548475463,CAT_SlogP_VSA12
RCTB_128,289.567594166202,RCTB_128
RCTB_96,287.785532154985,RCTB_96
RCTB_239,286.454860786654,RCTB_239
PRO_NumAliphaticRings,285.432808537204,PRO_NumAliphaticRings
PRO_180,284.5585776961,PRO_180
RCTB_64,283.115669371353,RCTB_64
CAT_VSA_EState1,281.918213088333,CAT_VSA_EState1
RCTA_EState_VSA8,280.286464760124,RCTA_EState_VSA8
CAT_45,279.751410991951,CAT_45
RCTB_SlogP_VSA11,279.298368650198,RCTB_SlogP_VSA11
RCTA_SMR_VSA6,275.558300171295,RCTA_SMR_VSA6
CAT_FpDensityMorgan1,274.83315772771,CAT_FpDensityMorgan1
CAT_EState_VSA2,273.597528513399,CAT_EState_VSA2
RCTB_fr_halogen,271.300889289272,RCTB_fr_halogen
CAT_FpDensityMorgan3,270.347256429601,CAT_FpDensityMorgan3
CAT_NumAliphaticCarbocycles,269.750760640151,CAT_NumAliphaticCarbocycles
RCTB_182,269.728658946962,RCTB_182
RCTB_172,268.571785063739,RCTB_172
RCTB_147,266.103648037087,RCTB_147
PRO_11,264.329693960071,PRO_11
RCTA_233,264.077212684835,RCTA_233
RCTB_133,261.087585545457,RCTB_133
PRO_9,254.657846377047,PRO_9
PRO_PEOE_VSA2,253.846093598434,PRO_PEOE_VSA2
CAT_SlogP_VSA1,253.648907699393,CAT_SlogP_VSA1
RCTB_33,252.871935177586,RCTB_33
RCTB_fr_ether,251.294286188997,RCTB_fr_ether
CAT_BertzCT,249.784948003098,CAT_BertzCT
CAT_Chi0,248.595190954898,CAT_Chi0
PRO_15,247.708052382913,PRO_15
PRO_NumAromaticRings,247.641808742579,PRO_NumAromaticRings
RCTB_206,246.358815400614,RCTB_206
PRO_182,244.785111075106,PRO_182
CAT_Chi2n,242.861861963627,CAT_Chi2n
CAT_Chi1n,242.438787153745,CAT_Chi1n
RCTB_86,241.822944728986,RCTB_86
RCTB_48,240.230004706486,RCTB_48
PRO_199,237.930243257653,PRO_199
PRO_206,237.781851354217,PRO_206
RCTB_193,236.866896039798,RCTB_193
PRO_65,236.318788111085,PRO_65
RCTB_73,236.229032602731,RCTB_73
CAT_NumHeteroatoms,235.377497248823,CAT_NumHeteroatoms
PRO_157,234.517680249535,PRO_157
RCTB_179,233.314640006383,RCTB_179
RCTB_111,232.890135680694,RCTB_111
RCTA_SlogP_VSA12,232.427771913214,RCTA_SlogP_VSA12
CAT_TPSA,232.196195253424,CAT_TPSA
CAT_MaxPartialCharge,232.121733876455,CAT_MaxPartialCharge
RCTB_15,230.257308777077,RCTB_15
CAT_Chi0n,229.496531287846,CAT_Chi0n
PRO_80,228.050877909058,PRO_80
PRO_185,227.573944093455,PRO_185
PRO_167,227.361624238645,PRO_167
PRO_84,227.122954341324,PRO_84
RCTB_107,225.573032157967,RCTB_107
PRO_1,225.016174080332,PRO_1
RCTB_PEOE_VSA13,224.985982916157,RCTB_PEOE_VSA13
CAT_EState_VSA9,224.483411186257,CAT_EState_VSA9
PRO_86,223.926154443999,PRO_86
RCTA_fr_alkyl_halide,221.44521717497,RCTA_fr_alkyl_halide
RCTB_NumAromaticCarbocycles,221.392107324802,RCTB_NumAromaticCarbocycles
RCTB_50,221.031216464318,RCTB_50
CAT_123,220.158380198296,CAT_123
CAT_Chi1,219.600470300097,CAT_Chi1
RCTB_27,219.452372478501,RCTB_27
RCTB_fr_C_O_noCOO,219.120459635758,RCTB_fr_C_O_noCOO
CAT_MinAbsPartialCharge,218.85266640659,CAT_MinAbsPartialCharge
PRO_192,216.22092245067,PRO_192
RCTA_SlogP_VSA4,215.123855106562,RCTA_SlogP_VSA4
PRO_26,214.586598765985,PRO_26
PRO_105,214.484208617737,PRO_105
CAT_HeavyAtomCount,214.454584960118,CAT_HeavyAtomCount
PRO_63,213.515258451514,PRO_63
PRO_40,213.183440632264,PRO_40
RCTB_110,213.031007074583,RCTB_110
PRO_PEOE_VSA3,212.736796540116,PRO_PEOE_VSA3
PRO_219,212.7003666214,PRO_219
RCTB_149,212.467819484114,RCTB_149
CAT_PEOE_VSA1,211.748977542938,CAT_PEOE_VSA1
RCTB_fr_aniline,211.295953922624,RCTB_fr_aniline
RCTA_232,211.009490066091,RCTA_232
RCTB_fr_benzene,209.910087007248,RCTB_fr_benzene
RCTB_NumAromaticRings,206.446349187893,RCTB_NumAromaticRings
RCTB_95,203.957695773539,RCTB_95
RCTB_105,203.797056120437,RCTB_105
CAT_PEOE_VSA9,203.553954819886,CAT_PEOE_VSA9
CAT_MolMR,203.388179125886,CAT_MolMR
RCTB_175,203.243484297693,RCTB_175
CAT_PEOE_VSA7,201.718058602042,CAT_PEOE_VSA7
CAT_NumValenceElectrons,201.26757123625,CAT_NumValenceElectrons
PRO_NumHDonors,200.443394887399,PRO_NumHDonors
RCTB_25,199.719351427933,RCTB_25
PRO_7,198.994027801413,PRO_7
PRO_73,198.848069274409,PRO_73
RCTB_PEOE_VSA4,198.16017153391,RCTB_PEOE_VSA4
RCTB_42,197.375425477206,RCTB_42
RCTB_210,197.143490885776,RCTB_210
PRO_128,196.465002608269,PRO_128
RCTB_NumAliphaticRings,196.375499799847,RCTB_NumAliphaticRings
CAT_fr_allylic_oxid,195.819475575284,CAT_fr_allylic_oxid
PRO_93,194.573097049055,PRO_93
CAT_NumHAcceptors,194.471579653725,CAT_NumHAcceptors
PRO_66,194.106753989919,PRO_66
PRO_64,193.96547492479,PRO_64
CAT_VSA_EState2,193.135758170876,CAT_VSA_EState2
RCTB_NumHDonors,192.943517550357,RCTB_NumHDonors
PRO_202,192.362767782815,PRO_202
RCTA_PEOE_VSA14,192.048959081338,RCTA_PEOE_VSA14
PRO_107,191.048843838592,PRO_107
RCTB_245,190.013274854063,RCTB_245
CAT_EState_VSA8,189.774269748485,CAT_EState_VSA8
RCTA_PEOE_VSA1,189.446461127692,RCTA_PEOE_VSA1
RCTB_67,188.688738858305,RCTB_67
RCTB_fr_C_O,187.822477243059,RCTB_fr_C_O
CAT_EState_VSA1,187.24808596266,CAT_EState_VSA1
PRO_38,186.440439760644,PRO_38
CAT_EState_VSA10,185.286737545946,CAT_EState_VSA10
RCTB_203,183.494103401537,RCTB_203
PRO_fr_NH0,183.10219209931,PRO_fr_NH0
PRO_125,182.95322346232,PRO_125
PRO_181,182.913334468399,PRO_181
PRO_111,182.466062478007,PRO_111
PRO_175,182.269414317327,PRO_175
