,IncNodePurity,Features
RCTB_VSA_EState5,5040.46033057795,RCTB_VSA_EState5
RCTA_MolLogP,4327.27087794954,RCTA_MolLogP
PRO_BCUT2D_CHGLO,3784.6495942727,PRO_BCUT2D_CHGLO
PRO_VSA_EState8,3774.23326261543,PRO_VSA_EState8
RCTA_SMR_VSA5,3667.16069413657,RCTA_SMR_VSA5
RCTB_MinAbsEStateIndex,3613.98361541729,RCTB_MinAbsEStateIndex
RCTA_Chi0n,3486.83950983786,RCTA_Chi0n
PRO_MinAbsPartialCharge,3415.55850278757,PRO_MinAbsPartialCharge
PRO_MaxPartialCharge,3381.83745697342,PRO_MaxPartialCharge
RCTA_SlogP_VSA5,3272.11603352156,RCTA_SlogP_VSA5
RCTB_MinEStateIndex,3193.97716823005,RCTB_MinEStateIndex
PRO_FpDensityMorgan3,3166.96156259819,PRO_FpDensityMorgan3
RCTB_qed,3155.66668174299,RCTB_qed
PRO_FpDensityMorgan1,3125.69517487858,PRO_FpDensityMorgan1
RCTB_Kappa3,2928.26119111956,RCTB_Kappa3
CAT_MinEStateIndex,2925.42197290583,CAT_MinEStateIndex
RCTB_BCUT2D_LOGPLOW,2875.25869175293,RCTB_BCUT2D_LOGPLOW
PRO_VSA_EState4,2848.16506374241,PRO_VSA_EState4
PRO_FpDensityMorgan2,2805.26552715895,PRO_FpDensityMorgan2
PRO_VSA_EState6,2800.97589232692,PRO_VSA_EState6
RCTB_MaxAbsPartialCharge,2758.66738604203,RCTB_MaxAbsPartialCharge
RCTB_MaxEStateIndex,2755.40708160914,RCTB_MaxEStateIndex
RCTB_MinPartialCharge,2726.9637548478,RCTB_MinPartialCharge
PRO_BCUT2D_CHGHI,2724.96044585125,PRO_BCUT2D_CHGHI
PRO_PEOE_VSA14,2706.11185584974,PRO_PEOE_VSA14
RCTB_MaxPartialCharge,2654.45809484892,RCTB_MaxPartialCharge
RCTB_BCUT2D_CHGLO,2649.99305537822,RCTB_BCUT2D_CHGLO
PRO_BCUT2D_LOGPHI,2630.9503827033,PRO_BCUT2D_LOGPHI
PRO_PEOE_VSA7,2629.71629619348,PRO_PEOE_VSA7
RCTB_MaxAbsEStateIndex,2595.18396336058,RCTB_MaxAbsEStateIndex
RCTB_BalabanJ,2535.53003000511,RCTB_BalabanJ
PRO_MaxAbsPartialCharge,2503.43212075031,PRO_MaxAbsPartialCharge
PRO_MinPartialCharge,2426.33162615298,PRO_MinPartialCharge
RCTB_BCUT2D_CHGHI,2405.23768259576,RCTB_BCUT2D_CHGHI
RCTB_BCUT2D_MWLOW,2380.11357977721,RCTB_BCUT2D_MWLOW
CAT_Kappa3,2341.12137597099,CAT_Kappa3
RCTA_VSA_EState1,2338.77258945502,RCTA_VSA_EState1
PRO_SlogP_VSA2,2332.77848960415,PRO_SlogP_VSA2
RCTA_Chi0,2322.30168772957,RCTA_Chi0
PRO_VSA_EState9,2271.03828805013,PRO_VSA_EState9
PRO_BalabanJ,2267.43218138215,PRO_BalabanJ
RCTB_Kappa2,2255.69975150164,RCTB_Kappa2
RCTB_BCUT2D_MRLOW,2255.63554324591,RCTB_BCUT2D_MRLOW
RCTB_VSA_EState4,2245.84469222944,RCTB_VSA_EState4
PRO_MinEStateIndex,2240.16298156224,PRO_MinEStateIndex
