,IncNodePurity,Features
RCTB_NumValenceElectrons,970.802225314929,RCTB_NumValenceElectrons
RCTB_NumHeteroatoms,964.980669339383,RCTB_NumHeteroatoms
RCTB_SlogP_VSA3,944.258985641022,RCTB_SlogP_VSA3
CAT_Chi4v,922.461150834666,CAT_Chi4v
PRO_VSA_EState2,920.364983123055,PRO_VSA_EState2
RCTB_fr_halogen,909.51250731237,RCTB_fr_halogen
RCTA_BCUT2D_CHGLO,908.596977502247,RCTA_BCUT2D_CHGLO
RCTA_FpDensityMorgan3,903.725915883123,RCTA_FpDensityMorgan3
CAT_Chi2v,891.026780617772,CAT_Chi2v
RCTB_EState_VSA10,883.400281667167,RCTB_EState_VSA10
RCTB_SMR_VSA6,882.977499322967,RCTB_SMR_VSA6
RCTA_PEOE_VSA9,863.539577865783,RCTA_PEOE_VSA9
RCTB_VSA_EState9,858.780989262935,RCTB_VSA_EState9
RCTA_Chi2v,847.185770883535,RCTA_Chi2v
PRO_Chi0v,844.837575246532,PRO_Chi0v
RCTA_NumRotatableBonds,832.834773906495,RCTA_NumRotatableBonds
CAT_Chi3n,831.903728152424,CAT_Chi3n
RCTB_HeavyAtomCount,822.056573097285,RCTB_HeavyAtomCount
CAT_SlogP_VSA3,821.483761139612,CAT_SlogP_VSA3
CAT_HallKierAlpha,812.266085299121,CAT_HallKierAlpha
RCTB_NumRotatableBonds,808.494074372302,RCTB_NumRotatableBonds
RCTA_BCUT2D_CHGHI,802.434628593157,RCTA_BCUT2D_CHGHI
PRO_PEOE_VSA10,792.569169761025,PRO_PEOE_VSA10
CAT_Chi3v,790.982553054929,CAT_Chi3v
RCTB_PEOE_VSA1,789.601577617791,RCTB_PEOE_VSA1
PRO_NumValenceElectrons,785.44630972,PRO_NumValenceElectrons
RCTA_BCUT2D_LOGPHI,766.179122291596,RCTA_BCUT2D_LOGPHI
RCTA_Chi3n,760.698820106835,RCTA_Chi3n
RCTA_Chi4v,760.130508541254,RCTA_Chi4v
RCTA_MaxEStateIndex,756.700369491346,RCTA_MaxEStateIndex
RCTA_Kappa3,755.714636439223,RCTA_Kappa3
RCTA_Kappa2,755.157008038581,RCTA_Kappa2
PRO_PEOE_VSA1,755.145122179525,PRO_PEOE_VSA1
RCTB_SlogP_VSA1,750.668175987385,RCTB_SlogP_VSA1
RCTA_BalabanJ,747.028536027469,RCTA_BalabanJ
RCTB_PEOE_VSA5,724.421482970273,RCTB_PEOE_VSA5
PRO_fr_allylic_oxid,711.880739350537,PRO_fr_allylic_oxid
PRO_EState_VSA10,704.210808196677,PRO_EState_VSA10
RCTA_Chi4n,699.163801740734,RCTA_Chi4n
RCTA_FpDensityMorgan2,698.834413532335,RCTA_FpDensityMorgan2
RCTA_Kappa1,690.563512673422,RCTA_Kappa1
PRO_SMR_VSA4,690.321631920402,PRO_SMR_VSA4
RCTA_qed,688.640986792823,RCTA_qed
PRO_SlogP_VSA4,683.921492271575,PRO_SlogP_VSA4
PRO_SMR_VSA6,682.354738641026,PRO_SMR_VSA6
PRO_NumSaturatedRings,677.582468913448,PRO_NumSaturatedRings
RCTA_BCUT2D_MRHI,674.870735607155,RCTA_BCUT2D_MRHI
CAT_SMR_VSA10,670.48844022768,CAT_SMR_VSA10
RCTA_EState_VSA1,670.444306078089,RCTA_EState_VSA1
RCTA_BCUT2D_MWHI,668.702121996218,RCTA_BCUT2D_MWHI
RCTA_MinAbsEStateIndex,653.475877066796,RCTA_MinAbsEStateIndex
RCTA_SMR_VSA1,646.597797580974,RCTA_SMR_VSA1
CAT_Chi1v,643.506384884078,CAT_Chi1v
RCTA_MaxAbsEStateIndex,635.202868724812,RCTA_MaxAbsEStateIndex
PRO_NumHAcceptors,630.490720646252,PRO_NumHAcceptors
RCTB_PEOE_VSA2,627.234241272176,RCTB_PEOE_VSA2
CAT_VSA_EState7,621.753754975943,CAT_VSA_EState7
RCTA_PEOE_VSA6,613.327801234408,RCTA_PEOE_VSA6
RCTA_FpDensityMorgan1,611.805181333797,RCTA_FpDensityMorgan1
CAT_SMR_VSA1,607.273649220608,CAT_SMR_VSA1
CAT_Kappa1,587.600954247822,CAT_Kappa1
PRO_NOCount,587.088029801632,PRO_NOCount
RCTA_Chi3v,586.447129993568,RCTA_Chi3v
RCTA_Chi1,584.501595249947,RCTA_Chi1
RCTA_Chi2n,575.536172362084,RCTA_Chi2n
RCTB_SMR_VSA9,575.102154122373,RCTB_SMR_VSA9
CAT_VSA_EState8,567.317057347067,CAT_VSA_EState8
RCTA_PEOE_VSA8,551.259606956332,RCTA_PEOE_VSA8
PRO_SlogP_VSA10,548.800994659973,PRO_SlogP_VSA10
RCTA_MolMR,544.990451133715,RCTA_MolMR
RCTA_MolWt,543.224246131727,RCTA_MolWt
CAT_PEOE_VSA11,532.785930070987,CAT_PEOE_VSA11
SOL.C1CCOC1,531.439961400848,SOL.C1CCOC1
PRO_NumHeteroatoms,525.871888266127,PRO_NumHeteroatoms
RCTB_235,522.683816036589,RCTB_235
PRO_HeavyAtomCount,515.418870228042,PRO_HeavyAtomCount
RCTB_163,506.137469143703,RCTB_163
CAT_VSA_EState6,505.414864302547,CAT_VSA_EState6
RCTA_FractionCSP3,503.713004417163,RCTA_FractionCSP3
RCTA_BertzCT,501.48963444662,RCTA_BertzCT
CAT_SlogP_VSA2,499.585496967926,CAT_SlogP_VSA2
RCTB_180,496.076255879986,RCTB_180
RCTA_Chi1v,490.215106831467,RCTA_Chi1v
PRO_SlogP_VSA8,488.536182442981,PRO_SlogP_VSA8
RCTA_HeavyAtomMolWt,488.291614448264,RCTA_HeavyAtomMolWt
CAT_BalabanJ,484.757357385381,CAT_BalabanJ
RCTA_ExactMolWt,483.668316390148,RCTA_ExactMolWt
RCTB_231,481.784544696562,RCTB_231
RCTB_SlogP_VSA12,479.115987387056,RCTB_SlogP_VSA12
PRO_SMR_VSA9,472.330374480862,PRO_SMR_VSA9
RCTA_PEOE_VSA14,468.676521269692,RCTA_PEOE_VSA14
RCTA_SlogP_VSA2,465.612168404928,RCTA_SlogP_VSA2
RCTB_157,464.148748688675,RCTB_157
RCTA_LabuteASA,462.39552717802,RCTA_LabuteASA
PRO_210,460.64117545322,PRO_210
RCTA_VSA_EState6,459.63380952021,RCTA_VSA_EState6
RCTA_NumValenceElectrons,457.474169943943,RCTA_NumValenceElectrons
RCTA_SMR_VSA10,456.404162670341,RCTA_SMR_VSA10
PRO_139,455.758581809482,PRO_139
PRO_NumAliphaticRings,454.140134371654,PRO_NumAliphaticRings
SOL.CC1.CC.CC.C1,441.076513839649,SOL.CC1.CC.CC.C1
RCTB_SlogP_VSA8,439.840956139598,RCTB_SlogP_VSA8
CAT_NumAliphaticCarbocycles,437.199149653396,CAT_NumAliphaticCarbocycles
RCTB_96,425.596307263088,RCTB_96
RCTB_NumHAcceptors,425.487654663196,RCTB_NumHAcceptors
PRO_NHOHCount,425.264577398412,PRO_NHOHCount
PRO_EState_VSA8,421.664192421281,PRO_EState_VSA8
PRO_44,419.715335154561,PRO_44
CAT_VSA_EState3,418.232306519794,CAT_VSA_EState3
CAT_SMR_VSA7,414.539165552858,CAT_SMR_VSA7
PRO_NumSaturatedHeterocycles,414.083912023694,PRO_NumSaturatedHeterocycles
CAT_PEOE_VSA8,413.614926680054,CAT_PEOE_VSA8
CAT_ExactMolWt,411.980680453731,CAT_ExactMolWt
RCTA_Chi0v,410.455614428395,RCTA_Chi0v
PRO_NumAliphaticHeterocycles,408.428773631201,PRO_NumAliphaticHeterocycles
CAT_FpDensityMorgan2,404.814702729449,CAT_FpDensityMorgan2
RCTB_PEOE_VSA4,401.043013116296,RCTB_PEOE_VSA4
CAT_FpDensityMorgan1,398.858659904652,CAT_FpDensityMorgan1
CAT_NumRotatableBonds,394.135879112671,CAT_NumRotatableBonds
CAT_fr_allylic_oxid,392.790094307076,CAT_fr_allylic_oxid
CAT_MolWt,389.677013789276,CAT_MolWt
CAT_HeavyAtomMolWt,386.38239769939,CAT_HeavyAtomMolWt
RCTB_177,384.411508893317,RCTB_177
RCTB_247,382.565864882151,RCTB_247
RCTB_186,382.514748266726,RCTB_186
CAT_FpDensityMorgan3,382.296523804962,CAT_FpDensityMorgan3
RCTB_128,379.927006578186,RCTB_128
RCTB_216,377.681175786408,RCTB_216
CAT_Chi0v,377.573630442548,CAT_Chi0v
RCTA_PEOE_VSA7,372.903951377655,RCTA_PEOE_VSA7
CAT_PEOE_VSA1,368.0691896006,CAT_PEOE_VSA1
CAT_SlogP_VSA1,363.777550445501,CAT_SlogP_VSA1
RCTA_SlogP_VSA6,361.235706040584,RCTA_SlogP_VSA6
PRO_231,359.423459164221,PRO_231
RCTB_SMR_VSA3,358.453704577362,RCTB_SMR_VSA3
CAT_MinPartialCharge,357.383709075499,CAT_MinPartialCharge
RCTA_HeavyAtomCount,357.079437620539,RCTA_HeavyAtomCount
RCTB_fr_alkyl_halide,352.787754696471,RCTB_fr_alkyl_halide
RCTB_fr_aniline,351.214276600178,RCTB_fr_aniline
RCTB_EState_VSA6,350.229731364433,RCTB_EState_VSA6
RCTB_95,348.442284020672,RCTB_95
RCTB_PEOE_VSA14,347.1511964713,RCTB_PEOE_VSA14
CAT_SlogP_VSA5,345.34122795821,CAT_SlogP_VSA5
RCTA_BCUT2D_MRLOW,342.102967872511,RCTA_BCUT2D_MRLOW
RCTA_NumHeteroatoms,339.990728944875,RCTA_NumHeteroatoms
CAT_MolLogP,339.185762028167,CAT_MolLogP
RCTB_135,335.227969890523,RCTB_135
CAT_LabuteASA,334.661449976517,CAT_LabuteASA
PRO_157,334.12033281466,PRO_157
PRO_42,333.329458462473,PRO_42
PRO_11,333.21351858206,PRO_11
RCTA_BCUT2D_LOGPLOW,330.669337195403,RCTA_BCUT2D_LOGPLOW
RCTA_fr_halogen,330.309896408488,RCTA_fr_halogen
PRO_fr_benzene,329.093523376269,PRO_fr_benzene
CAT_Chi0n,327.485301252159,CAT_Chi0n
RCTB_fr_NH0,327.366183371403,RCTB_fr_NH0
PRO_fr_halogen,326.241291331296,PRO_fr_halogen
RCTB_0,322.859308202492,RCTB_0
CAT_EState_VSA2,319.764003357552,CAT_EState_VSA2
RCTB_NOCount,316.202124728847,RCTB_NOCount
CAT_VSA_EState1,313.149218706615,CAT_VSA_EState1
RCTA_SMR_VSA7,312.251218046314,RCTA_SMR_VSA7
PRO_114,311.486918419948,PRO_114
RCTB_fr_ether,309.84207146507,RCTB_fr_ether
RCTB_13,308.286280493753,RCTB_13
RCTB_fr_allylic_oxid,306.760203937059,RCTB_fr_allylic_oxid
RCTB_182,305.166855632227,RCTB_182
CAT_VSA_EState9,304.641234985292,CAT_VSA_EState9
CAT_SMR_VSA5,303.783061429362,CAT_SMR_VSA5
RCTA_SlogP_VSA12,303.155132809333,RCTA_SlogP_VSA12
RCTB_111,301.637629611557,RCTB_111
RCTA_fr_alkyl_halide,301.099446363417,RCTA_fr_alkyl_halide
PRO_NumAromaticCarbocycles,296.273574170667,PRO_NumAromaticCarbocycles
RCTA_233,295.219309437278,RCTA_233
RCTB_167,294.750052487122,RCTB_167
PRO_89,285.545804189765,PRO_89
CAT_FractionCSP3,285.284202740867,CAT_FractionCSP3
PRO_64,283.949179191754,PRO_64
RCTB_107,283.779972289956,RCTB_107
RCTB_206,282.158570695578,RCTB_206
CAT_45,282.089068747804,CAT_45
RCTB_RingCount,280.810374446359,RCTB_RingCount
RCTB_50,279.392008949016,RCTB_50
PRO_206,276.037164399832,PRO_206
PRO_199,274.156926888279,PRO_199
PRO_66,266.014351342724,PRO_66
PRO_40,264.637779567616,PRO_40
RCTB_73,261.964261359413,RCTB_73
CAT_SlogP_VSA6,258.276359289269,CAT_SlogP_VSA6
RCTB_31,256.999237100943,RCTB_31
PRO_RingCount,256.926390398461,PRO_RingCount
RCTB_NumAliphaticRings,256.812744416514,RCTB_NumAliphaticRings
RCTB_199,256.596163799218,RCTB_199
PRO_28,256.351492299537,PRO_28
RCTB_80,256.263396740042,RCTB_80
RCTB_67,250.174046703323,RCTB_67
RCTB_172,249.851092201951,RCTB_172
PRO_PEOE_VSA2,247.654807165901,PRO_PEOE_VSA2
PRO_180,247.427609639502,PRO_180
RCTB_28,246.992880126547,RCTB_28
CAT_RingCount,245.943769957791,CAT_RingCount
PRO_105,245.059285132163,PRO_105
RCTB_SlogP_VSA11,242.761081857126,RCTB_SlogP_VSA11
PRO_61,242.669947122764,PRO_61
CAT_NumAliphaticRings,242.08074749909,CAT_NumAliphaticRings
RCTB_fr_methoxy,241.09892049264,RCTB_fr_methoxy
RCTB_NumAromaticCarbocycles,238.651497876948,RCTB_NumAromaticCarbocycles
RCTB_175,238.369344800957,RCTB_175
PRO_182,235.670522174267,PRO_182
PRO_59,233.260443539357,PRO_59
PRO_128,232.948042842497,PRO_128
RCTB_251,231.935851388187,RCTB_251
CAT_PEOE_VSA7,231.790998829961,CAT_PEOE_VSA7
RCTB_64,230.82532598558,RCTB_64
CAT_VSA_EState2,230.302033825228,CAT_VSA_EState2
PRO_111,230.120333824147,PRO_111
PRO_136,229.572863535905,PRO_136
RCTB_133,228.63866861504,RCTB_133
RCTB_NumHDonors,226.794831161248,RCTB_NumHDonors
RCTB_144,226.259568993683,RCTB_144
PRO_67,225.119838665518,PRO_67
PRO_141,223.753897935898,PRO_141
PRO_15,222.454423985803,PRO_15
RCTB_218,221.729472928975,RCTB_218
PRO_235,221.1331907762,PRO_235
RCTB_PEOE_VSA13,220.009256087547,RCTB_PEOE_VSA13
CAT_HeavyAtomCount,219.863534056686,CAT_HeavyAtomCount
PRO_186,219.126468652566,PRO_186
PRO_93,218.966066609228,PRO_93
PRO_214,218.350601687039,PRO_214
PRO_140,217.908825455768,PRO_140
PRO_29,217.569599063255,PRO_29
PRO_172,214.656432886272,PRO_172
RCTB_86,213.807845108654,RCTB_86
RCTB_214,213.576389014544,RCTB_214
RCTB_200,213.529799720787,RCTB_200
CAT_Chi1,213.259983029832,CAT_Chi1
CAT_70,213.189945119685,CAT_70
PRO_80,212.410938689886,PRO_80
CAT_BertzCT,212.027687375496,CAT_BertzCT
CAT_EState_VSA10,210.430852148125,CAT_EState_VSA10
PRO_43,210.327771702274,PRO_43
PRO_219,209.796798682391,PRO_219
PRO_SlogP_VSA11,209.742865726321,PRO_SlogP_VSA11
CAT_MaxAbsPartialCharge,209.624725521436,CAT_MaxAbsPartialCharge
RCTB_193,208.808890481415,RCTB_193
RCTA_EState_VSA8,208.712873914335,RCTA_EState_VSA8
CAT_TPSA,208.062350824423,CAT_TPSA
PRO_237,207.839229404499,PRO_237
PRO_181,205.727708313693,PRO_181
RCTB_33,204.11118795756,RCTB_33
PRO_9,202.723179851328,PRO_9
PRO_167,202.376199530957,PRO_167
PRO_73,200.904544916218,PRO_73
RCTB_36,200.447188543676,RCTB_36
PRO_175,199.188188578235,PRO_175
RCTA_117,199.120368023775,RCTA_117
CAT_MinAbsPartialCharge,198.658723306281,CAT_MinAbsPartialCharge
CAT_NumValenceElectrons,198.466047271525,CAT_NumValenceElectrons
RCTB_15,197.313882395691,RCTB_15
RCTB_fr_C_O_noCOO,196.472821216479,RCTB_fr_C_O_noCOO
PRO_185,194.889800928302,PRO_185
PRO_107,194.778040363951,PRO_107
CAT_NumHeteroatoms,193.889222626056,CAT_NumHeteroatoms
CAT_EState_VSA9,193.233032345011,CAT_EState_VSA9
PRO_fr_ether,192.421219899511,PRO_fr_ether
RCTB_27,192.242331334303,RCTB_27
RCTB_125,188.827336985101,RCTB_125
PRO_241,187.826134111999,PRO_241
PRO_115,187.273651262213,PRO_115
SOL.C1COCCO1,186.69060063277,SOL.C1COCCO1
PRO_39,186.151154806877,PRO_39
PRO_69,186.099196434457,PRO_69
PRO_NumAromaticRings,185.352398720129,PRO_NumAromaticRings
PRO_17,184.886070242482,PRO_17
RCTB_fr_benzene,184.58941248042,RCTB_fr_benzene
RCTB_239,184.398364777479,RCTB_239
PRO_203,183.966237346519,PRO_203
CAT_PEOE_VSA9,182.47319951211,CAT_PEOE_VSA9
PRO_86,182.341869312307,PRO_86
PRO_8,182.260005232865,PRO_8
CAT_95,181.633847982019,CAT_95
RCTA_46,180.923298150309,RCTA_46
